URL,Fully equipped kitchen,Garden Area,Surface of the land,Number of facades,Locality,Terrace,Swimming pool,Subtype of property,Living Area,Open fire,Type of property,Furnished,Price,State of the building,Garden,Terrace Area,Surface area of the plot of land,Number of rooms
https://www.immoweb.be/en/classified/apartment/for-sale/ransart/6043/20310263,Installed,,,2,6043 Ransart,,,Apartment,,,Apartment,No,199000,As new,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2100/20309687,,,,,2100 Antwerpen,,,Apartment,,,Apartment,,229000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20309898,Hyper equipped,,,2,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,,245000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/rumbeke/8800/20261795,Installed,,,,8800 Rumbeke,Yes,,Apartment,,,Apartment,,219000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20293423,USA hyper equipped,47,,2,2300 Turnhout,,,Apartment,,,Apartment,,229000,Just renovated,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bambrugge/9420/20263565,Installed,,,2,9420 BAMBRUGGE,,,Apartment,,,Apartment,,239000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/nevele/9850/20261669,Hyper equipped,,,,9850 Nevele,Yes,,Apartment,,,Apartment,,310000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20261626,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20261498,,,,2,8300 Knokke,Yes,,Apartment,,,Apartment,Yes,739000,Just renovated,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20261845,,,,,8300 Knokke-Heist,Yes,,Apartment,,,Apartment,,2886000,Good,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20279342,,,,2,8780 OOSTROZEBEKE,,,Apartment,,,Apartment,,92500,To be done up,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20278644,,,,,8400 Oostende,Yes,,Apartment,,,Apartment,No,139000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20278645,,,,,8400 Oostende,,,Apartment,,,Apartment,No,249000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/haaltert/9450/20119288,,,,,9450 Haaltert,,,Apartment,,,Apartment,No,256000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20289962,Hyper equipped,,,2,1190 Forest,,,Apartment,,,Apartment,,327000,As new,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20289963,Hyper equipped,,,2,1190 Forest,,,Apartment,,,Apartment,,355000,As new,,41,,2
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20277947,Installed,,,,8301 Heist-aan-Zee,,,Apartment,,,Apartment,Yes,477000,Just renovated,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20289797,Hyper equipped,,,2,1200 Woluwe-Saint-Lambert,,,Apartment,,,Apartment,No,485000,As new,,6,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/herentals/2200/20278999,Installed,,,2,2200 HERENTALS,,,Penthouse,,,Penthouse,,490000,Just renovated,,46,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20278337,Hyper equipped,,,3,8300 Knokke-Heist,Yes,,Apartment,,,Apartment,Yes,1650000,Good,,,,3
https://www.immoweb.be/en/classified/flat-studio/for-sale/nieuwpoort/8620/20285391,Installed,,,,8620 Nieuwpoort,Yes,,Flat studio,,,Flat studio,Yes,175000,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20285517,,,,,8430 Middelkerke,,,Apartment,,,Apartment,,245000,Just renovated,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ingelmunster/8770/20285374,,,,,8770 Ingelmunster,Yes,,Apartment,,,Apartment,,270000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20286552,Installed,37,,2,2640 Mortsel,,,Apartment,,,Apartment,No,289900,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/20287623,Installed,,,,8600 Diksmuide,Yes,,Apartment,,,Apartment,No,354500,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20285275,,,,,8300 Knokke-Heist,Yes,,Apartment,,,Apartment,,795000,As new,,,,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9051/20303007,Hyper equipped,,,4,9051 Gent,,,Ground floor,,,Ground floor,No,260000,As new,,10,,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9051/20303028,Hyper equipped,,,4,9051 Gent,,,Apartment,,,Apartment,No,345000,As new,,13,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9051/20303006,Hyper equipped,,,4,9051 Gent,,,Ground floor,,,Ground floor,No,355000,As new,,13,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9051/20302995,Hyper equipped,,,4,9051 Gent,,,Apartment,,,Apartment,No,400000,As new,,27,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9051/20302989,Hyper equipped,,,4,9051 Gent,,,Apartment,,,Apartment,No,450000,As new,,27,,3
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20304865,Installed,,,,8500 Kortrijk,,,Apartment,,,Apartment,No,520000,As new,,9,,3
https://www.immoweb.be/en/classified/apartment/for-sale/neder-over-heembeek/1120/20301416,Not installed,,,2,1120 Neder-Over-Heembeek,,,Apartment,,,Apartment,No,175000,To renovate,,2,,1
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles-bruxelles/1000/20302826,,,,3,1000 Bruxelles (Bruxelles),,,Penthouse,,,Penthouse,No,595000,,,27,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20300449,Hyper equipped,,,2,9000 Gent,,,Apartment,,,Apartment,No,1575000,As new,,21,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20258342,Installed,,,2,2100 DEURNE,,,Apartment,,,Apartment,,189000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20257036,Installed,,,2,2650 Edegem,,,Apartment,,,Apartment,,269000,Good,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-lambrechts-woluwe/1200/20219930,Hyper equipped,,,2,1200 Sint-Lambrechts-Woluwe,,,Apartment,,,Apartment,No,399000,As new,,21,,2
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20315681,,,,2,1420 Braine-l'Alleud,,,Apartment,,,Apartment,No,229000,,,,,1
https://www.immoweb.be/en/classified/duplex/for-sale/dilbeek/1700/20315529,Hyper equipped,,,,1700 Dilbeek,,,Duplex,,,Duplex,No,365000,Good,,7,,3
https://www.immoweb.be/en/classified/duplex/for-sale/dilbeek/1703/20315531,Hyper equipped,,,,1703 Dilbeek,,,Duplex,,,Duplex,No,365000,Good,,7,,3
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20315949,,55,,,2060 Antwerpen,Yes,,Apartment,,,Apartment,,695000,As new,,,,6
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20312276,,,,,8300 Knokke,,,Apartment,,,Apartment,No,905000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20312197,,,,,8300 Knokke,,,Apartment,,,Apartment,No,915000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20312352,,,,,8300 Knokke,,,Apartment,,,Apartment,No,925000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20272609,Hyper equipped,,,3,8300 Knokke-Heist,,,Apartment,,,Apartment,Yes,1345000,Just renovated,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20292204,,,,1,8420 De Haan,,,Apartment,,,Apartment,,380000,As new,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berendrecht/2040/20247421,Installed,,,,2040 Berendrecht,,,Apartment,,,Apartment,,199000,To be done up,,4,,1
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8434/20309601,,,,,8434 Middelkerke,,,Apartment,,,Apartment,,235000,As new,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20308680,Installed,,,,,Yes,,Apartment,,,Apartment,,340000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/zolder/3550/20270350,,,,,3550 Zolder,Yes,,Apartment,,,Apartment,No,249000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20265483,,,,2,8301 Heist-aan-Zee,,,Apartment,,,Apartment,No,295000,To be done up,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/liege/4000/20217460,Semi equipped,,,2,4000 Liège,,,Flat studio,,,Flat studio,No,99000,To renovate,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/liege/4000/20230389,Semi equipped,,,2,4000 Liège,,,Flat studio,,,Flat studio,No,119500,Just renovated,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/anderlecht/1070/20285138,Installed,,,2,1070 ANDERLECHT,,,Flat studio,,,Flat studio,,150000,Good,,8,,1
https://www.immoweb.be/en/classified/apartment/for-sale/aarlen/6700/20190931,Hyper equipped,,,2,6700 Aarlen,,,Apartment,,,Apartment,No,165000,Good,,4,,1
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20129094,Not installed,,,4,1083 Ganshoren,Yes,,Apartment,,,Apartment,,180000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20186626,Installed,,,4,1190 Forest,,,Apartment,,,Apartment,No,220000,Good,,12,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20175062,Semi equipped,,,2,1070 Anderlecht,,,Apartment,,,Apartment,No,235000,As new,,17,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/20282365,Installed,,,2,1140 Evere,,,Penthouse,,,Penthouse,No,239000,Good,,32,,1
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20228323,Installed,,,2,1080 Molenbeek-Saint-Jean,,,Apartment,,,Apartment,No,245000,Good,,27,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20277898,Installed,,,2,1083 Ganshoren,Yes,,Apartment,,,Apartment,No,249000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20283336,Hyper equipped,,,3,1800 Vilvoorde,,,Apartment,,,Apartment,No,249000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20256174,Hyper equipped,,,2,1083 Ganshoren,,,Apartment,,,Apartment,No,259000,As new,,17,,2
https://www.immoweb.be/en/classified/apartment/for-sale/staden/8840/20272889,Installed,,,,8840 Staden,,,Apartment,,,Apartment,,291375,Good,,15,,3
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20186384,Installed,55,,2,1200 Woluwe-Saint-Lambert,,,Apartment,,,Apartment,No,299000,As new,,12,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1130/20283298,Installed,80,,3,1130 Bruxelles,,,Apartment,,,Apartment,No,315000,To be done up,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20283299,Installed,80,,3,1140 Evere,,,Apartment,,,Apartment,No,315000,To be done up,,10,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/20220237,Semi equipped,40,,2,1030 Schaerbeek,,,Ground floor,,,Ground floor,No,329000,To be done up,,20,,2
https://www.immoweb.be/en/classified/duplex/for-sale/laeken/1020/20279668,Installed,,,3,1020 Laeken,,,Duplex,,,Duplex,No,369000,Good,,,,4
https://www.immoweb.be/en/classified/ground-floor/for-sale/evere/1140/20161712,Installed,,,2,1140 Evere,,,Ground floor,,,Ground floor,No,375000,As new,,34,,3
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20196265,Hyper equipped,,,2,1200 Woluwe-Saint-Lambert,,,Apartment,,,Apartment,No,375000,Good,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/20277140,Hyper equipped,,,2,1030 Schaerbeek,,,Ground floor,,,Ground floor,No,395000,As new,,23,,3
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20283799,Hyper equipped,,,2,1020 BRUXELLES,,,Apartment,,,Apartment,,410000,As new,,18,,3
https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/20210490,Hyper equipped,,,2,1000 Brussels,,,Apartment,,,Apartment,Yes,420000,As new,,20,,2
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20213632,,,,,8430 Middelkerke,,,Apartment,,,Apartment,Yes,420000,Good,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20282813,,,,,9000 Gent,,,Apartment,,,Apartment,No,429000,Good,,24,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/20282812,,,,,9040 Sint-Amandsberg,,,Apartment,,,Apartment,No,429000,Good,,24,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20279087,,,,,1000 Brussel,,,Apartment,,,Apartment,,450000,As new,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20259320,Hyper equipped,,,3,1420 Braine-l'Alleud,,,Apartment,,,Apartment,No,495000,Good,,26,,2
https://www.immoweb.be/en/classified/duplex/for-sale/elsene/1050/20219567,Hyper equipped,,,3,1050 Elsene,,,Duplex,,,Duplex,No,499000,Good,,,,3
https://www.immoweb.be/en/classified/duplex/for-sale/liege/4020/20205340,Semi equipped,,,2,4020 Liège,Yes,,Duplex,,,Duplex,No,599000,To be done up,,,,5
https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/20189344,Installed,,,2,8300 Knokke-Heist,Yes,,Duplex,,,Duplex,No,845000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/grembergen/9200/20301128,Installed,,,2,9200 GREMBERGEN,,,Apartment,,,Apartment,,243650,,,6,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/dinant/5500/20297748,,,,,5500 Dinant,,,Ground floor,,,Ground floor,,139000,Just renovated,,,,1
https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen-2000/2000/20296858,,,,,2000 Antwerpen (2000),,,Flat studio,,,Flat studio,,168000,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20298172,Installed,,,3,4000 Liège,Yes,,Apartment,,,Apartment,No,219000,Just renovated,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/kapellen/2950/20315906,Hyper equipped,,,4,2950 KAPELLEN,,,Apartment,,,Apartment,,215500,,,4,,1
https://www.immoweb.be/en/classified/apartment/for-sale/kapellen/2950/20315475,Hyper equipped,,,4,2950 KAPELLEN,,,Apartment,,,Apartment,,343500,,,13,,2
https://www.immoweb.be/en/classified/apartment/for-sale/kapellen/2950/20315909,Hyper equipped,,,4,2950 KAPELLEN,,,Apartment,,,Apartment,,378500,,,43,,3
https://www.immoweb.be/en/classified/apartment/for-sale/kapellen/2950/20315478,Hyper equipped,,,4,2950 KAPELLEN,,,Apartment,,,Apartment,,550000,,,69,,3
https://www.immoweb.be/en/classified/apartment/for-sale/rochefort/5580/20311877,,,,3,5580 Rochefort,,,Apartment,,,Apartment,No,119000,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20312523,Installed,,,2,8370 Blankenberge,,,Apartment,,,Apartment,No,195000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20272630,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9050/20313836,Installed,,,3,9050 Gent,Yes,,Apartment,,,Apartment,No,415000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20312799,Hyper equipped,,,,1140 Evere,,,Apartment,,,Apartment,,425000,As new,,18,,3
https://www.immoweb.be/en/classified/duplex/for-sale/houthulst/8650/20242781,Installed,,,,8650 Houthulst,,,Duplex,,,Duplex,No,139000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20291747,Installed,45,,2,2100 DEURNE,,,Apartment,,,Apartment,,289000,Just renovated,,45,,2
https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/20290011,Hyper equipped,,,2,1050 Ixelles,,,Duplex,,,Duplex,No,425000,Good,,8,,2
https://www.immoweb.be/en/classified/triplex/for-sale/gerpinnes/6280/20307235,,,,3,,,,Triplex,,,Triplex,,189000,As new,,17,,2
https://www.immoweb.be/en/classified/apartment/for-sale/corbais/1435/20308717,,,,,1435 CORBAIS,Yes,,Apartment,,,Apartment,,190000,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20307895,Installed,,,2,8400 Oostende,,,Apartment,,,Apartment,,200000,Just renovated,,1square meter,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20259118,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/20252135,Hyper equipped,26,,2,1070 Anderlecht,,,Penthouse,,,Penthouse,No,351500,As new,,25,,1
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20206396,Hyper equipped,26,,3,1070 ANDERLECHT,,,Apartment,,,Apartment,,351500,As new,,26,,1
https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/20252853,Hyper equipped,23,,2,1070 Anderlecht,,,Penthouse,,,Penthouse,No,426500,As new,,28,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20252855,Hyper equipped,32,,2,1050 Ixelles,,,Apartment,,,Apartment,No,430000,As new,,11,,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/auderghem/1160/20139497,Hyper equipped,28,,,1160 Auderghem,,,Ground floor,,,Ground floor,No,440000,As new,,14,,1
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20255344,Installed,107,,3,1140 Evere,,,Apartment,,,Apartment,,459000,As new,,11,,2
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20210440,Hyper equipped,108,,2,1140 Evere,,,Apartment,,,Apartment,No,459000,As new,,11,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20147309,Hyper equipped,18,,2,1200 Woluwe-Saint-Lambert,,,Apartment,,,Apartment,No,630000,As new,,14,,3
https://www.immoweb.be/en/classified/duplex/for-sale/auderghem/1160/20178497,Hyper equipped,69,,,1160 Auderghem,,,Duplex,,,Duplex,No,644100,As new,,23,,3
https://www.immoweb.be/en/classified/duplex/for-sale/auderghem/1160/20256828,Hyper equipped,46,,2,1160 Auderghem,,,Duplex,,,Duplex,No,895700,As new,,29,,4
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20275417,,,,,8301 Duinbergen,,,Apartment,,,Apartment,Yes,1345000,Just renovated,,,,3
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/jambes/5100/20281619,,,,,5100 Jambes,,,"""Lamquet 244""",,,"""Lamquet 244""",,From179000To339000,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/20284914,,,,,5000 Namur,,,"""Les Terrasses de Namur"" Automne",,,"""Les Terrasses de Namur"" Automne",,From210636To380000,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anderlecht/1070/20246684,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zedelgem/8210/20277508,,,,,8210 Zedelgem,,,Residenties Molenhoek & De Secretaris,,,Residenties Molenhoek & De Secretaris,,From286000To338500,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/20251068,,,,,1300 Wavre,,,The Nest,,,The Nest,,From295000To445000,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/20311073,,,,1,2000 Antwerp,,,Apartment,,,Apartment,,299000,,,,,2
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/damme/8340/20282184,,,,,8340 Damme,,,Residentie Yuki | Appartementen,,,Residentie Yuki | Appartementen,,From355000To435000,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/chaumont-gistoux/1325/20259466,,,,,,,,La Biosphère,,,La Biosphère,,From465000To1000000,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-zuid/2018/20295670,Installed,,,3,2018 Antwerpen-Zuid,,,Apartment,,,Apartment,No,255000,Good,,12,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/gent/9000/20296107,Hyper equipped,,,2,9000 Gent,Yes,,Flat studio,,,Flat studio,No,269000,Just renovated,,,,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/anderlecht/1070/20294886,Hyper equipped,65,,2,1070 Anderlecht,,,Ground floor,,,Ground floor,No,270000,As new,,21,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20252558,Installed,,,,8400 Oostende,Yes,,Apartment,,,Apartment,No,380000,Just renovated,,,,4
https://www.immoweb.be/en/classified/ground-floor/for-sale/brasschaat/2940/20255535,Installed,,,3,2940 BRASSCHAAT,,,Ground floor,,,Ground floor,,399000,Good,,65,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20042172,Installed,,,2,9100 SINT-NIKLAAS,,,Apartment,,,Apartment,,209900,Just renovated,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/20088244,Installed,,,1,3000 Leuven,,,Flat studio,,,Flat studio,,209999,As new,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/dendermonde/9200/20242618,Semi equipped,,,2,9200 DENDERMONDE,Yes,,Apartment,,,Apartment,,210000,Good,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/11461181,Not installed,,,,1180 Uccle,,,Ground floor,,,Ground floor,,212000,To be done up,,7,,1
https://www.immoweb.be/en/classified/apartment/for-sale/boom/2850/20059021,Installed,,,,2850 Boom,,,Apartment,,,Apartment,,229000,Good,,14,,3
https://www.immoweb.be/en/classified/apartment/for-sale/sint-andries/8200/20190737,,,,,8200 Sint-Andries,,,Apartment,,,Apartment,,229000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20125991,Installed,,,3,1420 BRAINE-L'ALLEUD,,,Apartment,,,Apartment,,230000,Good,,2,,1
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20218817,Installed,21,,,2640 MORTSEL,,,Apartment,,,Apartment,,235000,Good,,14,,1
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20001677,Semi equipped,,,4,4500 HUY,,,Apartment,,,Apartment,No,245000,Good,,9,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20199477,Hyper equipped,,,2,1150 Woluwe-Saint-Pierre,,,Apartment,,,Apartment,No,249000,Good,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/kontich/2550/20239412,Installed,,,2,2550 KONTICH,,,Apartment,,,Apartment,,249000,Just renovated,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20234510,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20272610,Installed,,,,1000 Bruxelles,,,Apartment,,,Apartment,No,259000,Good,,,,1
https://www.immoweb.be/en/classified/service-flat/for-sale/dendermonde/9200/11427171,Installed,,,,9200 DENDERMONDE,,,Service flat,,,Service flat,,259000,Good,,10,,1
https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20269683,Installed,,,2,1170 Watermael-Boitsfort,,,Apartment,,,Apartment,No,265000,To be done up,,4,,1
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/11180654,Hyper equipped,,,2,4000 LIÈGE,,,Apartment,,,Apartment,,265000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/11180653,Hyper equipped,,,2,4020 LIÈGE,,,Apartment,,,Apartment,,265000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20084890,,,,,8380 Zeebrugge,,,Apartment,,,Apartment,No,269000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/11384824,Installed,,,2,2570 DUFFEL,,,Apartment,,,Apartment,,272500,Just renovated,,5,,1
https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/20002968,Installed,,,4,1400 NIVELLES,,,Apartment,,,Apartment,No,275000,Good,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anzegem/8570/20147183,,,,,8570 Anzegem,Yes,,Apartment,,,Apartment,No,275000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20161581,Installed,,,2,9100 SINT-NIKLAAS,,,Apartment,,,Apartment,,275000,Good,,10,,4
https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/20000596,Installed,,,2,2570 DUFFEL,,,Apartment,,,Apartment,,279000,Just renovated,,7,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20240232,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/wemmel/1780/10142714,Hyper equipped,,,2,1780 Wemmel,,,Duplex,,,Duplex,No,287000,As new,,6,,3
https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/11072032,Semi equipped,,,4,1170 Watermael-Boitsfort,,,Apartment,,,Apartment,No,289000,To be done up,,8,,2
https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/11432386,Installed,,,2,2570 DUFFEL,,,Apartment,,,Apartment,,289000,Just renovated,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/11282233,Installed,,,2,8620 NIEUWPOORT,Yes,,Apartment,,,Apartment,Yes,289000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/11093690,Installed,,,,9900 Eeklo,,,Apartment,,,Apartment,No,290000,Good,,9,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20179555,Semi equipped,,,2,1150 WOLUWE-SAINT-PIERRE,,,Apartment,,,Apartment,,295000,Good,,12,,1
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20097664,Semi equipped,,,2,8620 NIEUWPOORT,,,Apartment,,,Apartment,Yes,295000,To be done up,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/20030138,USA hyper equipped,,,2,8670 KOKSIJDE,,,Apartment,,,Apartment,Yes,295000,As new,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20065880,,,,2,9700 Oudenaarde,,,Apartment,,,Apartment,No,295000,Good,,9,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/lier/2500/20201061,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10717178,Semi equipped,,,2,8620 NIEUWPOORT,,,Apartment,,,Apartment,Yes,308000,Good,,4,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20211070,,,,,8400 Oostende,,,Apartment,,,Apartment,,310000,Good,,3,,3
