URL,Fully equipped kitchen,Garden Area,Surface of the land,Number of facades,Locality,Terrace,Swimming pool,Subtype of property,Living Area,Open fire,Type of property,Furnished,Price,State of the building,Garden,Terrace Area,Surface area of the plot of land,Number of rooms
https://www.immoweb.be/en/classified/apartment/for-sale/denderleeuw/9470/20295227,Installed,,,,9470 DENDERLEEUW,,,Apartment,,,Apartment,,299000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20296388,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20294529,Installed,,,2,1080 Molenbeek-saint-jean,,,Apartment,,,Apartment,No,470000,Good,,14,,5
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20295545,,21,,,9000 Gent,,,Apartment,,,Apartment,,1365000,As new,,20,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20311158,Hyper equipped,,,4,9800 Deinze,,,Apartment,,,Apartment,No,245000,As new,,14,,1
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20311150,Hyper equipped,,,4,9800 Deinze,,,Apartment,,,Apartment,No,375000,As new,,24,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20311160,Hyper equipped,,,4,9800 Deinze,,,Apartment,,,Apartment,No,380000,As new,,30,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20311156,Hyper equipped,,,4,9800 Deinze,,,Apartment,,,Apartment,No,385000,As new,,17,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/deinze/9800/20311157,Hyper equipped,,,4,9800 Deinze,,,Penthouse,,,Penthouse,No,400000,As new,,17,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20311159,Hyper equipped,,,4,9800 Deinze,,,Apartment,,,Apartment,No,560000,As new,,28,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20251356,,,,,8400 Oostende,,,Apartment,,,Apartment,No,238000,To be done up,,1square meter,,3
https://www.immoweb.be/en/classified/apartment/for-sale/koekelberg/1081/20200624,Semi equipped,,,2,1081 Koekelberg,,,Apartment,,,Apartment,No,280000,To be done up,,8,,3
https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/20255529,,,,2,2930 BRASSCHAAT,Yes,,Apartment,,,Apartment,,489000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/waregem/8790/20255904,Hyper equipped,,,,8790 Waregem,,,Apartment,,,Apartment,,635000,Good,,50,,3
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-woluwe/1150/20286854,Hyper equipped,,,2,1150 Sint-Pieters-Woluwe,,,Apartment,,,Apartment,No,310000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20288644,Semi equipped,,,2,1050 Ixelles,,,Apartment,,,Apartment,No,459000,As new,,9,,1
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20288639,Semi equipped,,,2,1050 Ixelles,,,Apartment,,,Apartment,No,459000,As new,,6,,1
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20306069,Hyper equipped,94,,,9300 AALST,,,Apartment,,,Apartment,,332000,,,13,,2
https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/20303317,,,,2,1780 Wemmel,,,Apartment,,,Apartment,No,185000,,,15,,1
https://www.immoweb.be/en/classified/duplex/for-sale/eeklo/9900/20302700,Semi equipped,,,,9900 Eeklo,,,Duplex,,,Duplex,,200000,,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/laeken-bruxelles/1020/20305688,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/laeken-bruxelles/1020/20305687,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/laeken-bruxelles/1020/20305686,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/loft/for-sale/sint-joost-ten-node/1210/20303177,Hyper equipped,,,2,1210 Sint-Joost-ten-Node,,,Loft,,,Loft,No,449000,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-centrum/8300/20304772,Hyper equipped,,,2,8300 Knokke centrum,,,Apartment,,,Apartment,No,695000,As new,,3,,2
https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/20049204,,,,2,2570 DUFFEL,,,Apartment,,,Apartment,,138000,To be done up,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bassenge/4690/20115396,Semi equipped,,,3,4690 Bassenge,,,Apartment,,,Apartment,No,144000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20113202,Semi equipped,,,,8450 Bredene,,,Apartment,,,Apartment,No,145000,To renovate,,3,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bassenge/4690/20115394,Installed,,,3,4690 Bassenge,,,Apartment,,,Apartment,No,149000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11327422,Installed,,,2,1070 Anderlecht,,,Apartment,,,Apartment,,165000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20172805,Installed,,,,1020 Bruxelles,,,Apartment,,,Apartment,No,169000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20237947,,150,,4,2800 Mechelen,,,Apartment,,,Apartment,,179000,Good,,9,,1
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20200623,Semi equipped,,,2,2100 DEURNE,,,Apartment,,,Apartment,,185000,To be done up,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/11455467,Installed,,,,2170 Merksem,,,Apartment,,,Apartment,,185000,Good,,1square meter,,3
https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/20229865,Semi equipped,,,,9620 Zottegem,,,Apartment,,,Apartment,No,185000,To be done up,,2,,3
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20226740,Installed,,,2,2610 WILRIJK,,,Apartment,,,Apartment,No,209000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/strombeek-bever/1853/11337935,Installed,,,,1853 Strombeek-Bever,,,Apartment,,,Apartment,No,210000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20146827,Installed,,,2,1080 Molenbeek-Saint-Jean,,,Apartment,,,Apartment,No,215000,Good,,15,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/11471651,Hyper equipped,,,2,9600 Ronse,,,Apartment,,,Apartment,No,219000,As new,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20198268,Installed,,,2,2650 EDEGEM,,,Apartment,,,Apartment,,227000,To be done up,,3,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10595120,Installed,,,2,1070 Anderlecht,,,Apartment,,,Apartment,No,229000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20221712,Installed,,,2,2140 BORGERHOUT,,,Apartment,,,Apartment,,234500,Good,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20166328,Installed,,,,1800 Vilvoorde,,,Apartment,,,Apartment,No,235000,To be done up,,8,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/11039784,Installed,,,,1080 SINT-JANS-MOLENBEEK,,,Apartment,,,Apartment,,239000,To be done up,,12,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20142599,Installed,,,2,1000 Bruxelles,,,Apartment,,,Apartment,No,245000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2660/20269072,USA installed,,,,2660 Antwerpen,,,Apartment,,,Apartment,,248000,Good,,15,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20128599,Semi equipped,1500,,2,9000 GENT,,,Apartment,,,Apartment,,249000,Good,,13,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20233813,Semi equipped,,,2,9000 GENT,,,Apartment,,,Apartment,,249000,Good,,10,,1
https://www.immoweb.be/en/classified/apartment/for-sale/aalst-9300/9300/20214123,Installed,,,,9300 Aalst (9300),Yes,,Apartment,,,Apartment,,269000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20052480,Installed,,,2,2600 BERCHEM,,,Apartment,,,Apartment,,275000,Good,,22,,2
https://www.immoweb.be/en/classified/duplex/for-sale/vilvoorde/1800/11455749,,,,,1800 Vilvoorde,,,Duplex,,,Duplex,No,279000,Good,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/waregem/8790/20186475,Installed,,,,8790 Waregem,Yes,,Apartment,,,Apartment,,279000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/20215667,Hyper equipped,,,1,1000 Brussels,Yes,,Apartment,,,Apartment,,285000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20040372,Semi equipped,,,2,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,285000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20203064,Installed,30,,,8780 Oostrozebeke,,,Apartment,,,Apartment,No,295000,Good,,26,,4
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20124666,Installed,,,2,1420 BRAINE-L'ALLEUD,,,Apartment,,,Apartment,,315000,Good,,6,,2
https://www.immoweb.be/en/classified/duplex/for-sale/sint-amands/2890/11403470,Hyper equipped,,,3,2890 SINT-AMANDS,,,Duplex,,,Duplex,,319000,Good,,24,,3
https://www.immoweb.be/en/classified/triplex/for-sale/brussels/1000/20198247,USA installed,,,2,1000 Brussels,,,Triplex,,,Triplex,,339000,Good,,,,3
https://www.immoweb.be/en/classified/duplex/for-sale/wavre/1300/20103216,Installed,,,4,1300 WAVRE,,,Duplex,,,Duplex,No,339000,To be done up,,14,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20040367,Installed,,,,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,345000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20171962,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20095260,Installed,,,2,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,355000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20043292,Semi equipped,,,2,1082 Berchem-Sainte-Agathe,,,Apartment,,,Apartment,No,365000,To be done up,,10,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11480717,,,,,8400 Oostende,,,Apartment,,,Apartment,No,410000,To renovate,,2,,3
https://www.immoweb.be/en/classified/apartment/for-sale/deurne-2100/2100/11381060,Installed,,,,2100 Deurne (2100),,,Apartment,,,Apartment,,425000,Good,,11,,3
https://www.immoweb.be/en/classified/apartment/for-sale/wenduine/8420/20194417,Installed,,,2,8420 WENDUINE,,,Apartment,,,Apartment,,440000,Good,,25,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/20053571,Hyper equipped,,,2,1000 Bruxelles,,,Penthouse,,,Penthouse,No,460000,Good,,52,,3
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20066280,Hyper equipped,,,2,1060 Saint-Gilles,,,Apartment,,,Apartment,No,465000,As new,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20214363,Installed,,,,3000 Leuven,,,Apartment,,,Apartment,,465000,Good,,3,,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/anderlecht/1070/20168217,Installed,,,2,1070 Anderlecht,Yes,,Ground floor,,,Ground floor,No,479000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/elsene/1050/20222229,Installed,,,2,1050 ELSENE,Yes,,Apartment,,,Apartment,,495000,Good,,,,3
https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-pierre/1150/11468598,Installed,275,,2,1150 Woluwe-Saint-Pierre,,,Duplex,,,Duplex,No,575000,To be done up,,70,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/mechelen/2800/11468014,Installed,,,2,2800 MECHELEN,,,Penthouse,,,Penthouse,No,625000,Good,,32,,1
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20163881,Hyper equipped,,,2,1050 Ixelles,,,Apartment,,,Apartment,No,795000,As new,,26,,3
https://www.immoweb.be/en/classified/apartment/for-sale/zaventem/1933/20118424,USA hyper equipped,60,,4,1933 Zaventem,,,Apartment,,,Apartment,,799000,As new,,25,,2
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20120471,Hyper equipped,380,,2,1060 Saint-Gilles,Yes,,Apartment,,,Apartment,No,895000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20053681,Hyper equipped,,,2,8300 Knokke,,,Apartment,,,Apartment,Yes,1050000,Just renovated,,4,,3
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/11082279,Installed,,,2,8301 Heist-aan-Zee,,,Apartment,,,Apartment,No,1100000,Good,,7,,4
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/11148558,Hyper equipped,,,,3000 Leuven,,,Apartment,,,Apartment,No,1189000,As new,,32,,2
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20015160,USA hyper equipped,3400,,4,1180 UCCLE,,,Apartment,,,Apartment,No,1750000,As new,,85,,3
https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/20133299,Installed,,,,3500 Hasselt,,,Apartment,,,Apartment,,2150000,As new,,30,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20245452,Hyper equipped,,,3,1050 Ixelles,,,Apartment,,,Apartment,No,730000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20281521,Semi equipped,,,2,9000 GENT,,,Apartment,,,Apartment,,185000,To renovate,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/20281520,Semi equipped,,,2,9040 SINT-AMANDSBERG,,,Apartment,,,Apartment,,185000,To renovate,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20281522,Semi equipped,,,2,9000 GENT,,,Apartment,,,Apartment,,235000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/20281523,Semi equipped,,,2,9040 SINT-AMANDSBERG,,,Apartment,,,Apartment,,235000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20279993,,,,,8370 Blankenberge,,,Apartment,,,Apartment,,259000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20176219,Hyper equipped,,,2,1180 Uccle,,,Apartment,,,Apartment,No,590000,Good,,14,,3
https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/20281571,Installed,60,,2,1210 SAINT-JOSSE-TEN-NOODE,,,Apartment,,,Apartment,,630000,,,,,2
https://www.immoweb.be/en/classified/kot/for-sale/ixelles/1050/20295140,Not installed,,,,1050 Ixelles,,,Kot,,,Kot,Yes,180340,As new,,,,
https://www.immoweb.be/en/classified/kot/for-sale/ixelles/1050/20295137,Not installed,,,,1050 Ixelles,,,Kot,,,Kot,Yes,191240,As new,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20262753,Installed,,,2,9300 AALST,Yes,,Apartment,,,Apartment,,225000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20120762,Hyper equipped,,,2,1190 Forest,,,Apartment,,,Apartment,No,440000,Just renovated,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar/2630/20261700,,,,,2630 Aartselaar,,,Apartment,,,Apartment,No,499000,Good,,30,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20261499,Installed,,,2,8300 Knokke,Yes,,Apartment,,,Apartment,,699000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20278350,Installed,,,2,8380 Zeebrugge,,,Apartment,,,Apartment,No,249000,Good,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/westerlo/2260/20279051,Installed,16,,4,2260 WESTERLO,,,Ground floor,,,Ground floor,,405000,,,24,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20278447,,,,,8300 Knokke-Heist,Yes,,Apartment,,,Apartment,,1195000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20286869,Hyper equipped,,,,9700 Oudenaarde,,,Apartment,,,Apartment,No,319000,As new,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/lebbeke/9280/20255770,,,,,9280 Lebbeke,,,Apartment,,,Apartment,,395000,Good,,30,,2
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20314062,,,,,8420 De Haan,,,Apartment,,,Apartment,,82500,As new,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20315329,,,,,8800 Roeselare,,,Apartment,,,Apartment,,229000,As new,,,,3
https://www.immoweb.be/en/classified/flat-studio/for-sale/gent/9000/20316417,Installed,,,3,9000 Gent,,,Flat studio,,,Flat studio,No,239500,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20315195,,,,,9051 Sint-Denijs-Westrem,,,Apartment,,,Apartment,,365000,As new,,8,,3
https://www.immoweb.be/en/classified/apartment/for-sale/desselgem/8792/20314832,,,,,8792 Desselgem,,,Apartment,,,Apartment,,445126,,,142,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20314052,,,,,1000 Brussel,,,Apartment,,,Apartment,,475000,As new,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20315785,,,,,2650 Edegem,,,Apartment,,,Apartment,,476721,,,5,,3
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20315819,,,,,2650 Edegem,,,Apartment,,,Apartment,,479212,,,5,,3
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20315843,,,,,2650 Edegem,,,Apartment,,,Apartment,,492216,,,6,,3
https://www.immoweb.be/en/classified/apartment/for-sale/bierbeek/3360/20316162,,,,,3360 Bierbeek,Yes,,Apartment,,,Apartment,,695000,Just renovated,,,,3
https://www.immoweb.be/en/classified/triplex/for-sale/blegny/4671/20218756,Installed,41,,2,4671 Blégny,,,Triplex,,,Triplex,No,119000,Good,,21,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/20273280,Installed,,,2,9600 RONSE,,,Apartment,,,Apartment,,157500,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20272748,,,,1,9000 Gent,Yes,,Apartment,,,Apartment,,175000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11378684,Installed,,,2,5000 Namur,,,Apartment,,,Apartment,No,189000,To be done up,,6,,2
https://www.immoweb.be/en/classified/duplex/for-sale/de-haan/8420/20214759,Installed,,,,8420 De Haan,Yes,,Duplex,,,Duplex,No,209000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20273119,Semi equipped,,,,9000 GENT,,,Apartment,,,Apartment,,245000,To be done up,,5,,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/8980/20213339,,,,,8980 GENT,,,Apartment,,,Apartment,,250000,To be done up,,3,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20251015,Semi equipped,,,2,1000 Bruxelles,,,Apartment,,,Apartment,No,425000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20292233,Installed,,,,8400 Oostende,,,Apartment,,,Apartment,,225000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20291553,,,,,8300 Knokke-Heist,Yes,,Apartment,,,Apartment,No,799000,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20309459,,,,2,1500 Halle,,,Apartment,,,Apartment,,259000,As new,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/saint-gilles/1060/20306710,Installed,,,2,1060 Saint-Gilles,,,Duplex,,,Duplex,Yes,545000,,,9,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20250207,Semi equipped,,,2,2100 DEURNE,,,Apartment,,,Apartment,,179000,To be done up,,3,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20236461,Not installed,,,2,1083 Ganshoren,,,Apartment,,,Apartment,No,199000,To renovate,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/20250691,,,,,2570 DUFFEL,,,Apartment,,,Apartment,,215000,Good,,10,,3
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20250811,Installed,,,2,9100 SINT-NIKLAAS,,,Apartment,,,Apartment,,249000,Good,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/astene/9800/20247339,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20294039,Hyper equipped,,,2,2000 Antwerpen,,,Apartment,,,Apartment,,485000,Just renovated,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/20265193,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/20265191,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20268050,Installed,,,,2018 ANTWERPEN,,,Apartment,,,Apartment,,395000,Just renovated,,20,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20267368,Installed,,,2,8300 Knokke,Yes,,Apartment,,,Apartment,No,398000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20212978,Hyper equipped,800,,2,1180 Uccle,,,Apartment,,,Apartment,No,820000,As new,,36,,3
https://www.immoweb.be/en/classified/apartment/for-sale/hotton/6990/20280798,Installed,,,3,6990 Hotton,,,Apartment,,,Apartment,No,155000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20250163,,,,2,1020 Laeken,,,Apartment,,,Apartment,No,235000,Good,,4,,1
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1020/20280354,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/han-sur-lesse/5580/20240970,Semi equipped,520,,2,5580 Han-sur-Lesse,,,Apartment,,,Apartment,No,249000,To renovate,,30,,8
https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/20229742,Installed,,,3,1070 Anderlecht,,,Penthouse,,,Penthouse,No,259000,Good,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20285209,Hyper equipped,,,4,2600 Berchem,Yes,,Apartment,,,Apartment,,269000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20157784,,,,2,1200 Woluwe-Saint-Lambert,,,Apartment,,,Apartment,No,280000,To renovate,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20246469,Installed,,,2,1030 Schaerbeek,,,Apartment,,,Apartment,No,285000,As new,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20199265,Not installed,,,2,1170 Watermael-Boitsfort,,,Apartment,,,Apartment,No,299000,Good,,16,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gembloux/5030/20159146,Hyper equipped,15,,3,5030 Gembloux,Yes,,Apartment,,,Apartment,No,325000,Good,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/schaerbeek/1030/20271356,Hyper equipped,,,2,1030 Schaerbeek,,,Duplex,,,Duplex,No,349000,Good,,9,,3
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20259429,Installed,,,2,1140 Evere,,,Apartment,,,Apartment,,364000,As new,,2,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/brussels/1000/20252015,Hyper equipped,,,2,1000 Brussels,,,Penthouse,,,Penthouse,No,399000,As new,,10,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/20252011,Hyper equipped,,,2,1050 Ixelles,,,Penthouse,,,Penthouse,No,399000,As new,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20235384,Hyper equipped,,,2,1050 Ixelles,,,Apartment,,,Apartment,No,399000,As new,,3,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20235375,Hyper equipped,,,2,1050 Ixelles,,,Apartment,,,Apartment,No,399000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20159647,Hyper equipped,,,2,1050 Ixelles,Yes,,Apartment,,,Apartment,Yes,435000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20259430,Installed,,,2,1140 Evere,,,Apartment,,,Apartment,,442000,As new,,15,,3
https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/20254078,Hyper equipped,,,2,1050 Ixelles,,,Duplex,,,Duplex,No,469000,Just renovated,,,,1
https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/20254074,Hyper equipped,,,2,1180 Uccle,,,Duplex,,,Duplex,No,469000,Just renovated,,,,1
https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/20254071,Hyper equipped,,,2,1190 Forest,,,Duplex,,,Duplex,No,469000,Just renovated,,,,1
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1020/20236977,Hyper equipped,,,3,1020 Bruxelles,,,Penthouse,,,Penthouse,No,535000,As new,,182,,3
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20245654,Hyper equipped,,,2,1060 Saint-Gilles,Yes,,Apartment,,,Apartment,Yes,550000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20281936,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20259737,Hyper equipped,,,2,1040 Etterbeek,,,Apartment,,,Apartment,No,750000,As new,,6,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20238340,Hyper equipped,,,3,1040 Etterbeek,,,Penthouse,,,Penthouse,No,995000,As new,,25,,3
https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/20267047,Hyper equipped,,,2,8300 Knokke-Heist,,,Duplex,,,Duplex,,995000,As new,,15,,2
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20215434,Hyper equipped,,,2,1160 Auderghem,,,Apartment,,,Apartment,No,997000,As new,,43,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20238021,Hyper equipped,,,3,1200 Woluwe-Saint-Lambert,,,Penthouse,,,Penthouse,No,1150000,As new,,18,,3
https://www.immoweb.be/en/classified/duplex/for-sale/saint-gilles/1060/20194160,Hyper equipped,,,2,1060 Saint-Gilles,Yes,,Duplex,,,Duplex,,1650000,As new,,,,3
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/20286662,,,,,5000 Namur,,,"""Les Terrasses de Namur"" Automne Nanon",,,"""Les Terrasses de Namur"" Automne Nanon",,From210636To376000,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20286088,,,,,,,,Merlo,,,Merlo,,From395613To640413,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/liege/4000/20301644,,127,,4,4000 Liège,,,Ground floor,,,Ground floor,No,260000,Good,,13,,2
