URL,Number of facades,Number of rooms,Terrace,Type of property,Swimming pool,Garden Area,Surface of the land,Locality,Living Area,Terrace Area,Fully equipped kitchen,State of the building,Furnished,Surface area of the plot of land,Garden,Open fire,Subtype of property,Price
https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20313436,2,4,,House,,5,,8930 Menen,,,Installed,Good,No,,,,House,139000
https://www.immoweb.be/en/classified/house/for-sale/walcourt/5650/20313463,3,2,,House,,,,,,,Installed,Just renovated,,,,,House,180000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20312348,,1,,House,,,,9000 Gent,,,,To be done up,No,,,,House,199000
https://www.immoweb.be/en/classified/bungalow/for-sale/hasselt/3511/20314882,4,,,Bungalow,,,,3511 Hasselt,,,,To renovate,,,,,Bungalow,285000
https://www.immoweb.be/en/classified/house/for-sale/geluwe/8940/20311852,,3,Yes,House,,,,8940 Geluwe,,,,Good,,,,,House,355000
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20311867,4,5,Yes,House,,1525,,,,,Installed,,,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/fosses-la-ville/5070/20314462,3,3,,House,,,,5070 FOSSES-LA-VILLE,,,Semi equipped,,,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/viroinval-le-mesnil/5670/20296387,3,2,Yes,House,,200,,5670 Viroinval Le Mesnil,,,Installed,Good,No,,,,House,160000
https://www.immoweb.be/en/classified/house/for-sale/liege/4032/20294451,2,2,Yes,House,,80,,4032 Li�ge,,,Installed,Good,No,,,,House,195000
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20295647,3,3,Yes,House,,,,9400 NINOVE,,,Installed,Good,,,,,House,260000
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20261414,2,4,Yes,House,,,,9600 RONSE,,,Installed,To be done up,,,,,House,329000
https://www.immoweb.be/en/classified/house/for-sale/temse/9140/20295638,2,5,Yes,House,,108,,9140 Temse,,,,Good,,,,,House,349000
https://www.immoweb.be/en/classified/house/for-sale/zwijndrecht/2070/20241535,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1850/20274061,3,5,Yes,House,,,,1850 GRIMBERGEN,,,Semi equipped,To renovate,,,,,House,498000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/saint-gilles/1060/20296599,2,7,,Exceptional property,,,,1060 Saint-Gilles,,15,Installed,Good,No,,,,Exceptional property,835000
https://www.immoweb.be/en/classified/house/for-sale/boortmeerbeek/3190/20259139,4,4,,House,,4350,,3190 BOORTMEERBEEK,,28,Installed,Good,,,,,House,896000
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/aiseau-presles/6250/20308820,,,,Aiseau - Presles,,,,6250 Aiseau-Presles,,,,,,,,,Aiseau - Presles,From389000To399000
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20306098,3,2,,House,,25,,9300 AALST,,7,Installed,,,,,,House,349000
https://www.immoweb.be/en/classified/house/for-sale/kruibeke/9150/20278616,,2,Yes,House,,,,9150 Kruibeke,,,Installed,To renovate,No,,,,House,287000
https://www.immoweb.be/en/classified/house/for-sale/wondelgem/9032/20278590,2,3,,House,,,,9032 Wondelgem,,,Installed,Good,No,,,,House,300000
https://www.immoweb.be/en/classified/house/for-sale/puurs/2870/20278968,4,3,Yes,House,,,,2870 PUURS,,,Installed,Good,,,,,House,519000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/erpe-mere/9420/20075407,4,5,Yes,Mixed-use building,,,,9420 Erpe-Mere,,,Installed,To renovate,,,,,Mixed-use building,519000
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20072995,4,5,Yes,House,,,,9420 Erpe-Mere,,,Installed,To renovate,,,,,House,519000
https://www.immoweb.be/en/classified/villa/for-sale/rixensart/1330/11432194,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/knokke/8300/20276777,,5,Yes,Villa,,,,8300 Knokke,,,,As new,,,,,Villa,6495000
https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/20309463,3,1,,House,,,,9280 Lebbeke,,,,Good,,,,,House,95000
https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/20309462,2,2,,House,,,,9280 Lebbeke,,,,Good,,,,,House,190000
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20309564,4,3,,House,,,,8000 Brugge,,,,To renovate,,,,,House,195000
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20291336,2,2,,House,,,,9300 AALST,,,Semi equipped,To renovate,,,,,House,155000
https://www.immoweb.be/en/classified/house/for-sale/gent-sint-amandsberg/9040/20288083,2,4,,House,,,,9040 Gent Sint-Amandsberg,,45,Semi equipped,To renovate,No,,,,House,250000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20290940,,2,Yes,House,,90,,9000 Gent,,,Installed,,,,,,House,579000
https://www.immoweb.be/en/classified/country-cottage/for-sale/sint-martens-latem/9830/20215855,4,4,,Country house,,2000,,9830 Sint-Martens-Latem,,25,,Good,,,,,Country house,1650000
https://www.immoweb.be/en/classified/house/for-sale/bachte-maria-leerne/9800/20315199,3,4,,House,,,,9800 Bachte-Maria-Leerne,,20,,Good,,,,,House,635000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20251399,2,3,Yes,House,,,,9700 Oudenaarde,,,,To renovate,Yes,,,,House,165000
https://www.immoweb.be/en/classified/apartment-block/for-sale/seraing/4100/20301862,2,3,Yes,Apartment block,,,,4100 Seraing,,,Semi equipped,To renovate,No,,,,Apartment block,249000
https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20301369,4,4,Yes,House,,,,8020 Oostkamp,,,,Good,,,,,House,314000
https://www.immoweb.be/en/classified/house/for-sale/brugge-sint-andries/8200/20299737,3,3,Yes,House,,,,8200 Brugge Sint-Andries,,,Hyper equipped,As new,No,,,,House,415000
https://www.immoweb.be/en/classified/house/for-sale/boortmeerbeek/3191/20302123,4,4,Yes,House,,,,3191 Boortmeerbeek,,,,To renovate,,,,,House,469000
https://www.immoweb.be/en/classified/mansion/for-sale/wijnegem/2110/20299637,4,3,,Mansion,,171,,2110 Wijnegem,,,,Good,,,,,Mansion,549000
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20300103,,2,Yes,House,,,,8000 Brugge,,,Installed,As new,,,,,House,595000
https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/20301923,4,4,,House,,214,,,,,Hyper equipped,To be done up,No,,,,House,740000
https://www.immoweb.be/en/classified/apartment-block/for-sale/sint-stevens-woluwe/1932/20302018,2,,,Apartment block,,85,,1932 SINT-STEVENS-WOLUWE,,,,,,,,,Apartment block,945000
https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20257084,2,4,,House,,,,4101 Seraing,,,Installed,Good,No,,,,House,120000
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20243289,3,2,,House,,95,,4000 Li�ge,,16,Semi equipped,To be done up,No,,,,House,150000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/neufchateau/6840/20250883,2,,,Mixed-use building,,,,6840 Neufch�teau,,12,Not installed,To restore,No,,,,Mixed-use building,159900
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/hotton/6990/20199340,2,3,Yes,Mixed-use building,,,,6990 Hotton,,,Installed,To be done up,No,,,,Mixed-use building,185000
https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/20285307,,4,Yes,House,,,,8650 Houthulst,,,Semi equipped,To renovate,Yes,,,,House,229000
https://www.immoweb.be/en/classified/house/for-sale/westende/8434/20214533,,2,Yes,House,,,,8434 Westende,,,,Good,Yes,,,,House,233000
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20250146,4,3,,House,,900,,4500 Huy,,35,Semi equipped,Good,No,,,,House,275000
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20221692,2,3,,House,,50,,9400 Ninove,,15,Installed,Just renovated,No,,,,House,285000
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20256577,2,6,,House,,25,,4000 Li�ge,,20,Installed,To be done up,No,,,,House,288500
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20280807,2,3,Yes,House,,,,9340 Lede,,,Installed,Good,No,,,,House,289000
https://www.immoweb.be/en/classified/house/for-sale/archennes/1390/20246608,3,4,,House,,,,1390 Archennes,,21,,To renovate,No,,,,House,350000
https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/20285344,2,4,,House,,,,8570 Anzegem,,,,Just renovated,No,,,,House,369000
https://www.immoweb.be/en/classified/house/for-sale/durbuy-weris/6940/20196669,4,3,,House,,920,,6940 Durbuy W�ris,,36,Hyper equipped,Good,,,,,House,379000
https://www.immoweb.be/en/classified/house/for-sale/ohey/5351/20270733,4,3,Yes,House,,1131,,5351 Ohey,,,Installed,Good,No,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/bertrix/6880/20250585,4,6,Yes,House,,,,6880 Bertrix,,,Installed,Good,No,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/musson-mussy-la-ville/6750/20283704,2,4,Yes,House,,350,,6750 Musson Mussy-la-Ville,,,,As new,,,,,House,410000
https://www.immoweb.be/en/classified/house/for-sale/vaux-sur-sure-juseret/6640/20250884,4,2,Yes,House,,,,6640 Vaux-sur-S�re Juseret,,,Installed,As new,No,,,,House,419000
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20276532,4,6,,House,,,,8870 Izegem,,,,Good,,,,,House,445000
https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20281258,2,2,,House,,,,1070 Anderlecht,,,Installed,Good,No,,,,House,475000
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20267870,3,3,,House,,60,,1150 Woluwe-Saint-Pierre,,14,Installed,Good,No,,,,House,550000
https://www.immoweb.be/en/classified/villa/for-sale/edegem/2650/20227707,4,3,Yes,Villa,,1450,,2650 Edegem,,,Installed,To be done up,,,,,Villa,550000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20274391,2,4,Yes,House,,,,9000 Gent,,,Installed,To renovate,No,,,,House,569000
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20250903,2,6,,House,,100,,4000 Li�ge,,25,Installed,Good,No,,,,House,599000
https://www.immoweb.be/en/classified/house/for-sale/zetrud-lumay/1370/20284021,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/hoegaarden/3320/20216868,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/farmhouse/for-sale/kortemark/8610/20285258,,5,,Farmhouse,,,,8610 Kortemark,,,Semi equipped,To renovate,No,,,,Farmhouse,649000
https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/20264449,3,4,,House,,3400,,1330 Rixensart,,50,Semi equipped,To renovate,No,,,,House,650000
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8301/20281760,2,4,Yes,House,,,,8301 Knokke-Heist,,,,As new,,,,,House,669000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/bouillon/6838/20188590,2,13,Yes,Exceptional property,,,,6838 Bouillon,,,Installed,As new,,,,,Exceptional property,680000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2610/20257304,2,4,,House,,,,2610 Antwerpen,,14,,As new,,,,,House,745000
https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/20269150,4,6,Yes,House,,700,,1970 Wezembeek-Oppem,,,Installed,To be done up,No,,,,House,840000
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20279094,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20127832,3,6,,House,,700,,1950 Kraainem,,50,Not installed,Good,No,,,,House,895000
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1160/20258980,3,5,Yes,House,,500,,1160 Woluwe-Saint-Pierre,,,Hyper equipped,To be done up,No,,,,House,995000
https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20221420,3,5,Yes,House,,500,,1160 Auderghem,,,Hyper equipped,To be done up,No,,,,House,995000
https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist-knokke/8300/20284359,4,6,Yes,Villa,,,,8300 Knokke-Heist Knokke,,,Hyper equipped,Just renovated,,,,,Villa,5995000
https://www.immoweb.be/en/classified/house/for-sale/borgloon/3840/20275343,,2,,House,,,,3840 Borgloon,,,,Just renovated,No,,,,House,245000
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20240763,3,4,,House,,75,,9900 Eeklo,,8,Installed,Good,No,,,,House,299000
https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/20275391,4,3,,House,,,,8570 Anzegem,,,,Good,,,,,House,375000
https://www.immoweb.be/en/classified/house/for-sale/maldegem/9990/20310824,2,3,Yes,House,,,,9990 Maldegem,,,Hyper equipped,As new,No,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20293970,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/bievre/5555/20258896,2,3,,House,,,,5555 Bi�vre,,40,Hyper equipped,Just renovated,No,,,,House,269000
https://www.immoweb.be/en/classified/house/for-sale/aalter/9880/20294214,,4,,House,,,,9880 Aalter,,,,Good,,,,,House,448000
https://www.immoweb.be/en/classified/apartment-block/for-sale/merksem/2170/20294147,2,4,,Apartment block,,,,2170 Merksem,,,,To be done up,No,,,,Apartment block,450000
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20184647,3,2,,House,,45,,4020 Li�ge,,10,Not installed,To renovate,No,,,,House,74000
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4020/20136247,2,3,,Apartment block,,140,,4020 Li�ge,,14,Semi equipped,To renovate,No,,,,Apartment block,99000
https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny-freux/6800/20163448,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2060/11394204,3,,,Mixed-use building,,10,,2060 ANTWERPEN,,10,Semi equipped,Just renovated,,,,,Mixed-use building,149000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2060/11393970,3,,,Mixed-use building,,10,,2060 ANTWERPEN,,10,Semi equipped,Just renovated,,,,,Mixed-use building,149000
https://www.immoweb.be/en/classified/house/for-sale/comblain-au-pont/4171/20119205,4,3,,House,,15,,4171 Comblain-au-Pont,,15,Installed,To be done up,No,,,,House,150000
https://www.immoweb.be/en/classified/house/for-sale/bornem/2880/11092221,2,3,,House,,263,,2880 BORNEM,,,Installed,To renovate,,,,,House,160000
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20096508,2,3,,House,,112,,4020 Li�ge,,26,Semi equipped,Good,Yes,,,,House,165000
https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/20080346,3,2,Yes,House,,140,,1470 Genappe,,,Not installed,To renovate,No,,,,House,195000
https://www.immoweb.be/en/classified/house/for-sale/vielsalm/6690/20183357,4,5,,House,,2002,,6690 Vielsalm,,100,Not installed,Good,No,,,,House,219000
https://www.immoweb.be/en/classified/house/for-sale/dison/4800/20118112,2,3,,House,,227,,4800 Dison,,6,Installed,Good,No,,,,House,220000
https://www.immoweb.be/en/classified/house/for-sale/comblain-au-pont/4170/20061304,2,5,,House,,56,,4170 Comblain-au-Pont,,44,Installed,As new,No,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20195696,2,3,,House,,25,,4460 Gr�ce-Hollogne,,18,Installed,Good,No,,,,House,249000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/zottegem/9620/20244567,2,4,Yes,Mixed-use building,,,,9620 Zottegem,,,,To renovate,No,,,,Mixed-use building,249000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/virton/6762/10816081,2,3,Yes,Mixed-use building,,,,6762 VIRTON,,,,To be done up,,,,,Mixed-use building,250000
https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/20219767,2,3,,House,,36,,1650 BEERSEL,,,Installed,To renovate,,,,,House,259000
https://www.immoweb.be/en/classified/house/for-sale/ooigem/8710/20090352,,3,,House,,104,,8710 Ooigem,,,Installed,Good,,,,,House,259000
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/11428358,2,3,,House,,300,,4000 Li�ge,,10,Hyper equipped,Just renovated,No,,,,House,270000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20183997,2,4,Yes,House,,,,9700 Oudenaarde,,,,Good,No,,,,House,274000
https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/11487746,2,3,,House,,141,,1420 Braine-l'Alleud,,15,Semi equipped,To be done up,No,,,,House,275000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/20047039,2,3,,House,,30,,2060 ANTWERPEN,,,Installed,To be done up,,,,,House,275000
https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/20013889,2,3,,House,,128,,1420 Braine-l'Alleud,,21,Installed,To renovate,No,,,,House,285000
https://www.immoweb.be/en/classified/apartment-block/for-sale/lier/2500/20001200,2,1,,Apartment block,,,,2500 LIER,,,Semi equipped,Good,,,,,Apartment block,285000
https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20149825,4,4,,House,,800,,6800 Libramont-Chevigny,,10,Semi equipped,To renovate,No,,,,House,309000
https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/20233484,2,5,,House,,100,,2550 KONTICH,,14,Installed,To be done up,,,,,House,319000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2170/20063566,2,5,,House,,,,2170 ANTWERPEN,,5,Installed,Good,,,,,House,339900
https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/20048216,4,2,Yes,House,,472,,1410 Waterloo,,,Installed,To be done up,,,,,House,350000
https://www.immoweb.be/en/classified/house/for-sale/lubbeek/3210/20145023,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/bertrix-auby-sur-semois/6880/20051878,4,4,,House,,1500,,"6880 Bertrix, Auby-sur-Semois",,35,Installed,Good,No,,,,House,369000
https://www.immoweb.be/en/classified/house/for-sale/zelzate/9060/20241001,,3,,House,,24,,9060 ZELZATE,,46,Installed,Good,,,,,House,369000
https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/20241609,2,3,,House,,70,,2650 EDEGEM,,,Semi equipped,To be done up,,,,,House,384950
https://www.immoweb.be/en/classified/house/for-sale/wemmel/1780/10359415,2,3,,House,,130,,1780 Wemmel,,8,Semi equipped,Good,No,,,,House,389000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2170/20042921,2,5,,House,,51,,2170 ANTWERPEN,,,USA hyper equipped,Good,,,,,House,389900
https://www.immoweb.be/en/classified/villa/for-sale/trooz/4870/11347839,4,4,Yes,Villa,,1127,,4870 Trooz,,,Installed,Good,No,,,,Villa,398000
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20143994,2,3,,House,,,,2830 WILLEBROEK,,,Hyper equipped,Good,,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/20241825,2,5,,House,,143,,1420 BRAINE-L'ALLEUD,,30,Installed,Just renovated,,,,,House,415000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/oudenaarde/9700/20246066,3,4,,Exceptional property,,700,,9700 OUDENAARDE,,,Semi equipped,To renovate,,,,,Exceptional property,435000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20192568,3,3,,House,,,,9700 Oudenaarde,,7,,Good,No,,,,House,435000
https://www.immoweb.be/en/classified/house/for-sale/merksem/2170/20188676,2,4,,House,,67,,2170 MERKSEM,,,USA hyper equipped,Good,,,,,House,449900
https://www.immoweb.be/en/classified/apartment-block/for-sale/merksem/2170/20188675,2,4,,Apartment block,,67,,2170 MERKSEM,,,USA hyper equipped,Good,,,,,Apartment block,449900
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10994408,2,3,,Mixed-use building,,,,1000 Bruxelles,,,USA installed,As new,,,,,Mixed-use building,450000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/clavier/4560/11308920,3,4,Yes,Exceptional property,,1000,,4560 Clavier,,,Installed,To be done up,,,,,Exceptional property,450000
https://www.immoweb.be/en/classified/house/for-sale/lierneux/4990/20068742,4,4,,House,,2240,,4990 Lierneux,,35,Installed,Good,No,,,,House,450000
https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20205405,,3,,House,,150,,3020 HERENT,,20,Installed,To be done up,,,,,House,455000
https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1850/20190919,2,3,,House,,,,1850 GRIMBERGEN,,,,Good,,,,,House,480000
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20021214,3,5,,House,,195,,9600 Ronse,,20,Hyper equipped,As new,No,,,,House,485000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20180155,4,5,Yes,House,,,,9700 Oudenaarde,,,,Good,Yes,,,,House,495000
https://www.immoweb.be/en/classified/mansion/for-sale/liege/4000/11370985,2,6,,Mansion,,40,,4000 LI�GE,,18,Hyper equipped,Good,,,,,Mansion,535000
https://www.immoweb.be/en/classified/apartment-block/for-sale/jette/1090/11466930,2,4,,Apartment block,,180,,1090 Jette,,50,Semi equipped,Good,No,,,,Apartment block,549000
https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/20127068,4,5,,House,,575,,1410 Waterloo,,67,Not installed,To renovate,No,,,,House,580000
https://www.immoweb.be/en/classified/villa/for-sale/zottegem/9620/20218164,4,3,Yes,Villa,,,,9620 Zottegem,,,,Good,No,,,,Villa,589000
https://www.immoweb.be/en/classified/mansion/for-sale/ellezelles/7890/20113420,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/11169319,3,4,,House,,400,,1200 Woluwe-Saint-Lambert,,25,Installed,Good,No,,,,House,645000
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen/2060/11290368,2,4,,Apartment block,,,,2060 ANTWERPEN,,,Installed,To renovate,,,,,Apartment block,649900
https://www.immoweb.be/en/classified/villa/for-sale/zaventem/1930/20102927,4,4,,Villa,,400,,1930 Zaventem,,25,Installed,Good,Yes,,,,Villa,650000
https://www.immoweb.be/en/classified/apartment-block/for-sale/ganshoren/1083/20014755,2,5,,Apartment block,,98,,1083 Ganshoren,,16,Hyper equipped,As new,No,,,,Apartment block,740000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/wetteren/9230/20183208,4,4,Yes,Exceptional property,,,,9230 WETTEREN,,,Installed,To be done up,,,,,Exceptional property,849000
https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20159608,4,5,,House,,660,,1950 Kraainem,,15,Hyper equipped,Good,No,,,,House,980000
https://www.immoweb.be/en/classified/house/for-sale/meise/1861/20181465,4,4,,House,,2100,,1861 Meise,,,Not installed,Good,No,,,,House,1100000
https://www.immoweb.be/en/classified/mansion/for-sale/oudenaarde/9700/11484353,4,6,Yes,Mansion,,,,9700 Oudenaarde,,,,As new,Yes,,,,Mansion,1100000
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20026463,4,5,,House,,,,1180 Uccle,,30,Semi equipped,To renovate,No,,,,House,1390000
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen-2018/2018/11457382,,11,,Apartment block,,86,,2018 ANTWERPEN 2018,,2,Installed,Good,,,,,Apartment block,1390000
https://www.immoweb.be/en/classified/house/for-sale/rhode-saint-genese/1640/11315235,4,4,,House,,1200,,1640 Rhode-Saint-Gen�se,,100,Hyper equipped,Good,,,,,House,1450000
https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20198688,4,5,,House,,1400,,1950 Kraainem,,90,Hyper equipped,As new,No,,,,House,1470000
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20034614,4,5,,House,,600,,1150 Woluwe-Saint-Pierre,,25,Hyper equipped,Good,No,,,,House,1490000
https://www.immoweb.be/en/classified/house/for-sale/duinbergen/8301/11273110,3,5,,House,,,,8301 Duinbergen,,180,Installed,To be done up,No,,,,House,1650000
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10938778,4,4,,Villa,,5000,,1180 Uccle,,150,Semi equipped,To renovate,No,,,,Villa,1800000
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20021579,4,5,Yes,Villa,,,,1180 Uccle,,,,As new,No,,,,Villa,1880000
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20305888,3,4,Yes,House,,,,1180 Uccle,,,,As new,No,,,,House,1500000
https://www.immoweb.be/en/classified/villa/for-sale/grimbergen/1850/20308394,4,6,,Villa,,2500,,,,50,Hyper equipped,As new,,,,,Villa,1850000
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20288895,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oosterzele/9860/20288948,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/20288870,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/farmhouse/for-sale/hertsberge/8020/20290043,4,3,,Farmhouse,,,,8020 Hertsberge,,,Hyper equipped,Just renovated,No,,,,Farmhouse,1295000
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20270461,2,2,Yes,House,,,,9090 MELLE,,,Installed,Good,,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20218667,2,3,,House,,300,,4400 Fl�malle,,18,Installed,As new,Yes,,,,House,260000
https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20268919,,2,Yes,House,,,,2500 LIER,,,Semi equipped,To be done up,,,,,House,262000
https://www.immoweb.be/en/classified/house/for-sale/hoboken/2660/20268651,2,6,,House,,55,,2660 HOBOKEN,,14,Installed,Good,,,,,House,280000
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20269209,4,3,,House,,450,,1400 NIVELLES,,,Installed,Good,,,,,House,350000
https://www.immoweb.be/en/classified/villa/for-sale/zulzeke/9690/20268845,4,4,Yes,Villa,,,,9690 ZULZEKE,,,Semi equipped,To be done up,,,,,Villa,555000
https://www.immoweb.be/en/classified/villa/for-sale/laakdal/2430/20269324,4,4,,Villa,,2000,,2430 Laakdal,,20,Installed,Good,,,,,Villa,559000
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20267770,2,,,House,,,,1180 Uccle,,,,To be done up,No,,,,House,890000
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20316860,3,3,Yes,House,,,,9500 Geraardsbergen,,,Semi equipped,Good,,,,,House,209900
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/habay-marbehan/6724/20257832,3,4,,Mixed-use building,,,,6724 Habay (Marbehan),,53,Semi equipped,Good,,,,,Mixed-use building,260000
https://www.immoweb.be/en/classified/house/for-sale/habay-houdemont/6720/20257838,4,4,,House,,421,,6720 Habay (Houdemont),,,,To renovate,,,,,House,275000
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20257824,4,3,Yes,House,,,,6870 Saint-Hubert,,,Semi equipped,To renovate,,,,,House,299000
https://www.immoweb.be/en/classified/house/for-sale/serskamp/9260/20315537,,2,,House,,158,,9260 Serskamp,,,,Just renovated,,,,,House,299000
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20315218,2,3,Yes,House,,104,,8000 Brugge,,,,Good,,,,,House,369000
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20316236,3,5,Yes,House,,,,9230 Wetteren,,,,Good,,,,,House,385000
