URL,Type of property,Terrace,Open fire,Price,Garden Area,Surface of the land,Terrace Area,Number of rooms,Subtype of property,Fully equipped kitchen,State of the building,Locality,Living Area,Number of facades,Surface area of the plot of land,Swimming pool,Garden,Furnished
https://www.immoweb.be/en/classified/house/for-sale/sint-andries/8200/20312700,House,Yes,,229000,,,,3,House,Semi equipped,Good,8200 SINT-ANDRIES,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20311777,House,,,328000,40,,,4,House,Semi equipped,To renovate,9000 Gent,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20311773,House,,,328000,40,,,4,House,Semi equipped,To renovate,9050 Gentbrugge,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20312203,House,,,379000,,,,3,House,Installed,To renovate,9230 Wetteren,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20313562,House,,,449000,,,,3,House,Installed,Good,8000 Brugge,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20311465,House,,,660000,,,,3,House,Hyper equipped,Just renovated,9300 AALST,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/20313806,Mixed-use building,,,770000,,,,7,Mixed-use building,,Good,1030 Schaerbeek,,2,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/kerkhove/8581/20311061,Villa,,,1111000,,,,6,Villa,,Good,8581 Kerkhove,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/adegem/9991/20306606,House,,,325000,,,,4,House,,To renovate,9991 Adegem,,,,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/zingem/9750/20302357,Country house,Yes,,378000,,,,3,Country house,Installed,Just renovated,9750 Zingem,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/20300665,House,,,599000,,,24,3,House,Installed,Good,2600 BERCHEM,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20293542,House,Yes,,469000,,,,4,House,,Good,9620 Zottegem,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wanfercee-baulet/6224/20306338,House,Yes,,149900,139,,,3,House,Semi equipped,To renovate,6224 WANFERCÉE-BAULET,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/lichtervelde/8810/20308971,House,Yes,,195000,,,,2,House,Installed,To be done up,8810 Lichtervelde,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20306032,House,,,239000,112,,20,4,House,Installed,As new,4460 Grâce-Hollogne,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ouffet/4590/20308206,House,,,299000,750,,15,5,House,,Good,4590 OUFFET,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/beuzet/5030/20307975,House,,,344999,400,,18,3,House,Semi equipped,As new,5030 BEUZET,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/beuzet/5030/20307977,House,,,349999,500,,18,3,House,Semi equipped,As new,5030 BEUZET,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2020/20308856,House,,,385000,30,,,4,House,Installed,Good,2020 ANTWERPEN,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20308327,House,Yes,,410000,1286,,,5,House,Hyper equipped,Good,6800 Libramont-Chevigny,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/berchem-sainte-agathe/1082/20305780,House,,,669000,280,,62,4,House,Hyper equipped,As new,1082 Berchem-sainte-agathe,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/holsbeek/3221/20305884,House,Yes,,690000,,,,4,House,,Good,3221 Holsbeek,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/musson-mussyla-ville/6750/20283736,House,,,99000,,,,3,House,Semi equipped,To renovate,6750 Musson Mussyla-Ville,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20315765,House,,,315000,,,,3,House,,Good,9550 Herzele,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20315559,House,,,725000,70,,,5,House,Installed,As new,9000 Gent,,2,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/willebroek/2830/20315960,Villa,Yes,,749000,,,,7,Villa,Hyper equipped,As new,2830 Willebroek,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20309861,House,Yes,,525000,147,,,4,House,Installed,,2800 MECHELEN,,2,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/grace-hollogne/4460/20304362,Mixed-use building,,,229000,95,,8,3,Mixed-use building,Installed,As new,4460 Grâce-Hollogne,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20304140,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/liedekerke/1770/20304844,House,,,299000,,,,3,House,Installed,Good,1770 LIEDEKERKE,,2,,,,
https://www.immoweb.be/en/classified/villa/for-sale/hoboken/2660/20305658,Villa,,,749000,480,,,3,Villa,Installed,As new,2660 HOBOKEN,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/anseroeul/7750/20314868,House,Yes,,249000,,,,2,House,Installed,,7750 Anseroeul,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20314674,House,,,250000,,,,3,House,Installed,Good,8000 Brugge,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/sint-jans-molenbeek/1080/20310937,House,Yes,,349000,,,,3,House,Semi equipped,To be done up,1080 SINT-JANS-MOLENBEEK,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20313760,House,,,595000,20,,10,3,House,Installed,To renovate,1180 Uccle,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312750,House,,,1120000,,,,4,House,Hyper equipped,Good,6700 ARLON,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/grez-doiceau/1390/20295340,House,Yes,,449000,,,,3,House,Installed,Just renovated,1390 Grez-Doiceau,,4,,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/chaudfontaine/4053/20295409,Exceptional property,Yes,,870000,1059,,,5,Exceptional property,Installed,As new,4053 Chaudfontaine,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/neupre/4121/20295160,Villa,Yes,,1250000,2485,,,5,Villa,Installed,As new,4121 Neupré,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/maldegem/9990/20306586,House,,,280000,,,,3,House,,To renovate,9990 Maldegem,,,,,,No
https://www.immoweb.be/en/classified/bungalow/for-sale/de-haan/8420/20305901,Bungalow,Yes,,289000,,,,3,Bungalow,,Good,8420 De Haan,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20305881,House,Yes,,379000,,,,4,House,Installed,Good,8800 Roeselare,,,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/sijsele/8340/20308968,Villa,Yes,,398000,,,,3,Villa,,Good,8340 Sijsele,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/20299838,House,,,135000,,,32,3,House,Installed,To renovate,4102 Seraing,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/20301230,House,,,239900,50,,,2,House,Not installed,To renovate,2140 BORGERHOUT,,2,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/oudenaarde/9700/20309997,Project Tonkin,,,From317000To388250,,,,,Project Tonkin,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/20310523,House,,,380000,,,12,3,House,Installed,To be done up,9260 Wichelen,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/brugge/8200/20310808,House,Yes,,1295000,,,,5,House,,Good,8200 Brugge,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20293544,House,Yes,,365000,,,,4,House,,To renovate,9820 Merelbeke,,4,,,,No
https://www.immoweb.be/en/classified/country-cottage/for-sale/wortegem-petegem/9790/20294006,Country house,,,1850000,965,,154,5,Country house,Installed,Just renovated,9790 Wortegem-Petegem,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/bambrugge/9420/20306550,House,,,339000,,,20,2,House,Installed,To be done up,9420 Bambrugge,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20307687,House,Yes,,340000,789,,,3,House,Hyper equipped,Good,9500 Geraardsbergen,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/nieuwkerke/8950/20308616,House,Yes,,370000,,,,3,House,Installed,Good,8950 Nieuwkerke,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/maarkedal/9680/20307645,House,,,395000,,,,4,House,,Good,9680 Maarkedal,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/kortemark/8610/20307995,Villa,Yes,,465000,,,,4,Villa,Installed,Good,8610 Kortemark,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20305736,House,,,495000,,,21,7,House,Hyper equipped,Good,9000 Gent,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20305916,House,,,669000,,,,3,House,,Good,9820 Merelbeke,,,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/houthulst/8650/20308006,Villa,Yes,,750000,,,,5,Villa,Installed,Good,8650 Houthulst,,,,,,No
https://www.immoweb.be/en/classified/exceptional-property/for-sale/waremme/4300/20308015,Exceptional property,,,850000,3000,,250,5,Exceptional property,Installed,Good,4300 Waremme,,4,,,,No
https://www.immoweb.be/en/classified/exceptional-property/for-sale/remicourt/4350/20308014,Exceptional property,,,850000,3000,,250,5,Exceptional property,Installed,Good,4350 Remicourt,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20307949,House,,,1195000,250,,,4,House,Installed,Just renovated,1150 WOLUWE-SAINT-PIERRE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20316489,House,,,220000,70,,22,3,House,Installed,Good,4000 Liège,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20312849,House,,,374500,,,27,3,House,,,9550 Herzele,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/laarne/9270/20316170,House,,,420000,900,,,3,House,Installed,Good,9270 Laarne,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/aalbeke/8511/20316697,Villa,,,975000,,,,4,Villa,,As new,8511 Aalbeke,,,,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/aalst/9300/20315685,Exceptional property,,,1350000,,,,5,Exceptional property,Installed,Good,9300 AALST,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20297764,House,,,199900,136,,28,6,House,Installed,To be done up,4100 Seraing,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/kalmthout/2920/20299969,House,,,349000,476,,,4,House,Installed,To renovate,2920 Kalmthout,,,,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/arlon-bonnert/6700/20297422,Exceptional property,Yes,,649000,439,,,6,Exceptional property,Hyper equipped,As new,6700 Arlon (Bonnert),,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20309863,House,,,599000,115,,23,3,House,Installed,Just renovated,2800 MECHELEN,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/hombeek/2811/20309862,House,,,599000,115,,23,3,House,Installed,Just renovated,2811 HOMBEEK,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/morkhoven/2200/20305402,House,,,339000,,,,2,House,,Good,2200 MORKHOVEN,,3,,,,
https://www.immoweb.be/en/classified/villa/for-sale/wezembeek-oppem/1970/20303212,Villa,,,595000,50,,100,3,Villa,Hyper equipped,As new,1970 Wezembeek-Oppem,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20303815,House,,,930000,150,,20,4,House,Hyper equipped,As new,1050 Ixelles,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/blegny/4670/20311835,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/bavegem/9520/20314487,House,,,325000,,,,5,House,Installed,Just renovated,9520 BAVEGEM,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/stene/8400/20312423,House,,,345000,66,,10,3,House,,As new,8400 Stene,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20312766,House,,,349000,1square meter,,1square meter,3,House,,As new,9570 Lierde,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-ghislain/7330/20311553,House,,,350000,,,10,3,House,Hyper equipped,As new,7330 Saint-Ghislain,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20311467,House,,,369000,,,430,4,House,Installed,Good,2830 WILLEBROEK,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/affligem/1790/20313496,House,,,419000,,,10,3,House,Installed,,1790 Affligem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/etalle/6740/20312215,House,,,460000,,,,5,House,Semi equipped,Good,6740 ETALLE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20296808,House,,,299000,47,,53,2,House,Installed,,8790 WAREGEM,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20295773,House,,,335000,,,17,3,House,Installed,Good,1400 Nivelles,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/oostakker/9041/20296943,House,,,698000,500,,40,3,House,Installed,Good,9041 Oostakker,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/destelbergen/9070/20296941,House,,,698000,500,,40,3,House,Installed,Good,9070 Destelbergen,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/habay-la-neuve/6720/20288312,PRIMVERT - PROJETS MAISONS,,,From295000To355000,,,,,PRIMVERT - PROJETS MAISONS,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/dendermonde/9200/20290830,,,,From313400To321150,,,,,,,,9200 Dendermonde,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/haaltert/9450/20290831,,,,From351675To381600,,,,,,,,9450 Haaltert,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/lebbeke/9280/20290832,,,,From379980To382951,,,,,,,,9280 Lebbeke,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/lebbeke/9280/20290833,,,,From389562To410272,,,,,,,,9280 Lebbeke,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/herne/1540/20288759,Les Maisons Dahlias,,,From399000To435000,,,,,Les Maisons Dahlias,,,1540 Herne,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/bruxelles/1000/20289529,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ukkel/1180/20289491,Les promenades d'Uccle - Maisons M42 à M48,,,From774500To808500,,,,,Les promenades d'Uccle - Maisons M42 à M48,,,1180 Ukkel,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/oostduinkerke/8670/20306574,House,Yes,,210000,,,,3,House,Installed,Good,8670 Oostduinkerke,,,,,,Yes
https://www.immoweb.be/en/classified/farmhouse/for-sale/beloeil/7972/20309763,Farmhouse,,,349000,3500,,100,4,Farmhouse,Semi equipped,To renovate,7972 Beloeil,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/lembeke/9971/20306619,House,,,350000,72,,9,3,House,Installed,Just renovated,9971 Lembeke,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/lembeke/9971/20306599,House,,,360000,45,,10,3,House,Installed,Just renovated,9971 Lembeke,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/lembeke/9971/20306580,House,,,385000,59,,7,3,House,Installed,Just renovated,9971 Lembeke,,,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/lombardsijde/8434/20306534,Villa,Yes,,759000,,,,6,Villa,,Good,8434 Lombardsijde,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/bertrix/6880/20301594,House,,,49000,52,,8,4,House,Semi equipped,Good,6880 Bertrix,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20300174,House,Yes,,329000,,,,3,House,Installed,Good,8870 Izegem,,,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/temse/9140/20300198,Mansion,Yes,,435000,,,,5,Mansion,Installed,Good,9140 Temse,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20283722,House,,,395000,1200,,20,4,House,Semi equipped,To be done up,6700 Arlon,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/aubange-athus/6791/20283727,House,,,430000,750,,60,3,House,,Good,6791 Aubange Athus,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20260393,House,,,495000,12,,34,3,House,Hyper equipped,As new,1030 Schaerbeek,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20260850,House,,,575000,60,,30,5,House,Not installed,To renovate,1150 Woluwe-Saint-Pierre,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20309817,House,Yes,,465000,170,,,3,House,Hyper equipped,As new,9230 Wetteren,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/stoumont/4987/20310733,House,,,465000,1662,,60,4,House,Installed,As new,4987 Stoumont,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/20308050,House,Yes,,349500,,,,3,House,Installed,Good,8650 Houthulst,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/hulshout/2235/20308235,House,Yes,,369000,,,,2,House,Hyper equipped,As new,2235 Hulshout,,3,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rillaar/3202/20306608,Mixed-use building,,,385000,270,,,3,Mixed-use building,,To renovate,3202 Rillaar,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/20301924,House,,,395000,,,,3,House,,To renovate,9260 WICHELEN,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/damme/8340/20308260,House,Yes,,439000,,,,2,House,Hyper equipped,Good,8340 Damme,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/puurs-sint-amands/2870/20305975,House,Yes,,549000,,,,4,House,,As new,2870 Puurs-Sint-Amands,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/kapelle-op-den-bos/1880/20308882,Villa,Yes,,795000,,,,4,Villa,Installed,Good,1880 KAPELLE-OP-DEN-BOS,,4,,,,Yes
https://www.immoweb.be/en/classified/house/for-sale/borsbeke/9552/20305574,House,Yes,,1085000,,,,5,House,,As new,9552 Borsbeke,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/bonheiden/2820/20290613,House,,,828000,900,,120,5,House,Installed,Good,2820 BONHEIDEN,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/haacht/3150/20290611,House,,,828000,900,,120,5,House,Installed,Good,3150 HAACHT,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gavere/9890/20316512,De Vogelzang,,,From550000To650000,,,,,De Vogelzang,,,9890 Gavere,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/zulte-machelen/9870/20311324,Villa,,,399000,54,,,3,Villa,Hyper equipped,As new,9870 Zulte Machelen,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/manage/7160/20316334,House,,,128000,45,,,2,House,Semi equipped,Good,7160 MANAGE,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-georges-sur-meuse/4470/20316828,House,,,135000,180,,,2,House,,,4470 Saint-Georges-Sur-Meuse,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ben-ahin/4500/20315388,House,Yes,,149000,,,,2,House,,,4500 Ben-Ahin,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/loppem/8210/20317022,House,,,215000,,,,1,House,,To renovate,8210 Loppem,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/bonheiden/2820/20316309,House,Yes,,269000,,,,3,House,Semi equipped,,2820 BONHEIDEN,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/berlare/9290/20315855,House,,,540000,,,17,3,House,,Good,9290 Berlare,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/koningslo/1800/20317143,House,,,649000,265,,40,3,House,USA hyper equipped,As new,1800 Koningslo,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/destelbergen/9070/20316684,House,,,675000,,,,3,House,Hyper equipped,Good,9070 Destelbergen,,,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/brugge/8000/20313655,Mansion,,,788000,,,,4,Mansion,,Good,8000 Brugge,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/20299843,House,,,209000,382,,25,2,House,Installed,Good,1470 Genappe,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20297839,House,,,215000,,,11,3,House,Hyper equipped,As new,9600 Ronse,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/20290123,House,,,360000,315,,34,4,House,Semi equipped,Good,1420 BRAINE-L'ALLEUD,,2,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/engis/4480/20305024,Mixed-use building,,,155000,116,,32,4,Mixed-use building,Semi equipped,To be done up,4480 ENGIS,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/engis/4480/20305023,House,,,155000,116,,32,4,House,Semi equipped,To be done up,4480 ENGIS,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20303039,House,,,179000,,,,2,House,Semi equipped,To be done up,9300 AALST,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20302774,House,Yes,,210000,,,,3,House,Installed,To renovate,2800 Mechelen,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20304132,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/gentinnes/1450/20304009,Villa,,,360000,766,,10,3,Villa,,As new,1450 GENTINNES,,4,,,,
https://www.immoweb.be/en/classified/bungalow/for-sale/gentinnes/1450/20304010,Bungalow,,,360000,766,,10,3,Bungalow,,As new,1450 GENTINNES,,4,,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/glabbeek/3384/20304960,Country house,Yes,,395000,384,,,3,Country house,Semi equipped,To renovate,3384 Glabbeek,,4,,,,No
https://www.immoweb.be/en/classified/apartment-block/for-sale/halle/1500/20303635,Apartment block,,,749000,,,6,4,Apartment block,Installed,Just renovated,1500 HALLE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/vorselaar/2290/20304164,House,Yes,,1249000,,,,4,House,Installed,As new,2290 VORSELAAR,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20305043,House,,,1550000,80,,73,4,House,Installed,To restore,9000 GENT,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20312875,House,Yes,,129500,,,,5,House,Semi equipped,To be done up,4500 Huy,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/hachy/6720/20312221,House,,,185000,240,,,3,House,Not installed,To renovate,6720 HACHY,,3,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/waregem/8790/20314575,Mansion,,,265000,,,,5,Mansion,Semi equipped,To renovate,8790 WAREGEM,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/athus/6791/20312754,House,,,270000,,,,3,House,Semi equipped,To be done up,6791 ATHUS,,3,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/liege/4000/20311752,Mixed-use building,,,339000,,,,3,Mixed-use building,,To be done up,4000 Liège,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/musson/6750/20312238,House,,,375000,500,,,2,House,Installed,Good,6750 MUSSON,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/20312989,House,,,385000,1square meter,,,3,House,Installed,To be done up,9860 Oosterzele,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312760,House,Yes,,399000,,,,4,House,Installed,To be done up,6700 ARLON,,2,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/20313486,Apartment block,,,425000,,,27,6,Apartment block,Installed,Good,1030 SCHAERBEEK,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20313485,House,,,425000,,,27,6,House,Installed,Good,1030 SCHAERBEEK,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/herve/4650/20312713,House,,,449000,170,,28,3,House,Installed,,4650 HERVE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9050/20313674,House,,,489000,50,,10,3,House,Installed,As new,9050 Gent,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20311780,House,,,495000,,,10,5,House,Hyper equipped,To be done up,1040 Etterbeek,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20313360,House,,,529000,50,,10,3,House,Installed,As new,9000 Gent,,2,,,,No
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/awans/4340/20312136,Mixed-use building,,,950000,,,540,2,Mixed-use building,Installed,As new,4340 Awans,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/berendrecht/2040/20296919,House,,,395000,384,,,3,House,Installed,Good,2040 Berendrecht,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-amandsberg/9040/20296958,House,,,420000,130,,8,,House,,Good,9040 Sint-Amandsberg,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20295310,House,,,425000,,,33,5,House,Installed,Good,2800 MECHELEN,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20295471,House,,,635000,,,38,4,House,Semi equipped,Good,2830 WILLEBROEK,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20295067,House,,,649000,150,,,4,House,Hyper equipped,As new,1800 Vilvoorde,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/nevele/9850/20307422,House,,,329000,,,,3,House,Semi equipped,To renovate,9850 Nevele,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/nieuwpoort/8620/20308989,Villa,,,1149000,,,,4,Villa,Hyper equipped,Good,8620 Nieuwpoort,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20292095,House,,,120000,110,,7,2,House,Not installed,Just renovated,4100 Seraing,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/forest/1190/20290512,House,,,795000,28,,,4,House,Hyper equipped,Good,1190 Forest,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312214,House,,,225000,,,16,3,House,Installed,Good,6700 ARLON,,2,,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/ronse/9600/20302361,Country house,Yes,,239000,,,,3,Country house,Semi equipped,To be done up,9600 RONSE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/vise/4600/20301328,House,,,319000,478,,32,5,House,Installed,To be done up,4600 Visé,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20300901,House,,,330000,58,,23,3,House,Installed,Good,4040 Herstal,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/awans/4340/20301057,House,,,699000,324,,40,5,House,Installed,As new,4340 Awans,,4,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/houthalen-helchteren/3530/20302615,Villa,,,1395000,,,,4,Villa,Hyper equipped,As new,3530 Houthalen-Helchteren,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-leger/6747/20283726,House,,,180000,150,,,4,House,Not installed,To renovate,6747 Saint-Léger,,2,,,,
