URL,Type of property,Terrace,Open fire,Price,Garden Area,Surface of the land,Terrace Area,Number of rooms,Subtype of property,Fully equipped kitchen,State of the building,Locality,Living Area,Number of facades,Surface area of the plot of land,Swimming pool,Garden,Furnished
https://www.immoweb.be/en/classified/house/for-sale/flobecq/7880/20316522,House,Yes,,348000,,,,3,House,Installed,Good,7880 FLOBECQ,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-michiels/8200/20312326,House,,,354000,,,,3,House,,Good,8200 Sint-Michiels,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20314319,House,,,529000,30,,,4,House,,To renovate,9000 Gent,,,,,,No
https://www.immoweb.be/en/classified/mansion/for-sale/vichte/8570/20316544,Mansion,,,595000,,,,3,Mansion,Installed,To be done up,8570 VICHTE,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20316029,House,Yes,,595000,,,,5,House,Hyper equipped,As new,9570 Lierde,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/20316195,House,Yes,,689000,315,,,4,House,,As new,2970 Schilde,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/duffel/2570/20304859,House,,,348000,,,33,3,House,,Good,2570 DUFFEL,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/lippelo/2890/20303082,Villa,,,649000,,,75,5,Villa,Installed,Good,2890 LIPPELO,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20305474,House,,,665000,,,23,4,House,Installed,Good,2018 ANTWERPEN,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/waremme/4300/20311579,House,,,250000,500,,15,3,House,Semi equipped,Good,4300 Waremme,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ecaussinnes-denghien/7190/20313481,House,,,280000,,,,3,House,Installed,Good,7190 ECAUSSINNES-D'ENGHIEN,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-leeuw/1600/20314277,House,,,330000,45,,,3,House,Not installed,To renovate,1600 Sint-Pieters-Leeuw,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/sint-kruis-winkel/9042/20312283,House,,,349000,850,,,2,House,Installed,Good,9042 Sint-Kruis-Winkel,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/aalst-9300/9300/20313535,House,,,349000,,,,5,House,Semi equipped,To renovate,9300 Aalst (9300),,,,,,
https://www.immoweb.be/en/classified/house/for-sale/denderhoutem/9450/20313501,House,,,349000,,,,5,House,Semi equipped,To renovate,9450 Denderhoutem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/aalst-9300/9300/20312312,House,,,375000,,,,3,House,,To renovate,9300 Aalst (9300),,,,,,
https://www.immoweb.be/en/classified/house/for-sale/berlare/9290/20313341,House,Yes,,379000,,,,3,House,Hyper equipped,As new,9290 Berlare,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/destelbergen/9070/20312651,House,,,389000,,,,3,House,,Good,9070 DESTELBERGEN,,,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/sint-joost-ten-node/1210/20311586,Apartment block,,,470000,,,16,5,Apartment block,Semi equipped,Good,1210 Sint-Joost-ten-Node,,2,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/alken/3570/20314645,Villa,,,520000,,,,4,Villa,Installed,Good,3570 Alken,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/alken/3570/20312342,Villa,,,765000,,,,4,Villa,Installed,Good,3570 Alken,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20295477,House,,,200000,,,8,2,House,,To renovate,1300 WAVRE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/pittem/8740/20305954,House,Yes,,430000,,,,4,House,Semi equipped,Good,8740 Pittem,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/gits/8830/20306572,House,,,445000,75,,49,4,House,Installed,Good,8830 Gits,,,,,,No
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/20301351,Apartment block,,,695000,,,20,5,Apartment block,Hyper equipped,As new,1000 Bruxelles,,2,,,,Yes
https://www.immoweb.be/en/classified/villa/for-sale/oostakker/9041/20310520,Villa,,,795000,1000,,40,3,Villa,Semi equipped,Good,9041 Oostakker,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20303163,House,Yes,,110000,,,,4,House,,To renovate,9700 Oudenaarde,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20307226,House,,,236000,160,,,3,House,Installed,Good,4100 Seraing,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20307649,House,,,269000,289,,38,3,House,Installed,Good,4400 FLÉMALLE,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/ans/4430/20308645,House,,,299000,1629,,6,4,House,Installed,Good,4430 Ans,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ertvelde/9940/20308143,House,Yes,,314000,,,,3,House,Semi equipped,To renovate,9940 ERTVELDE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20307640,House,,,345000,38,,,4,House,,Good,9000 Gent,,2,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/duffel/2570/20307757,Mixed-use building,,,368000,,,,3,Mixed-use building,,To renovate,2570 DUFFEL,,2,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/duffel/2570/20307758,Apartment block,,,368000,,,,3,Apartment block,,To renovate,2570 DUFFEL,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/duffel/2570/20307756,House,,,368000,,,,3,House,,To renovate,2570 DUFFEL,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/20301840,House,,,440000,60,,5,5,House,Semi equipped,To renovate,2610 WILRIJK,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-martens-latem/9830/20308083,House,,,815000,1010,,26,3,House,Installed,To be done up,9830 Sint-Martens-Latem,,4,,,,No
https://www.immoweb.be/en/classified/country-cottage/for-sale/pittem/8740/20308502,Country house,Yes,,1895000,,,,8,Country house,Installed,Good,8740 PITTEM,,4,,,,Yes
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/pittem/8740/20308501,Mixed-use building,Yes,,1895000,,,,8,Mixed-use building,Installed,Good,8740 PITTEM,,4,,,,Yes
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gavere/9890/20293728,Gaverling - Gavere,,,From365000To397000,,,,,Gaverling - Gavere,,,9890 Gavere,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/meulebeke/8760/20296988,,,,From388300To477500,,,,,,,,8760 Meulebeke,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/elsene/1050/20296208,Spring Gardens Woningen,,,From1200000To1375000,,,,,Spring Gardens Woningen,,,1050 Elsene,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/escanaffles/7760/20316525,House,Yes,,265000,,,,3,House,Installed,Just renovated,7760 ESCANAFFLES,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/sambreville/5060/20316560,House,,,269000,,,,3,House,Semi equipped,Good,5060 SAMBREVILLE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20316539,House,Yes,,299500,,,,3,House,Installed,Good,8770 Ingelmunster,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/ternat/1740/20317177,House,,,449000,100,,15,3,House,Hyper equipped,As new,1740 Ternat,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20309859,House,,,395000,,,24,3,House,Installed,Just renovated,2800 MECHELEN,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20305440,House,Yes,,269000,,,,3,House,Installed,Good,9320 EREMBODEGEM,,2,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/20304149,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20304135,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/vloesberg/7880/20303029,House,,,605250,2300,,41,3,House,Hyper equipped,Good,7880 Vloesberg,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20311490,House,,,99000,,,,2,House,Installed,To be done up,4100 Seraing,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20312267,House,,,169000,,,26,3,House,Semi equipped,Good,4040 Herstal,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ledeberg/9050/20312652,House,,,349000,,,,3,House,Installed,Just renovated,9050 LEDEBERG,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2221/20313269,House,Yes,,425000,,,,3,House,,Just renovated,2221 Heist-op-den-Berg Booischot,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-katelijne-waver/2860/20312976,House,Yes,,518000,,,,4,House,Installed,Good,2860 SINT-KATELIJNE-WAVER,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/braine-le-chateau/1440/20311376,Villa,Yes,,597500,,,,5,Villa,,Good,1440 Braine-le-Château,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/heusden-9070/9070/20312860,House,,,765000,849,,,4,House,Hyper equipped,Just renovated,9070 Heusden (9070),,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/meix-le-tige/6747/20312743,House,,,845000,3000,,40,3,House,Installed,Good,6747 MEIX-LE-TIGE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20305942,House,Yes,,155000,,,,5,House,,To renovate,8800 Roeselare,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/lauwe/8930/20306561,House,Yes,,269000,,,,3,House,Installed,Good,8930 Lauwe,,,,,,No
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/haaltert/9450/20316341,Muisstraat-Papestraat HAALTERT,,,From351340To400877,,,,,Muisstraat-Papestraat HAALTERT,,,,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/falisolle/5060/20301157,Villa,,,395000,1100,,15,3,Villa,Not installed,Good,5060 FALISOLLE,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20300536,House,,,675000,700,,18,4,House,Hyper equipped,Good,3090 Overijse,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/aubange/6790/20311142,House,Yes,,315000,,,,2,House,Installed,Good,6790 Aubange,,4,,,,No
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deurne/2100/20301361,Mixed-use building,,,179000,,,,2,Mixed-use building,Installed,To be done up,2100 DEURNE,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3202/20296446,House,,,249000,,,,3,House,,Good,3202 AARSCHOT,,3,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/20306589,Apartment block,,,249900,60,,20,3,Apartment block,Installed,To renovate,4000 Liège,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20307738,House,,,275000,,,21,2,House,Installed,Just renovated,9500 GERAARDSBERGEN,,2,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rollegem/8510/20306535,Mixed-use building,,,298000,370,,,3,Mixed-use building,Installed,Good,8510 Rollegem,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/gistel/8470/20305573,House,,,399000,145,,25,3,House,,Good,8470 Gistel,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/attert/6717/20306037,House,,,490000,896,,75,3,House,Installed,Good,6717 Attert,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/attert-metzert/6717/20305753,House,Yes,,1050000,15382,,,6,House,Installed,As new,6717 Attert (Metzert),,4,,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/sint-pieters-woluwe/1150/20306612,Exceptional property,,,1950000,670,,30,5,Exceptional property,Hyper equipped,To be done up,1150 Sint-Pieters-Woluwe,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20316663,House,Yes,,485000,,,,4,House,Installed,Good,9000 Gent,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/bousval/1470/20316749,House,,,499000,468,,20,3,House,Hyper equipped,Just renovated,1470 Bousval,,2,,,,No
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/gent/9000/20316642,Mixed-use building,Yes,,525000,,,,4,Mixed-use building,Installed,As new,9000 Gent,,2,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/deerlijk/8540/20316318,Villa,Yes,,1195000,,,,5,Villa,Installed,Good,8540 DEERLIJK,,4,,,,
https://www.immoweb.be/en/classified/castle/for-sale/ieper/8900/20316533,Castle,Yes,,1595000,,,,6,Castle,Installed,Good,8900 Ieper,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20297926,House,,,79000,55,,,1,House,Semi equipped,Good,4100 Seraing,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20299002,House,,,249000,690,,22,2,House,Semi equipped,To be done up,4400 FLÉMALLE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20298078,House,Yes,,295000,62,,,3,House,Installed,To be done up,3020 HERENT,,2,,,,
https://www.immoweb.be/en/classified/bungalow/for-sale/oupeye/4680/20297607,Bungalow,,,329000,490,,65,4,Bungalow,Installed,Good,4680 Oupeye,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/rotselaar/3110/20298893,House,,,359000,170,,22,4,House,Installed,To renovate,3110 Rotselaar,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/gistel/8470/20309136,House,,,299000,430,,40,3,House,,Good,8470 Gistel,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20303254,House,,,149000,,,19,3,House,Installed,Good,4040 Herstal,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/aubange-athus/6791/20304262,House,Yes,,180000,,,,2,House,Installed,Good,6791 Aubange (Athus),,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9050/20304463,House,Yes,,409000,20,,,3,House,Installed,As new,9050 Gent,,2,,,,No
https://www.immoweb.be/en/classified/apartment-block/for-sale/marpent/6560/20312736,Apartment block,,,85000,,,,5,Apartment block,Semi equipped,Good,6560 Marpent,,3,,,,Yes
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20313018,House,,,179000,,,21,3,House,Semi equipped,Good,4500 HUY,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20314269,House,Yes,,185000,,,,2,House,Installed,To renovate,9230 Wetteren,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/haaltert/9450/20311716,House,,,225000,,,63,2,House,Installed,As new,9450 HAALTERT,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/habay-la-neuve/6720/20312213,House,,,269000,85,,25,3,House,Installed,Good,6720 HABAY-LA-NEUVE,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/dentergem/8720/20314582,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20313479,House,,,367000,,,,1,House,,As new,8000 Brugge,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/attert/6717/20312746,House,Yes,,410000,,,,3,House,Installed,Good,6717 ATTERT,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/wolkrange/6780/20312745,House,,,775000,2200,,25,5,House,Installed,Good,6780 WOLKRANGE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/attert/6717/20312764,House,,,850000,1400,,35,4,House,Installed,Good,6717 ATTERT,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/marke/8510/20294826,Villa,Yes,,499500,,,,3,Villa,Installed,Good,8510 MARKE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/berlare/9290/20309470,House,,,589000,312,,50,3,House,Installed,As new,9290 Berlare,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20309165,House,Yes,,945000,,,,4,House,Hyper equipped,Just renovated,8300 Knokke-Heist,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent-mariakerke/9030/20315050,House,,,495000,71,,17,3,House,Hyper equipped,As new,9030 Gent Mariakerke,,2,,,,No
https://www.immoweb.be/en/classified/town-house/for-sale/hoboken/2660/20301110,Town-house,,,299000,48,,,3,Town-house,,To be done up,2660 HOBOKEN,,2,,,,
https://www.immoweb.be/en/classified/villa/for-sale/wetteren/9230/20302163,Villa,Yes,,895000,1089,,,3,Villa,USA hyper equipped,,9230 WETTEREN,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20293510,House,,,399000,97,,5,5,House,Installed,Good,9200 Dendermonde,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/gingelom/3890/20311107,Villa,,,420000,350,,10,3,Villa,Installed,As new,3890 Gingelom,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/tongeren/3700/20305785,House,,,210000,80,,22,3,House,Installed,Good,3700 Tongeren,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wijgmaal/3018/20303717,House,Yes,,315000,,,,3,House,Installed,To renovate,3018 Wijgmaal,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/zandvliet/2040/20306540,House,,,324000,135,,,3,House,Installed,Good,2040 Zandvliet,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ledeberg/9050/20305985,House,,,350000,25,,,4,House,,To renovate,9050 Ledeberg,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2050/20307874,House,,,399000,90,,4,3,House,Installed,Good,2050 ANTWERPEN,,2,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/mons/7000/20314339,Maisons neuves à Saint-Symphorien,,,From352000To398000,,,,,Maisons neuves à Saint-Symphorien,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/gullegem/8560/20316715,House,Yes,,199000,,,,3,House,,Just renovated,8560 Gullegem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/herzele-borsbeke/9552/20314283,House,,,328000,125,,16,3,House,Hyper equipped,,9552 Herzele Borsbeke,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20316473,House,Yes,,375000,,,,4,House,Installed,To be done up,9400 NINOVE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20312883,House,,,379000,,,,4,House,Installed,Just renovated,9000 Gent,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/heldergem/9450/20311566,House,Yes,,499000,,,,4,House,,As new,9450 Heldergem,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/zottegem/9620/20311541,Villa,,,575000,,,,3,Villa,,Good,9620 Zottegem,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/laken-bru/1020/20310918,Villa,Yes,,670000,,,,5,Villa,Semi equipped,Good,1020 LAKEN (BRU.),,4,,,,
https://www.immoweb.be/en/classified/manor-house/for-sale/ellezelles/7890/20316526,Manor house,Yes,,795000,,,,6,Manor house,Installed,Good,7890 ELLEZELLES,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20312898,House,,,800000,,,,6,House,Installed,To renovate,8870 Izegem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ans/4430/20298874,House,,,349000,300,,112,3,House,Installed,As new,4430 Ans,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/berchem-sainte-agathe/1082/20298161,House,,,495000,50,,13,3,House,Installed,Good,1082 Berchem-Sainte-Agathe,,2,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/20299007,Villa,,,1195000,820,,96,5,Villa,Hyper equipped,As new,1640 Rhode-Saint-Genèse,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20310007,House,,,299000,,,53,2,House,Installed,Good,8790 WAREGEM,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/anzegem/8572/20309765,House,,,299500,500,,54,3,House,Semi equipped,Good,8572 Anzegem,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/kruisem/9750/20302742,House,Yes,,248500,,,,3,House,,To renovate,9750 Kruisem,,3,,,,No
https://www.immoweb.be/en/classified/town-house/for-sale/lustin/5170/20303552,Town-house,,,385000,,,,4,Town-house,Installed,Good,5170 LUSTIN,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/20304265,House,,,440000,86,,,3,House,Installed,Good,2610 WILRIJK,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20300662,House,,,445000,75,,49,4,House,Installed,Good,8800 Roeselare,,,,,,No
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen/2140/20305394,Apartment block,,,449900,,,,,Apartment block,Installed,Good,2140 BORGERHOUT,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen-2018/2018/20312837,House,,,288000,,,14,4,House,,To renovate,2018 Antwerpen (2018),,,,,,
https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20312234,House,,,435000,,,,3,House,Hyper equipped,Good,8020 Oostkamp,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312220,House,,,450000,427,,10,5,House,Installed,To be done up,6700 ARLON,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312765,House,,,580000,32,,,5,House,Installed,Good,6700 ARLON,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/ukkel/1180/20311874,House,,,675000,,,7,4,House,Semi equipped,To be done up,1180 UKKEL,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/aubange/6790/20312755,House,,,720000,,,,4,House,Installed,Good,6790 AUBANGE,,4,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/sint-agatha-berchem/1082/20312134,Mansion,Yes,,730000,330,,,5,Mansion,Installed,Good,1082 SINT-AGATHA-BERCHEM,,3,,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/kuurne/8520/20311372,Country house,Yes,,735000,,,,4,Country house,Not installed,To renovate,8520 KUURNE,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/mechelen/2800/20296299,Villa,,,845000,1488,,20,2,Villa,Installed,Good,2800 MECHELEN,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20305894,House,,,995000,45,,7,5,House,Hyper equipped,As new,1200 Woluwe-Saint-Lambert,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20308049,House,,,339000,,,,4,House,,To renovate,9620 Zottegem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20309770,House,Yes,,575000,1255,,,4,House,,Good,8300 Knokke-Heist,,4,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/hasselt/3500/20309441,Mansion,Yes,,799000,,,,4,Mansion,Installed,Good,3500 Hasselt,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20301271,House,,,239000,131,,131,3,House,Hyper equipped,As new,4040 Herstal,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ekeren/2180/20301578,House,,,329000,42,,10,4,House,Installed,Just renovated,2180 EKEREN,,2,,,,
https://www.immoweb.be/en/classified/villa/for-sale/asse/1731/20302152,Villa,,,445000,250,,20,2,Villa,Installed,To be done up,1731 Asse,,4,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/templeuve/7520/20300970,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20301888,House,,,1350000,373,,40,4,House,Hyper equipped,As new,1180 Uccle,,4,,,,No
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/thieu/7070/20293110,Thieu Maison,,,From265000To385000,,,,,Thieu Maison,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ans/4430/20309003,House,,,265000,240,,,2,House,Semi equipped,To be done up,4430 ANS,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/berlaar/2590/20305576,House,Yes,,269000,,,,3,House,Installed,To be done up,2590 Berlaar,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/hombeek/2811/20307483,House,,,399000,400,,,3,House,Installed,To renovate,2811 Hombeek,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/zemst/1980/20288668,House,,,576000,120,,20,3,House,Installed,Good,1980 ZEMST,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20316907,House,,,69000,,,,4,House,,,4500 Huy,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20316178,House,,,165000,,,,2,House,Installed,Good,9900 Eeklo,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/libin-ochamps/6890/20315023,House,,,189000,600,,10,3,House,Semi equipped,Good,"6890 Libin, Ochamps",,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/jemeppe/4101/20315387,House,,,245000,100,,25,2,House,,,4101 Jemeppe,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20312337,House,,,245000,,,,1,House,,To renovate,9620 Zottegem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20316541,House,Yes,,285000,,,,3,House,Semi equipped,To be done up,8770 INGELMUNSTER,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20312340,House,Yes,,320000,,,,2,House,,Good,9620 Zottegem,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/gent/9000/20315825,Mixed-use building,Yes,,340000,,,,3,Mixed-use building,,Just renovated,9000 Gent,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/herk-de-stad/3540/20317295,House,,,366000,330,,,3,House,Installed,,3540 Herk-de-Stad,,,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/ronse/9600/20316703,Mansion,,,385000,,,,2,Mansion,Hyper equipped,Just renovated,9600 Ronse,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20316954,House,Yes,,399000,,,,4,House,Hyper equipped,Good,9550 HERZELE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20312246,House,,,559000,,,,3,House,Hyper equipped,Good,9620 Zottegem,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/avelgem/8580/20316548,House,Yes,,650000,,,,2,House,Hyper equipped,Good,8580 AVELGEM,,2,,,,
https://www.immoweb.be/en/classified/villa/for-sale/zottegem/9620/20312309,Villa,,,675000,,,,4,Villa,,Good,9620 Zottegem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/bonheiden/2820/20314861,House,Yes,,729000,,,,4,House,Hyper equipped,,2820 Bonheiden,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2220/20305403,House,,,394000,,,,4,House,Semi equipped,Good,2220 HEIST-OP-DEN-BERG,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20301023,House,,,579000,321,,36,4,House,Installed,As new,6700 Arlon,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/beersel/1652/20300584,House,,,660000,1100,,20,5,House,Hyper equipped,Good,1652 Beersel,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/20304664,House,,,699000,463,,,4,House,Not installed,To be done up,1970 Wezembeek-oppem,,4,,,,No
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/lede/9340/20310296,Aperoni,,,From482500To528500,,,,,Aperoni,,,9340 Lede,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/20312265,House,,,129500,,,,3,House,,To be done up,5580 Rochefort,,2,,,,No
