URL,Number of rooms,Surface area of the plot of land,State of the building,Type of property,Garden Area,Fully equipped kitchen,Price,Garden,Surface of the land,Locality,Subtype of property,Living Area,Furnished,Number of facades,Terrace,Open fire,Terrace Area,Swimming pool
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anzegem/8570/10761891,,,,,,,From275000To409000,,,8570 Anzegem,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostakker/9041/20110501,,,,Hugo Claus,,,From275000To434000,,,9041 Oostakker,Hugo Claus,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst-9300/9300/20118956,,,,OSCAR,,,From276500To332000,,,,OSCAR,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deerlijk/8540/11228159,,,,,,,From277696To329343,,,8540 Deerlijk,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/hasselt/3500/20102698,,,,,,,279000,,,3500 Hasselt,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/hooglede/8830/20149593,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/werchter/3118/20104192,,,,Rochuspark - appartementen,,,From279500To595000,,,,Rochuspark - appartementen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/borgloon/3840/10387907,,,,,,,From279500To362500,,,3840 Borgloon,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anzegem/8570/10886097,,,,Torrebos,,,From279500To385000,,,8570 Anzegem,Torrebos,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-baafs-vijve/8710/20214416,,,,Rembrandt,,,From279600To329800,,,8710 Sint-Baafs-Vijve,Rembrandt,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/9485174,,,,Sky Tower Two,,,From280000To1650000,,,8400 Oostende,Sky Tower Two,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/puurs/2870/10409536,,,,Marilyn,,,From280250To410000,,,2870 PUURS,Marilyn,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/izegem/8870/11471221,,,,De Hazelaar,,,From280250To333365,,,8870 Izegem,De Hazelaar,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/tervuren/3080/11167781,,,,Arboreto,,,From281000To1299000,,,3080 Tervuren,Arboreto,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wielsbeke/8710/10020369,,,,,,,281000,,,8710 Wielsbeke,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mechelen/2800/20086882,,,,De Munt,,,From281606To321935,,,2800 MECHELEN,De Munt,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussel/1000/20026108,,,,Project Arketa,,,From285000To319000,,,1000 Brussel,Project Arketa,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/laken/1020/11086034,,,,Project Arketa,,,From285000To319000,,,1020 Laken,Project Arketa,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/laken/1020/10689204,,,,Project Arketa,,,From285000To299000,,,1020 Laken,Project Arketa,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/20201847,,,,Uni'Vert,,,From285000To598000,,,1160 Auderghem,Uni'Vert,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/hasselt/3500/11161142,,,,,,,From285000To404000,,,3500 Hasselt,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/11369608,,,,Silk Suites Begijnengracht,,,285000,,,9000 Gent,Silk Suites Begijnengracht,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-truiden/3800/11139028,,,,,,,From285100To500000,,,3800 Sint-Truiden,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/roeselare/8800/11383433,,,,,,,From285596To520960,,,8800 Roeselare,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/saint-gilles/1060/20222784,,,,PAVILLE FOREST,,,From286033To333550,,,1060 Saint-Gilles,PAVILLE FOREST,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kortrijk/8500/20203323,,,,,,,From288568To324187,,,8500 Kortrijk,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1020/20190138,,,,ARKETA,,,From289000To292000,,,1020 Bruxelles,ARKETA,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/laken/1020/20026084,,,,Project Arketa,,,From289000To299000,,,1020 Laken,Project Arketa,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mol/2400/20190984,,,,De Molen,,,289000,,,2400 Mol,De Molen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/10205066,,,,Den Oostkant,,,From289000To489000,,,8400 Oostende,Den Oostkant,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/spa/4900/20017781,,,,New real estate project - Apartments,,,289500,,,4900 Spa,New real estate project - Apartments,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wevelgem/8560/10387885,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lombardsijde/8434/10554258,,,,Martens,,,From290000To398000,,,8434 Lombardsijde,Martens,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deerlijk/8540/20011195,,,,RESIDENTIE JAGERSHOF,,,From290000To467000,,,,RESIDENTIE JAGERSHOF,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anderlecht/1070/20032852,,,,"""Grande-Île""",,,From291500To426500,,,1070 Anderlecht,"""Grande-Île""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/liege/4000/10740287,,,,Liege - Paradis Express,,,From292215To410825,,,4000 LIÈGE,Liege - Paradis Express,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/temse/9140/11276069,,,,De Click,,,From294000To369000,,,9140 Temse,De Click,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sijsele/8340/10548656,,,,,,,From295000To595000,,,8340 Sijsele,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/9856580,,,,TROON 17,,,From295000To875000,,,8400 Oostende,TROON 17,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/11152961,,,,Assistentiewoningen residentie Coost,,,From295000To355000,,,8400 Oostende,Assistentiewoningen residentie Coost,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/11314888,,,,Dunes,,,From295000To395000,,,8430 MIDDELKERKE,Dunes,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oudenaarde/9700/20189572,,,,,,,From295000To760000,,,9700 Oudenaarde,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/merelbeke/9820/20092011,,,,Residentie Sequoia,,,From295000To570000,,,9820 Merelbeke,Residentie Sequoia,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sleidinge/9940/10132105,,,,Residentie Green Square,,,From295000To445000,,,9940 Sleidinge,Residentie Green Square,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/staden/8840/20192213,,,,Residentie Christine,,,From295850To324850,,,8840 Staden,Residentie Christine,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20184956,,,,Bellecour B,,,From296000To713000,,,1420 Braine-l'Alleud,Bellecour B,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20042735,,,,"""Bellecour B - Serment""",,,From296000To713000,,,1420 Braine-l'Alleud,"""Bellecour B - Serment""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20001752,,,,BELLECOUR,,,From296000To713000,,,,BELLECOUR,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/paal/3583/20178661,,,,Residentie 2.0,,,From297000To302000,,,3583 PAAL,Residentie 2.0,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/11201244,,,,"The Commodore: Smart Living, Safe investing",,,From299000To659000,,,1140 Evere,"The Commodore: Smart Living, Safe investing",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/yvoir-mont-godinne/5530/10894835,,,,Résidence AMARENA,,,From299000To329000,,,"5530 Yvoir, Mont-Godinne",Résidence AMARENA,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-andries/8200/20143141,,,,,,,From299000To405000,,,8200 Sint-Andries,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ieper/8900/20229954,,,,,,,From299000To479000,,,8900 Ieper,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/merelbeke/9820/20157235,,,,,,,From299000To595000,,,9820 Merelbeke,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evergem/9940/11302359,,,,Ter Smisse,,,From299000To375000,,,9940 Evergem,Ter Smisse,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evergem/9940/10618798,,,,Residentie Burggraven | EVERGEM,,,From299130To358352,,,9940 EVERGEM,Residentie Burggraven | EVERGEM,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/jeuk/3890/20218531,,,,,,,From299250To364250,,,3890 Jeuk,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/jodoigne/1370/20059320,,,,Résidence DU BOIS DES CAILLOUX,,,From299500To470000,,,1370 Jodoigne,Résidence DU BOIS DES CAILLOUX,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/olen/2250/20086902,,,,Olerpark - Blok B - BEN appartementen,,,From299869To309574,,,2250 OLEN,Olerpark - Blok B - BEN appartementen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen-zuid/2018/11151668,,,,Loggia Antwerpen,,,From299900To749000,,,2018 Antwerpen-Zuid,Loggia Antwerpen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2018/10451398,,,,LOGGIA,,,From299900To749000,,,,LOGGIA,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/kortessem/3720/20299993,2,,Good,Apartment,,,299950,,,3720 Kortessem,Apartment,,No,,,,9,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2000/10886917,,,,r!vert Antwerpen,,,From301000To1855000,,,2000 Antwerpen,r!vert Antwerpen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20160740,,,,"""Bellecour A - Sainte-Anne""",,,From305000To509000,,,1420 Braine-l'Alleud,"""Bellecour A - Sainte-Anne""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-stevens-woluwe/1932/11044769,,,,,,,From305600To624000,,,1932 Sint-Stevens-Woluwe,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/eeklo/9900/11106321,,,,,,,From306152To355718,,,9900 Eeklo,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ixelles/1050/11364543,,,,LA CHOCOLATERIE ANTOINE,,,From307000To1795000,,,1050 Ixelles,LA CHOCOLATERIE ANTOINE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/izegem/8870/9993275,,,,Blauwpoorte V,,,307894,,,8870 Izegem,Blauwpoorte V,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zaventem/1930/20056036,,,,"""Lavender Zaventem - Appartements""",,,From308000To365000,,,1930 Zaventem,"""Lavender Zaventem - Appartements""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/11040201,,,,Residentie Ribera,,,From310000To390000,,,8430 Middelkerke,Residentie Ribera,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/11037267,,,,Residentie Ribera,,,From310000To390000,,,8430 Middelkerke,Residentie Ribera,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evergem/9940/11301334,,,,De Bib,,,From310000To575000,,,9940 Evergem,De Bib,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/20037924,,,,"""Anthea""",,,From315000To1695000,,,1160 Auderghem,"""Anthea""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/10773246,,,,Les Sorbiers,,,From315000To515000,,,,Les Sorbiers,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mol/2400/20234520,,,,Residentiewijk - APP,,,From315000To319000,,,2400 MOL,Residentiewijk - APP,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/10757150,,,,Residentie Triana,,,From315000To370000,,,8430 Middelkerke,Residentie Triana,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/10075658,,,,Residentie City Gardens I,,,From315000To339000,,,8790 Waregem,Residentie City Gardens I,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/20211287,,,,,,,From315000To480000,,,9000 Gent,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/rupelmonde/9150/10573975,,,,Kleinschalig project met ruime terrassen,,,From315000To330000,,,9150 Rupelmonde,Kleinschalig project met ruime terrassen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gavere/9890/10969721,,,,Residentie Van Simaey,,,From317000To337000,,,9890 Gavere,Residentie Van Simaey,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/erpe-mere/9420/11034839,,,,Residentie Baskuul,,,From318000To385000,,,9420 Erpe-Mere,Residentie Baskuul,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mechelen/2800/20207028,,,,,,,From318156To1015215,,,2800 Mechelen,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/11196788,,,,,,,From318500To819000,,,9000 Gent,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/puurs-sint-amands/2890/20217248,,,,De Brouwerij Sint-Amands,,,From319000To339000,,,2890 PUURS-SINT-AMANDS,De Brouwerij Sint-Amands,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/profondeville/5170/20155972,,,,"""Clos de la Grande Hulle""",,,From319000To420000,,,5170 Profondeville,"""Clos de la Grande Hulle""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalter/9880/20098043,,,,Residentie Emeric,,,From319200To323000,,,9880 Aalter,Residentie Emeric,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ixelles/1050/20038226,,,,"""Spring Gardens - Appartements""",,,From320000To850000,,,1050 Ixelles,"""Spring Gardens - Appartements""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/elsene/1050/20026085,,,,Spring Gardens - 6% - EPC A++ - Geothermie,,,From320000To810000,,,1050 Elsene,Spring Gardens - 6% - EPC A++ - Geothermie,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/20204150,,,,Villa de Kroon,,,From320000To599500,,,8000 Brugge,Villa de Kroon,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-truiden/3800/11150670,,,,,,,From320500To594000,,,3800 Sint-Truiden,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ronse/9600/20196299,,,,CIVILLE,,,From321694To655004,,,,CIVILLE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20141882,,,,Bellecour C,,,From322000To429000,,,1420 Braine-l'Alleud,Bellecour C,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20056014,,,,"""Bellecour C - Jules Hans""",,,From322000To429000,,,1420 Braine-l'Alleud,"""Bellecour C - Jules Hans""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bilzen/3740/11126413,,,,,,,From322455To323226,,,3740 Bilzen,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/8972061,,,,Residentie Van Maerlant,,,From324146To395674,,,8370 Blankenberge,Residentie Van Maerlant,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussel/1000/20026089,,,,Tour & Taxis Park lane Oakland,,,From325000To389000,,,1000 Brussel,Tour & Taxis Park lane Oakland,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/10965158,,,,COUDENBERG,,,From325000To345000,,,1000 Bruxelles,COUDENBERG,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20131167,,,,"""Essenza""",,,From325000To350000,,,1190 Forest,"""Essenza""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/turnhout/2300/20164021,,,,Residentie De Priorij,,,325000,,,2300 Turnhout,Residentie De Priorij,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/10446605,,,,Residentie Albatros,,,From325000To550000,,,8790 Waregem,Residentie Albatros,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/11235840,,,,The Square I,,,From329000To395000,,,8370 Blankenberge,The Square I,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/11088545,,,,,,,From329000To395000,,,8370 Blankenberge,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/11455427,,,,Residentie Loft,,,From329000To649000,,,8400 Oostende,Residentie Loft,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/moerbeke-waas/9180/10422507,,,,,,,From329400To336200,,,9180 Moerbeke-Waas,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oudenburg/8460/10494933,,,,,,,From329950To670000,,,8460 Oudenburg,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ukkel/1180/11027594,,,,,,,From330000To885000,,,1180 Ukkel,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wemmel/1780/20151179,,,,Project Amélie,,,From330000To345000,,,1780 Wemmel,Project Amélie,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen-2000/2000/11027595,,,,,,,From330000To695000,,,2000 Antwerpen (2000),,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wenduine/8420/20109521,,,,,,,From330000To345000,,,8420 Wenduine,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/11461883,,,,Residentie Lux'Or,,,From332500To717500,,,8370 Blankenberge,Residentie Lux'Or,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2000/11021056,,,,Woonerf De Byle,,,From335000To700000,,,2000 ANTWERPEN,Woonerf De Byle,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/10518907,,,,,,,From335000To560000,,,8000 Brugge,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge-assebroek/8310/10953425,,,,Residentie Parkview,,,From335000To355000,,,8310 Brugge Assebroek,Residentie Parkview,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/elsene/1050/20107253,,,,,,,From338500To1691000,,,1050 Elsene,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-op-den-berg/2220/20165967,,,,JAN VAN GENT,,,From339500To455000,,,2220 HEIST-OP-DEN-BERG,JAN VAN GENT,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/11400346,,,,Rinkkaai,,,From339900To699900,,,9000 Gent,Rinkkaai,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20036196,,,,"""W56""",,,From340000To1435000,,,1200 Woluwe-Saint-Lambert,"""W56""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/11188638,,,,W56,,,From340000To1435000,,,1200 Woluwe-Saint-Lambert,W56,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/astene/9800/20239859,,,,Leiemeersen,,,From340000To1600000,,,9800 Astene,Leiemeersen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/20110193,,,,Liv- De Molens - Deinze,,,From340000To425000,,,9800 Deinze,Liv- De Molens - Deinze,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lanaken/3620/10924290,,,,Radekheim,,,341000,,,3620 Lanaken,Radekheim,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20173921,,,,"""TomoWo""",,,From341400To798700,,,1200 Woluwe-Saint-Lambert,"""TomoWo""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zingem/9750/20068731,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20064574,,,,"""Admiral's Court - B""",,,345000,,,1140 Evere,"""Admiral's Court - B""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/20021704,,,,,,,From345000To595000,,,8400 Oostende,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/9914565,,,,Residentie Arcade,,,From345000To515000,,,8400 Oostende,Residentie Arcade,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deerlijk/8540/20149422,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/11470967,,,,Project Kolonel Bourg,,,From347000To479000,,,1140 Evere,Project Kolonel Bourg,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/poederlee/2275/20238324,,,,BEN-appartementen Poederlee,,,From349000To363000,,,2275 POEDERLEE,BEN-appartementen Poederlee,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/arlon/6700/11336265,,,,BLANCS PRES - RESIDENCE OPALINE,,,349000,,,6700 ARLON,BLANCS PRES - RESIDENCE OPALINE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wondelgem-gent/9032/20138271,,,,Ter Durmen,,,From349000To575000,,,9032 Wondelgem Gent,Ter Durmen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wondelgem/9032/11183067,,,,Residentie Ter Durmen,,,From349000To575000,,,9032 Wondelgem,Residentie Ter Durmen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/olen/2250/20086920,,,,Buulse Bossen,,,From349500To559500,,,2250 OLEN,Buulse Bossen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-genesius-rode/1640/20176294,,,,,,,From350000To625000,,,1640 Sint-Genesius-Rode,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oedelem/8730/10812608,,,,,,,350000,,,8730 Oedelem,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-amandsberg/9040/10706953,,,,Residentie Campo Verde,,,From354000To454000,,,9040 Sint-Amandsberg,Residentie Campo Verde,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussel/1000/20026090,,,,Residentie Karson - Tour & Taxis Park lane,,,From355000To374000,,,1000 Brussel,Residentie Karson - Tour & Taxis Park lane,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kuurne/8520/11445883,,,,,,,From355000To377900,,,8520 Kuurne,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gistel/8470/11373135,,,,KorBoo,,,From358500To399000,,,8470 Gistel,KorBoo,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/chaumont-gistoux/1325/11322366,,,,Le Manoir de la Corniche,,,From359000To775000,,,,Le Manoir de la Corniche,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/puurs/2870/20227662,,,,Villa Simone,,,From359000To489000,,,2870 PUURS,Villa Simone,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/de-panne/8660/10412172,,,,Residentie Chablis,,,359000,,,8660 De Panne,Residentie Chablis,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/erpe-mere/9420/11006184,,,,ERPE-MERE - Leuk nieuwbouwproject met stijlvolle a,,,From360000To430000,,,9420 Erpe-Mere,ERPE-MERE - Leuk nieuwbouwproject met stijlvolle a,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/11055687,,,,,,,From364750To383750,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussel/1000/20026094,,,,Tour & Taxis Park lane Newport,,,365000,,,1000 Brussel,Tour & Taxis Park lane Newport,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bierbeek/3360/20124239,,,,Sint André Nieuw,,,From365580To697740,,,3360 Bierbeek,Sint André Nieuw,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/11440119,,,,"""TomoWo""",,,From366200To798700,,,1200 Woluwe-Saint-Lambert,"""TomoWo""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussel/1000/20026097,,,,Tour & Taxis Park lane Quincy,,,From367000To444000,,,1000 Brussel,Tour & Taxis Park lane Quincy,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/dilbeek/1700/20155718,,,,Ferentino,,,From367000To579000,,,,Ferentino,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/dilbeek/1700/11067357,,,,FERENTINO,,,From367000To579000,,,1700 Dilbeek,FERENTINO,,,,,,,
