URL,Subtype of property,Number of facades,Number of rooms,Price,Living Area,State of the building,Furnished,Terrace,Open fire,Terrace Area,Surface area of the plot of land,Swimming pool,Garden Area,Surface of the land,Garden,Locality,Type of property,Fully equipped kitchen
https://www.immoweb.be/en/classified/villa/for-sale/laeken/1020/20261315,Villa,4,4,599000,,To renovate,No,,,120,,,1000,,,1020 Laeken,Villa,Installed
https://www.immoweb.be/en/classified/manor-house/for-sale/leuven/3000/20305809,Manor house,2,4,1445000,,,No,,,25,,,,,,3000 Leuven,Manor house,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/paliseul/6850/20288135,House,4,4,299000,,To be done up,,,,,,,,,,6850 Paliseul,House,
https://www.immoweb.be/en/classified/country-cottage/for-sale/lillois-witterzee/1428/20288710,Country house,3,3,309000,,To be done up,,,,16,,,150,,,1428 LILLOIS-WITTERZ�E,Country house,Semi equipped
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/saint-symphorien/7030/20314344,Maisons neuves � Saint-Symphorien,,,From366000To398000,,,,,,,,,,,,7030 SAINT-SYMPHORIEN,Maisons neuves � Saint-Symphorien,
https://www.immoweb.be/en/classified/house/for-sale/beauvechain/1320/20288848,House,3,2,395000,,To renovate,,,,,,,2100,,,1320 BEAUVECHAIN,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/wortegem-petegem/9790/20288638,House,4,4,480000,,To be done up,,Yes,,,,,,,,9790 WORTEGEM-PETEGEM,House,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/etalle/6740/20290108,Exceptional property,2,6,495000,,Good,,Yes,,,,,,,,6740 �talle,Exceptional property,Installed
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20285803,House,,6,589000,,Good,,Yes,,,,,,,,8800 Roeselare,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/20290852,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/awans/4340/20286767,House,4,5,699000,,As new,No,,,40,,,324,,,4340 Awans,House,Installed
https://www.immoweb.be/en/classified/town-house/for-sale/ronse/9600/20269974,Town-house,2,3,295000,,Just renovated,,,,21,,,120,,,9600 RONSE,Town-house,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20267628,House,2,3,399000,,Good,Yes,Yes,,,,,,,,9700 Oudenaarde,House,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/habay-marbehan/6724/20268027,Mixed-use building,2,3,410000,,Good,,Yes,,,,,352,,,6724 Habay (Marbehan),Mixed-use building,Installed
https://www.immoweb.be/en/classified/town-house/for-sale/wilrijk/2610/20268771,Town-house,3,6,499000,,As new,,,,7,,,115,,,2610 WILRIJK,Town-house,Installed
https://www.immoweb.be/en/classified/house/for-sale/lobbes/6542/20312698,House,,3,325000,,As new,,,,,,,,,,6542 Lobbes,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/malonne/5020/20313433,House,4,3,369750,,As new,,,,1square meter,,,1square meter,,,5020 Malonne,House,USA installed
https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20295403,House,3,4,199000,,Good,No,,,,,,220,,,4101 Seraing,House,Installed
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/egem/8740/20258621,,,,364000,,,,,,,,,,,,8740 Egem,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/seraing/4100/20316910,Apartment block,2,4,199000,,,No,,,18,,,,,,4100 Seraing,Apartment block,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20316909,House,2,4,199000,,,No,,,18,,,,,,4100 Seraing,House,
https://www.immoweb.be/en/classified/house/for-sale/halle/1502/20315720,House,2,3,265000,,To be done up,,Yes,,,,,,,,1502 Halle,House,
https://www.immoweb.be/en/classified/house/for-sale/ganshoren/1083/20315236,House,2,3,269000,,To renovate,,Yes,,,,,,,,1083 Ganshoren,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20316038,House,2,3,269000,,Good,No,,,20,,,170,,,9500 Geraardsbergen,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20316900,House,3,4,345000,,To be done up,,,,,,,,,,9940 EVERGEM,House,Semi equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/haaltert/9450/20317068,Mixed-use building,,3,351341,,Good,No,Yes,,,,,,,,9450 Haaltert,Mixed-use building,
https://www.immoweb.be/en/classified/house/for-sale/ieper/8900/20317030,House,4,6,399000,,As new,,,,20,,,53,,,8900 Ieper,House,
https://www.immoweb.be/en/classified/house/for-sale/sint-katelijne-waver/2860/20316410,House,3,3,475000,,Good,,Yes,,,,,,,,2860 Sint-Katelijne-Waver,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/gistel/8470/20315886,House,4,5,550000,,Good,,,,,,,,,,8470 Gistel,House,
https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/20316936,Apartment block,,,599000,,Good,No,,,,,,,,,1080 Molenbeek-Saint-Jean,Apartment block,
https://www.immoweb.be/en/classified/villa/for-sale/sint-martens-latem/9831/20315189,Villa,4,4,899000,,To be done up,,Yes,,,,,,,,9831 Sint-Martens-Latem,Villa,
https://www.immoweb.be/en/classified/villa/for-sale/sint-martens-leerne/9800/20315197,Villa,4,4,945000,,As new,,Yes,,,,,,,,9800 Sint-Martens-Leerne,Villa,
https://www.immoweb.be/en/classified/villa/for-sale/sint-denijs-westrem/9051/20315188,Villa,4,7,1245000,,Good,,Yes,,,,,,,,9051 Sint-Denijs-Westrem,Villa,
https://www.immoweb.be/en/classified/villa/for-sale/sint-martens-latem/9830/20315190,Villa,4,3,1265000,,As new,,,,28,,,,,,9830 Sint-Martens-Latem,Villa,
https://www.immoweb.be/en/classified/villa/for-sale/deurle/9831/20315204,Villa,4,5,1950000,,To renovate,,Yes,,,,,,,,9831 Deurle,Villa,
https://www.immoweb.be/en/classified/villa/for-sale/deurle/9831/20315203,Villa,4,4,3695000,,Good,,Yes,,,,,,,,9831 Deurle,Villa,
https://www.immoweb.be/en/classified/country-cottage/for-sale/deurle/9831/20315196,Country house,4,5,3850000,,As new,,Yes,,,,,,,,9831 Deurle,Country house,
https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/20298081,House,4,3,199000,,Good,,,,,,,450,,,4520 WANZE,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/saint-georges-sur-meuse/4470/20297681,House,3,4,249000,,,No,,,,,,458,,,4470 Saint-Georges-sur-Meuse,House,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20297402,House,2,3,250000,,Good,,Yes,,,,,,,,9300 AALST,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20300111,House,,4,435000,,Good,,Yes,,,,,,,,8400 Oostende,House,
https://www.immoweb.be/en/classified/house/for-sale/zoersel/2980/20296834,House,4,6,799000,,As new,No,,,20,,,,,,2980 Zoersel,House,Hyper equipped
https://www.immoweb.be/en/classified/bungalow/for-sale/grace-hollogne/4460/20118342,Bungalow,3,2,240000,,Just renovated,No,,,40,,,250,,,4460 Gr�ce-Hollogne,Bungalow,Installed
https://www.immoweb.be/en/classified/house/for-sale/gullegem/8560/20278116,House,3,3,299500,,Good,,Yes,,,,,316,,,8560 Gullegem,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2050/20265076,House,3,6,625000,,Good,,,,25,,,180,,,2050 ANTWERPEN,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/11418992,House,2,2,129000,,To renovate,No,Yes,,,,,,,,9300 Aalst,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/11313261,House,4,5,575000,,Good,,,,20,,,200,,,8570 ANZEGEM,House,USA installed
https://www.immoweb.be/en/classified/bungalow/for-sale/de-haan/8420/20291418,Bungalow,,2,220000,,Good,,Yes,,,,,,,,8420 De Haan,Bungalow,Installed
https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/20293515,House,,2,229000,,Good,No,Yes,,,,,,,,8430 Middelkerke,House,
https://www.immoweb.be/en/classified/house/for-sale/aartselaar/2630/20292147,House,,4,327500,,To renovate,,,,,,,,,,2630 AARTSELAAR,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20291307,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/keerbergen/3140/20292135,House,4,3,995000,,Good,,Yes,,,,,,,,3140 Keerbergen,House,
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20303786,House,2,3,109000,,Good,No,,,7,,,65,,,4460 Gr�ce-Hollogne,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/wandre/4020/20305250,House,2,2,135000,,Good,,,,,,,,,,4020 Wandre,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20305466,House,,3,175000,,To renovate,,,,,,,55,,,3800 Sint-Truiden,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/bissegem/8501/20304238,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ruiselede/8755/20305269,House,,4,220000,,To renovate,,,,,,,,,,8755 Ruiselede,House,
https://www.immoweb.be/en/classified/bungalow/for-sale/hoegaarden/3320/20303842,Bungalow,4,3,295000,,To renovate,,,,,,,320,,,3320 Hoegaarden,Bungalow,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20302811,House,,3,298000,,,,Yes,,,,,,,,2800 Mechelen,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/veltem-beisem/3020/20305204,House,,5,315000,,,,,,38,,,600,,,3020 Veltem-Beisem,House,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deux-acren/7864/20304151,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/deux-acren/7864/20304124,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2020/20280366,House,2,4,339000,,Good,,,,21,,,64,,,2020 ANTWERPEN,House,USA hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20303835,House,4,2,369000,,As new,,,,,,,211,,,9940 Evergem,House,
https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1702/20304868,House,2,4,439000,,As new,,,,,,,245,,,1702 Dilbeek,House,Installed
https://www.immoweb.be/en/classified/mansion/for-sale/zele/9240/20301917,Mansion,,6,475000,,To renovate,No,,,,,,178,,,9240 Zele,Mansion,Installed
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20303506,House,4,4,499000,,Good,No,Yes,,,,,,,,9520 Sint-Lievens-Houtem,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20302782,House,,3,515000,,,,Yes,,,,,,,,2580 Putte,House,
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20305423,House,4,5,515000,,To renovate,,,,60,,,2800,,,9200 Dendermonde,House,
https://www.immoweb.be/en/classified/house/for-sale/waasmunster/9250/20281070,House,4,4,539000,,To be done up,,,,130,,,2319,,,9250 WAASMUNSTER,House,Hyper equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/saint-gilles/1060/20175069,Mixed-use building,2,6,545000,,Good,No,,,,,,20,,,1060 Saint-Gilles,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20303173,House,,6,675000,,To renovate,No,,,,,,,,,9000 Gent,House,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20286905,House,2,4,299500,,To renovate,,,,,,,,,,9230 WETTEREN,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20287028,House,,3,339000,,Good,No,,,25,,,370,,,9090 Melle,House,
https://www.immoweb.be/en/classified/house/for-sale/deinze-astene/9800/20285691,House,3,3,475000,,As new,No,Yes,,,,,114,,,9800 Deinze Astene,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20286774,House,3,5,880000,,Good,No,,,25,,,260,,,1950 Kraainem,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20186616,House,3,2,169000,,To renovate,No,,,25,,,178,,,4460 Gr�ce-Hollogne,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20230748,House,2,2,185000,,Good,No,,,10,,,150,,,4400 Fl�malle,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20272351,House,2,4,359000,,Good,,,,30,,,336,,,2830 Willebroek,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/zandvliet/2040/20272697,House,,2,449000,,Good,,Yes,,,,,918,,,2040 Zandvliet,House,Installed
https://www.immoweb.be/en/classified/town-house/for-sale/marche-en-famenne/6900/20311432,Town-house,,3,198500,,Good,,,,,,,274,,,6900 Marche-en-Famenne,Town-house,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20313480,House,4,4,349000,,Good,,Yes,,,,,,,,8800 Roeselare,House,
https://www.immoweb.be/en/classified/country-cottage/for-sale/ham/3945/20311537,Country house,4,4,399000,,As new,,,,,,,,,,3945 Ham,Country house,
https://www.immoweb.be/en/classified/house/for-sale/fleurus/6220/20311853,House,2,3,430000,,As new,No,Yes,,,,,215,,,,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/aalter/9880/20311632,House,4,3,469000,,To be done up,,,,,,,,,,9880 Aalter,House,
https://www.immoweb.be/en/classified/house/for-sale/retie/2470/20312894,House,3,3,495000,,Good,,,,,,,,,,2470 Retie,House,
https://www.immoweb.be/en/classified/villa/for-sale/sint-andries/8200/20312174,Villa,4,4,599000,,Good,,Yes,,,,,,,,8200 Sint-Andries,Villa,
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312752,House,3,4,675000,,,,,,,,,,,,6700 ARLON,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/etalle/6740/20312753,House,3,4,675000,,,,,,,,,,,,6740 ETALLE,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/knokke-centrum/8300/20312519,Villa,4,4,695000,,Good,No,,,55,,,340,,,8300 Knokke centrum,Villa,Installed
https://www.immoweb.be/en/classified/villa/for-sale/heist-aan-zee/8301/20312518,Villa,4,4,695000,,Good,No,,,55,,,340,,,8301 Heist-aan-Zee,Villa,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/zomergem/9930/20312442,Mixed-use building,4,2,847000,,,,,,,,,,,,9930 ZOMERGEM,Mixed-use building,Hyper equipped
https://www.immoweb.be/en/classified/country-cottage/for-sale/zomergem/9930/20312436,Country house,4,2,847000,,,,,,,,,,,,9930 ZOMERGEM,Country house,Hyper equipped
https://www.immoweb.be/en/classified/country-cottage/for-sale/gent-drongen/9031/20313408,Country house,4,4,950000,,As new,No,,,80,,,2000,,,9031 Gent Drongen,Country house,Installed
https://www.immoweb.be/en/classified/villa/for-sale/destelbergen/9070/20312373,Villa,4,4,1080000,,As new,,Yes,,,,,,,,9070 Destelbergen,Villa,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/montigny-le-tilleul/6110/20294774,Mixed-use building,3,5,295000,,,,,,25,,,,,,6110 MONTIGNY-LE-TILLEUL,Mixed-use building,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/aalst/9310/20296613,House,3,3,298000,,Good,,Yes,,,,,,,,9310 Aalst,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/grimbergen/1850/20282490,Villa,4,4,499000,,Good,,Yes,,,,,,,,1850 GRIMBERGEN,Villa,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/sinaai/9112/20262015,House,3,5,625000,,Good,,,,35,,,125,,,9112 SINAAI,House,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deurne/2100/20261092,Mixed-use building,2,9,642000,,To be done up,,,,6,,,97,,,2100 DEURNE,Mixed-use building,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20279513,House,2,3,155000,,Good,,,,14,,,80,,,4100 SERAING,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20275985,House,2,3,229000,,Just renovated,No,,,15,,,,,,9600 Ronse,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/brugge/8310/20309566,House,3,3,295000,,Good,,Yes,,,,,190,,,8310 Brugge,House,
https://www.immoweb.be/en/classified/house/for-sale/hansbeke/9850/20306613,House,,3,360000,,,,,,,,,,,,9850 Hansbeke,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/waasmunster/9250/20309164,Villa,4,4,595000,,As new,,,,,,,1351,,,9250 Waasmunster,Villa,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wiers/7608/20257517,,,,From235000To255000,,,,,,,,,,,,7608 Wiers,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/vezon/7538/20257516,,,,From265000To290000,,,,,,,,,,,,7538 Vezon,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/roeselare/8800/20257510,,,,From272000To273000,,,,,,,,,,,,8800 Roeselare,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/vezon/7538/20257515,,,,From275000To280000,,,,,,,,,,,,7538 Vezon,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/saint-leger-7730/7730/20257519,,,,295000,,,,,,,,,,,,7730 Saint-L�ger (7730),,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/roeselare/8800/20257523,,,,302600,,,,,,,,,,,,8800 Roeselare,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/roeselare/8800/20257520,,,,From310060To316055,,,,,,,,,,,,8800 Roeselare,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/roeselare/8800/20257509,,,,325023,,,,,,,,,,,,8800 Roeselare,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/langemark-poelkapelle/8920/20258498,,,,From339850To545373,,,,,,,,,,,,8920 Langemark-Poelkapelle,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/sint-amands/2890/20258529,,,,380522,,,,,,,,,,,,2890 Sint-Amands,,
https://www.immoweb.be/en/classified/house/for-sale/hastiere/5541/20297774,House,2,2,124000,,Good,Yes,,,35,,,,,,5541 Hasti�re,House,
https://www.immoweb.be/en/classified/apartment-block/for-sale/gilly/6060/20301051,Apartment block,3,3,195000,,Good,,,,,,,,,,6060 GILLY,Apartment block,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20300795,House,2,3,369000,,Good,No,Yes,,,,,,,,9820 Merelbeke,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/sint-lenaarts/2960/20301174,House,3,4,399000,,Good,,,,,,,,,,2960 SINT-LENAARTS,House,
https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20300230,House,,4,545000,,,,Yes,,,,,,,,2580 Putte,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20302379,House,2,4,775000,,,,,,24,,,156,,,2800 MECHELEN,House,USA hyper equipped
https://www.immoweb.be/en/classified/farmhouse/for-sale/musson/6750/20283743,Farmhouse,4,2,120000,,To renovate,,,,,,,1000,,,6750 Musson,Farmhouse,
https://www.immoweb.be/en/classified/house/for-sale/jemeppe-sur-meuse/4101/20255602,House,2,4,129000,,Good,No,,,20,,,41,,,4101 Jemeppe-sur-Meuse,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/20251655,House,3,4,149000,,To be done up,No,,,16,,,,,,5580 Rochefort,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20241177,House,2,4,179900,,Just renovated,No,,,,,,50,,,4100 Seraing,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20280855,House,3,3,190000,,Just renovated,No,,,30,,,118,,,4040 Herstal,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/leuven/3010/20283651,House,3,3,199000,,To be done up,,,,3,,,,,,3010 LEUVEN,House,
https://www.immoweb.be/en/classified/house/for-sale/zaventem/1933/20282480,House,2,3,245000,,To renovate,No,,,50,,,650,,,1933 Zaventem,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/affligem/1790/20205090,House,2,3,275000,,To be done up,No,,,15,,,70,,,1790 Affligem,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/essen/2910/20284571,House,,3,275000,,To renovate,,,,,,,260,,,2910 Essen,House,Installed
https://www.immoweb.be/en/classified/bungalow/for-sale/galmaarden/1570/20256671,Bungalow,4,2,289000,,To be done up,No,,,30,,,750,,,1570 Galmaarden,Bungalow,Installed
https://www.immoweb.be/en/classified/villa/for-sale/rebecq/1430/20140691,Villa,4,5,290000,,To renovate,No,,,40,,,240,,,1430 Rebecq,Villa,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/kessel-lo/3010/20283650,House,2,3,299000,,To renovate,,,,,,,,,,3010 KESSEL-LO,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20283430,House,2,5,309000,,To be done up,,Yes,,,,,,,,8790 WAREGEM,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/wilsele/3012/20282753,House,,3,315000,,To renovate,No,Yes,,,,,,,,3012 Wilsele,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/hoegaarden/3320/20238356,House,3,3,325000,,Good,No,,,30,,,280,,,3320 Hoegaarden,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20284098,House,2,3,339000,,As new,No,Yes,,,,,,,,9700 Oudenaarde,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/heron/4218/20271835,House,4,3,342500,,To renovate,No,,,85,,,688,,,4218 Heron,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20282777,House,,4,360000,,To be done up,,Yes,,,,,,,,8870 Izegem,House,
https://www.immoweb.be/en/classified/apartment-block/for-sale/paliseul/6850/20265106,Apartment block,3,3,389000,,Good,No,,,24,,,200,,,6850 Paliseul,Apartment block,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/mol/2400/20285348,House,4,3,390000,,Good,,Yes,,,,,,,,2400 Mol,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/jodoigne/1370/20184169,House,4,4,399000,,As new,No,,,98,,,1335,,,1370 Jodoigne,House,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/20264511,Mixed-use building,2,3,410000,,To be done up,No,,,,,,,,,1030 Schaerbeek,Mixed-use building,Semi equipped
https://www.immoweb.be/en/classified/villa/for-sale/neupre/4120/20214979,Villa,4,3,449000,,To be done up,No,,,20,,,1330,,,4120 Neupr�,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20242516,House,2,3,545000,,As new,No,,,21,,,85,,,1070 Anderlecht,House,Hyper equipped
https://www.immoweb.be/en/classified/exceptional-property/for-sale/ronse/9600/20146800,Exceptional property,4,4,555000,,To be done up,,,,50,,,6500,,,9600 Ronse,Exceptional property,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/pietrebais/1315/20259050,House,4,5,625000,,Good,No,,,68,,,1550,,,1315 Pi�trebais,House,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/nivelles-feluy/1400/20280818,Exceptional property,4,4,648000,,To be done up,No,Yes,,,,,,,,1400 Nivelles feluy,Exceptional property,Installed
https://www.immoweb.be/en/classified/villa/for-sale/kontich/2550/20261331,Villa,4,4,659000,,As new,Yes,Yes,,,,,542,,,2550 Kontich,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/neder-over-heembeek/1120/20264744,House,3,6,679000,,Good,No,,,50,,,150,,,1120 Neder-Over-Heembeek,House,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/etalle-villers-sur-semois/6740/20283940,Exceptional property,2,4,679000,,As new,,,,40,,,800,,,6740 Etalle Villers-sur-Semois,Exceptional property,
https://www.immoweb.be/en/classified/villa/for-sale/wezembeek-oppem/1970/20266518,Villa,4,4,750000,,To renovate,No,Yes,,,,,300,,,1970 Wezembeek-Oppem,Villa,Installed
https://www.immoweb.be/en/classified/villa/for-sale/plombieres/4850/20222520,Villa,4,5,1300000,,As new,No,Yes,,,,,,,,4850 Plombi�res,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20181204,House,3,3,149900,,Good,No,,,10,,,100,,,4100 Seraing,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20272895,House,2,7,295000,,Good,No,Yes,,,,,,,,9700 Oudenaarde,House,
https://www.immoweb.be/en/classified/house/for-sale/beveren/9120/20275627,House,2,4,399000,,Just renovated,,,,20,,,170,,,9120 BEVEREN,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/deinze-astene/9800/20291317,House,3,3,415000,,As new,No,Yes,,,,,114,,,9800 Deinze Astene,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20248858,House,2,5,790000,,Good,,,,14,,,60,,,1200 Woluwe-Saint-Lambert,House,USA hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/puurs/2870/11389839,House,2,3,208000,,To renovate,,,,20,,,,,,2870 PUURS,House,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/20220403,Mixed-use building,2,1,290000,,Good,No,,,,,,,,,1300 WAVRE,Mixed-use building,USA installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rixensart/1330/11215514,Mixed-use building,3,6,450000,,To restore,,Yes,,,,,1269,,,1330 RIXENSART,Mixed-use building,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rosieres/1331/11215549,Mixed-use building,3,6,450000,,To restore,,Yes,,,,,1269,,,1331 ROSI�RES,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/ottignies/1340/11285090,House,3,4,480000,,Good,No,,,15,,,1680,,,1340 OTTIGNIES,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20306706,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20309047,House,2,3,195000,,,No,,,,,,,,,6870 Saint-Hubert,House,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20307440,House,2,3,229000,,Good,,Yes,,,,,,,,4000 Li�ge,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/neufchateau/6840/20305719,House,2,5,239000,,To renovate,No,,,15,,,,,,6840 Neufch�teau,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/de-klinge/9170/20306112,House,2,2,268000,,Good,,,,25,,,,,,9170 DE KLINGE,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20306569,House,2,5,329000,,Good,No,Yes,,,,,241,,,4100 Seraing,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/bornem/2880/20306745,House,,3,409000,,Good,,,,,,,,,,2880 BORNEM,House,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/autelbas/6706/20308816,Exceptional property,,3,570000,,,,Yes,,,,,,,,6706 AUTELBAS,Exceptional property,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20309037,House,2,4,670000,,,No,,,,,,170,,,1150 Woluwe-Saint-Pierre,House,Semi equipped
https://www.immoweb.be/en/classified/villa/for-sale/blaasveld/2830/20305973,Villa,4,4,679000,,As new,,Yes,,,,,,,,2830 Blaasveld,Villa,
https://www.immoweb.be/en/classified/apartment-block/for-sale/seraing/4100/20307837,Apartment block,3,,779000,,Good,,,,,,,,,,4100 Seraing,Apartment block,Installed
