URL,Subtype of property,Number of facades,Number of rooms,Price,Living Area,State of the building,Furnished,Terrace,Open fire,Terrace Area,Surface area of the plot of land,Swimming pool,Garden Area,Surface of the land,Garden,Locality,Type of property,Fully equipped kitchen
https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20188230,House,3,3,230000,,As new,No,,,120,,,150,,,4101 Seraing,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2140/20275195,House,2,4,489900,,Good,,,,8,,,65,,,2140 ANTWERPEN,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20310723,Villa,4,3,690000,,Good,No,Yes,,,,,,,,2930 Brasschaat,Villa,Hyper equipped
https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/20310855,Villa,4,4,799000,,As new,No,,,143,,,550,,,,Villa,Hyper equipped
https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/20310849,Villa,4,4,799000,,As new,No,,,143,,,550,,,,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/tielt-8700/8700/20294186,House,,5,325000,,Good,No,,,,,,,,,8700 Tielt (8700),House,Installed
https://www.immoweb.be/en/classified/farmhouse/for-sale/corroy-le-grand/1325/20121636,Farmhouse,4,4,449000,,To be done up,No,,,10,,,160,,,1325 CORROY-LE-GRAND,Farmhouse,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/hoboken/2660/20227779,House,2,4,475000,,Good,,,,22,,,121,,,2660 HOBOKEN,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11420693,House,4,3,515000,,To be done up,,,,67,,,1100,,,1300 WAVRE,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/bierges/1301/11414121,House,4,3,515000,,To be done up,No,,,67,,,1100,,,1301 BIERGES,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20218732,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/wavre/1300/20120719,Apartment block,3,4,625000,,Good,No,,,30,,,200,,,1300 WAVRE,Apartment block,Installed
https://www.immoweb.be/en/classified/apartment-block/for-sale/wavre/1300/20156947,Apartment block,3,4,700000,,Good,No,,,5,,,110,,,1300 WAVRE,Apartment block,Installed
https://www.immoweb.be/en/classified/villa/for-sale/knokke/8300/20142914,Villa,4,4,1395000,,Good,No,,,323,,,323,,,8300 Knokke,Villa,Installed
https://www.immoweb.be/en/classified/villa/for-sale/geraardsbergen-moerbeke/9500/20303984,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20280160,House,2,3,349000,,Good,No,,,20,,,,,,9700 Oudenaarde,House,
https://www.immoweb.be/en/classified/house/for-sale/gistel/8470/20308134,House,2,2,189000,,To renovate,,,,,,,92,,,8470 Gistel,House,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20305892,House,4,3,219000,,To renovate,No,Yes,,,,,,,,9550 Herzele,House,
https://www.immoweb.be/en/classified/bungalow/for-sale/torhout/8820/20308132,Bungalow,1,3,239000,,To renovate,,,,,,,630,,,8820 Torhout,Bungalow,
https://www.immoweb.be/en/classified/house/for-sale/liege-chenee/4032/20308641,House,2,3,249000,,As new,No,,,20,,,65,,,4032 Li�ge Ch�n�e,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/haasrode/3053/20305166,House,,2,275000,,To renovate,No,,,,,,,,,3053 Haasrode,House,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20306609,House,2,4,349000,,To be done up,No,,,,,,,,,4000 Li�ge,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20305436,House,2,4,379000,,As new,,,,,,,40,,,9000 Gent,House,
https://www.immoweb.be/en/classified/house/for-sale/saint-pierre-libramont-chevigny/6800/20307847,House,4,4,385000,,,No,,,,,,,,,6800 Saint-Pierre (Libramont-Chevigny),House,
https://www.immoweb.be/en/classified/house/for-sale/gent-gentbrugge/9050/20307244,House,2,3,539000,,Just renovated,No,,,30,,,,,,9050 Gent Gentbrugge,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20306523,House,,4,595000,,As new,,,,,,,,,,8500 Kortrijk,House,
https://www.immoweb.be/en/classified/house/for-sale/forest/1190/20306484,House,2,4,850000,,As new,No,,,24,,,,,,1190 Forest,House,Hyper equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2050/20288993,Mixed-use building,4,1,149000,,Good,,,,,,,,,,2050 ANTWERPEN,Mixed-use building,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/20288938,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20288903,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20289758,House,2,3,188000,,To be done up,,Yes,,,,,,,,6800 Libramont-Chevigny,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20288931,House,,5,235000,,To renovate,,,,39,,,50,,,9500 GERAARDSBERGEN,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/hulshout/2235/20287777,House,,3,265000,,To be done up,,Yes,,,,,,,,2235 Hulshout,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/bredene/8450/20289668,House,2,4,295000,,As new,,,,,,,45,,,8450 Bredene,House,
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20287766,House,,3,299000,,Just renovated,,,,40,,,40,,,8400 Oostende,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/schoten/2900/20289014,House,2,2,349000,,Good,,,,5,,,70,,,2900 SCHOTEN,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/galmaarden/1570/20289991,House,4,3,475000,,As new,No,Yes,,,,,419,,,1570 Galmaarden,House,Hyper equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/balegem/9860/20288959,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/balegem/9860/20288884,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2220/20268498,House,3,3,312000,,Good,,,,21,,,,,,2220 HEIST-OP-DEN-BERG,House,Semi equipped
https://www.immoweb.be/en/classified/town-house/for-sale/antwerpen/2660/20268019,Town-house,2,4,399000,,To renovate,,,,,,,100,,,2660 ANTWERPEN,Town-house,
https://www.immoweb.be/en/classified/house/for-sale/engis/4480/20315728,House,2,3,175000,,Good,No,,,27,,,25,,,4480 Engis,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/borgloon/3840/20317300,House,,3,225000,,,No,,,15,,,,,,3840 Borgloon,House,
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20316433,House,2,3,235000,,To be done up,No,,,30,,,,,,4500 HUY,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/marke/8510/20315397,House,,3,235000,,Good,,Yes,,,,,75,,,8510 Marke,House,
https://www.immoweb.be/en/classified/house/for-sale/maldegem/9990/20315208,House,4,4,259000,,Good,,Yes,,,,,,,,9990 Maldegem,House,
https://www.immoweb.be/en/classified/house/for-sale/aalst-erembodegem/9320/20316447,House,2,4,320000,,Good,,,,50,,,,,,9320 Aalst Erembodegem,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/sint-kruis/8310/20316608,House,2,3,349000,,Good,,Yes,,,,,,,,8310 Sint-Kruis,House,
https://www.immoweb.be/en/classified/house/for-sale/boortmeerbeek/3190/20317182,House,3,3,360000,,Good,,Yes,,,,,,,,3190 Boortmeerbeek,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/staden/8840/20315328,House,4,3,398000,,As new,,,,,,,,,,8840 Staden,House,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20316692,House,2,3,540000,,Good,,,,,,,,,,9000 Gent,House,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20315865,House,,8,795000,,To renovate,,,,,,,,,,8000 Brugge,House,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/20314991,Mixed-use building,3,6,990000,,Good,No,,,,,,,,,1030 Schaerbeek,Mixed-use building,Semi equipped
https://www.immoweb.be/en/classified/villa/for-sale/astene/9800/20315201,Villa,4,5,1300000,,To renovate,,Yes,,,,,,,,9800 Astene,Villa,
https://www.immoweb.be/en/classified/house/for-sale/zele/9240/20295183,House,,2,165000,,To renovate,,,,,,,,,,9240 Zele,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/nassogne/6951/20297449,House,3,3,235000,,Just renovated,No,,,41,,,,,,6951 Nassogne,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/zingem/9750/20294687,House,4,3,296000,,To be done up,No,Yes,,,,,1057,,,9750 Zingem,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20299932,House,,4,329000,,Just renovated,,,,,,,,,,8530 Harelbeke,House,
https://www.immoweb.be/en/classified/house/for-sale/sint-martens-latem/9831/20300263,House,3,3,375000,,To renovate,,,,,,,764,,,9831 Sint-Martens-Latem,House,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8301/20298255,House,3,4,455000,,Good,,,,25,,,120,,,8301 Knokke-Heist,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20233264,House,3,3,279000,,Good,No,,,67,,,525,,,4680 Oupeye,House,Installed
https://www.immoweb.be/en/classified/mansion/for-sale/ath/7800/20276929,Mansion,4,5,499000,,Good,,,,40,,,515,,,7800 ATH,Mansion,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/libramont-chevigny/6800/20236282,Exceptional property,4,3,589000,,Good,No,,,140,,,1200,,,6800 Libramont-Chevigny,Exceptional property,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/20278721,House,4,7,975000,,Good,No,,,,,,477,,,1420 Braine-l'Alleud,House,USA uninstalled
https://www.immoweb.be/en/classified/house/for-sale/rhode-saint-genese/1640/20278722,House,4,7,975000,,Good,No,,,,,,477,,,1640 Rhode-Saint-Genese,House,USA uninstalled
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2100/20309686,House,2,2,329000,,As new,,,,,,,,,,2100 Antwerpen,House,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20309764,House,3,5,360000,,Good,No,Yes,,,,,923,,,9230 Wetteren,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20292115,House,2,3,260000,,Good,,Yes,,,,,,,,4040 Herstal,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/diksmuide/8600/20287626,House,,4,329000,,Good,No,Yes,,,,,,,,8600 Diksmuide,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20263033,House,2,4,1995000,,As new,No,,,90,,,250,,,1050 Ixelles,House,USA hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/wortegem-petegem/9790/20098865,House,4,3,269000,,To renovate,No,Yes,,,,,,,,9790 Wortegem-Petegem,House,
https://www.immoweb.be/en/classified/house/for-sale/tervueren/3080/20297295,House,2,4,470000,,As new,,,,20,,,70,,,3080 Tervueren,House,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/20304144,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20304119,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/somme-leuze/5377/20305347,House,3,2,289000,,Just renovated,,,,150,,,,,,5377 SOMME-LEUZE,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20303250,House,2,3,399000,,Good,,Yes,,,,,,,,9000 Gent,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/sint-amandsberg/9040/20303230,House,2,3,399000,,Good,,Yes,,,,,,,,9040 Sint-Amandsberg,House,Installed
https://www.immoweb.be/en/classified/mansion/for-sale/gent/9000/20305636,Mansion,,,1985000,,Good,,,,,,,,,,9000 Gent,Mansion,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20249767,House,2,5,149000,,To be done up,No,,,,,,,,,4020 Li�ge,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20285737,House,3,3,159000,,To renovate,,Yes,,,,,135,,,4000 Li�ge,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20281915,House,2,4,209000,,As new,Yes,,,54,,,,,,4100 Seraing,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20281940,House,2,3,218000,,Good,,,,32,,,95,,,4100 SERAING,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20286826,House,4,4,249000,,To renovate,No,Yes,,,,,700,,,9520 Sint-Lievens-Houtem,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/reet/2840/20282699,House,2,2,329000,,Good,No,,,19,,,,,,2840 Reet,House,
https://www.immoweb.be/en/classified/country-cottage/for-sale/oudenaarde/9700/20287191,Country house,4,3,345000,,To renovate,No,Yes,,,,,,,,9700 Oudenaarde,Country house,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20286942,House,4,4,450000,,As new,,,,43,,,400,,,1400 NIVELLES,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/20281781,House,4,4,1450000,,Just renovated,,,,,,,315,,,2650 EDEGEM,House,Hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/20251565,Apartment block,2,4,880000,,Good,Yes,,,5,,,,,,1040 Etterbeek,Apartment block,Installed
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/oostnieuwkerke/8840/20264095,,,,395315,,,,,,,,,,,,8840 Oostnieuwkerke,,
https://www.immoweb.be/en/classified/house/for-sale/fleurus/6220/20314261,House,2,2,79000,,To renovate,,,,,,,,,,6220 FLEURUS,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/moere/8470/20314596,House,4,2,149000,,To renovate,,,,,,,237,,,8470 Moere,House,
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20314606,House,2,3,249000,,Good,,,,,,,,,,2830 WILLEBROEK,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/beyne-heusay/4610/20312641,House,4,2,249000,,As new,No,,,20,,,100,,,4610 Beyne-Heusay,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/wellin/6920/20311291,House,3,4,249000,,Good,No,,,20,,,,,,6920 Wellin,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/idegem/9506/20311529,House,4,3,275000,,To be done up,No,,,,,,,,,9506 Idegem,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20312787,House,2,2,320000,,Good,,,,,,,,,,8000 Brugge,House,
https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20312942,House,3,3,410000,,Good,,,,20,,,235,,,8820 Torhout,House,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20314594,House,3,3,445000,,As new,,Yes,,,,,,,,8000 Brugge,House,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20313717,House,4,3,545000,,As new,,Yes,,,,,,,,8800 Roeselare,House,
https://www.immoweb.be/en/classified/house/for-sale/scheldewindeke/9860/20310968,House,2,4,585000,,Good,No,,,18,,,,,,9860 Scheldewindeke,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/amay/4540/20312332,Villa,4,6,595000,,As new,No,,,60,,,3000,,,4540 AMAY,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20314551,House,2,4,650000,,Good,No,,,25,,,130,,,,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/herve/4650/20313954,House,4,3,980000,,Good,No,,,,,,,,,4650 Herve,House,
https://www.immoweb.be/en/classified/villa/for-sale/nazareth/9810/20312172,Villa,4,7,1250000,,Good,,,,30,,,2500,,,9810 Nazareth,Villa,
https://www.immoweb.be/en/classified/house/for-sale/wortegem-petegem/9790/20294242,House,3,3,219500,,To renovate,No,,,,,,,,,9790 Wortegem-Petegem,House,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20296981,House,,2,225000,,To be done up,No,,,,,,,,,9000 Gent,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/lessines/7860/20295653,House,3,3,325000,,As new,,Yes,,,,,,,,7860 LESSINES,House,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen-2060/2060/20297011,House,,3,329000,,Just renovated,No,,,,,,,,,2060 Antwerpen (2060),House,Installed
https://www.immoweb.be/en/classified/house/for-sale/sinaai-waas/9112/20296454,House,4,2,350000,,To renovate,,,,,,,,,,9112 Sinaai-Waas,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/gent/9051/20295544,House,4,3,990000,,As new,,Yes,,,,,,,,9051 Gent,House,
https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/20306546,House,2,4,1295000,,Good,No,Yes,,,,,,,,8300 Knokke-Zoute,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/denderwindeke/9400/20278833,House,4,2,279000,,To renovate,,Yes,,,,,,,,9400 DENDERWINDEKE,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/balegem/9860/20279604,House,3,5,575000,,To be done up,,Yes,,,,,,,,9860 BALEGEM,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20273974,House,2,5,595000,,To renovate,,,,20,,,,,,1030 SCHAERBEEK,House,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/20272363,Apartment block,2,12,3300000,,Good,No,,,,,,130,,,1000 Bruxelles,Apartment block,
https://www.immoweb.be/en/classified/villa/for-sale/auby-sur-semois-bertrix/6880/20309048,Villa,4,4,500000,,,No,,,,,,,,,6880 Auby-sur-semois (Bertrix),Villa,
https://www.immoweb.be/en/classified/house/for-sale/zandvliet/2040/20292001,House,,3,295000,,Good,,,,,,,,,,2040 Zandvliet,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20290912,House,4,3,389000,,Good,No,Yes,,,,,,,,9700 Oudenaarde,House,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20290454,House,2,3,398000,,To renovate,,Yes,,,,,,,,1150 Woluwe-Saint-Pierre,House,
https://www.immoweb.be/en/classified/apartment-block/for-sale/linkebeek/1630/20266155,Apartment block,2,5,595000,,To be done up,,,,2,,,93,,,1630 LINKEBEEK,Apartment block,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/opglabbeek/3660/20300673,House,,3,285000,,,,,,,,,,,,3660 Opglabbeek,House,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20298864,House,,2,,,Good,,,,,,,,,,9620 Zottegem,House,
https://www.immoweb.be/en/classified/villa/for-sale/erondegem/9420/20298917,Villa,4,3,745000,,As new,No,,,,,,,,,9420 Erondegem,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20270713,House,2,5,70000+550permonth,,Good,No,,,20,,,40,,,4101 Seraing,House,Semi equipped
https://www.immoweb.be/en/classified/chalet/for-sale/somme-leuze/5377/20266716,Chalet,4,1,79000,,Good,No,,,,,,296,,,5377 Somme-Leuze,Chalet,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20230361,House,2,3,139000,,To renovate,No,,,,,,20,,,9600 Ronse,House,Not installed
https://www.immoweb.be/en/classified/town-house/for-sale/seraing-ougree/4102/20148822,Town-house,2,2,169000,,Good,No,,,40,,,52,,,4102 Seraing Ougr�e,Town-house,Installed
https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/20244899,House,2,3,192500,,To be done up,No,,,,,,53,,,5580 Rochefort,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20184443,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20255406,House,2,3,215000,,As new,No,,,5,,,,,,9600 Ronse,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20200715,House,2,3,219000,,Just renovated,No,,,25,,,175,,,9600 Ronse,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20277809,House,3,3,229000,,To renovate,No,,,20,,,330,,,9600 Ronse,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20273428,House,3,3,239000,,To renovate,No,,,30,,,351,,,9600 Ronse,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20195960,House,2,3,240000,,Good,No,,,,,,,,,4460 Gr�ce-Hollogne,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/frasnes-lez-anvaing/7910/20230737,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/berendrecht/2040/20285253,House,,3,275000,,To renovate,,,,,,,751,,,2040 Berendrecht,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/soumagne/4630/20250648,House,2,3,325000,,As new,No,,,100,,,,,,4630 Soumagne,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/linkebeek/1630/20245426,Villa,4,4,375000,,To be done up,No,,,40,,,365,,,1630 Linkebeek,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/20233882,House,3,3,395000,,Good,No,,,10,,,100,,,1410 Waterloo,House,Hyper equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/20284111,Mixed-use building,3,4,425000,,To renovate,No,,,,,,,,,1030 Schaerbeek,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20231408,House,3,3,425000,,To be done up,No,,,,,,65,,,1070 Anderlecht,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1700/20231410,House,3,3,425000,,To be done up,No,,,,,,65,,,1700 Dilbeek,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20282810,House,,4,429000,,Good,,,,25,,,80,,,8400 Oostende,House,
https://www.immoweb.be/en/classified/house/for-sale/etalle-vance/6741/20283741,House,4,3,460000,,Good,,Yes,,,,,,,,6741 Etalle Vance,House,
https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/20238091,House,3,3,495000,,To renovate,No,,,13,,,500,,,1970 Wezembeek-Oppem,House,Not installed
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/20260333,Apartment block,2,6,550000,,Good,No,,,,,,85,,,1060 Saint-Gilles,Apartment block,Installed
https://www.immoweb.be/en/classified/house/for-sale/saint-gilles/1060/20260332,House,2,7,550000,,Good,No,,,,,,85,,,1060 Saint-Gilles,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20242317,House,2,3,625000,,As new,No,,,34,,,155,,,1160 Auderghem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/saint-gilles/1060/20220254,House,2,4,695000,,To be done up,No,,,15,,,65,,,1060 Saint-Gilles,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20240646,House,2,10,790000,,To renovate,No,,,5,,,50,,,1200 Woluwe-Saint-Lambert,House,Hyper equipped
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20135096,Villa,4,4,850000,,As new,No,,,43,,,550,,,1180 Uccle,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20250402,House,4,4,995000,,Good,No,,,60,,,400,,,1150 Woluwe-Saint-Pierre,House,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/vilvoorde/1800/20276559,Mixed-use building,2,5,1250000,,To be done up,No,,,,,,,,,1800 Vilvoorde,Mixed-use building,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/uccle/1180/20163439,Exceptional property,2,6,1390000,,Just renovated,No,,,27,,,660,,,1180 Uccle,Exceptional property,Hyper equipped
https://www.immoweb.be/en/classified/exceptional-property/for-sale/rhode-saint-genese/1640/20266267,Exceptional property,4,4,1450000,,Good,No,,,100,,,1200,,,1640 Rhode-Saint-Genese,Exceptional property,Hyper equipped
https://www.immoweb.be/en/classified/exceptional-property/for-sale/antwerpen/2018/20273642,Exceptional property,2,3,435000,,Good,,,,4,,,4,,,2018 ANTWERPEN,Exceptional property,Installed
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20271975,House,2,3,435000,,Good,,,,4,,,4,,,2018 ANTWERPEN,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/hannut-trognee/4280/20310702,House,3,3,199000,,Good,No,,,97,,,444,,,4280 Hannut Trogn�e,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/20310271,House,3,4,728000,,,No,,,,,,,,,3080 Tervuren,House,
https://www.immoweb.be/en/classified/house/for-sale/blaasveld/2830/20293525,House,3,3,429000,,Good,,,,,,,,,,2830 Blaasveld,House,
https://www.immoweb.be/en/classified/town-house/for-sale/merksem/2170/20139253,Town-house,2,3,429000,,As new,,,,20,,,160,,,2170 MERKSEM,Town-house,Installed
https://www.immoweb.be/en/classified/villa/for-sale/genval/1332/20141247,Villa,4,3,430000,,Good,,,,35,,,250,,,1332 GENVAL,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20302940,House,3,3,389500,,As new,No,Yes,,,,,,,,9520 Sint-Lievens-Houtem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20302927,House,3,3,389500,,As new,No,Yes,,,,,,,,9520 Sint-Lievens-Houtem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20302934,House,3,3,399500,,As new,No,Yes,,,,,,,,9520 Sint-Lievens-Houtem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/bachte-maria-leerne/9800/20305442,House,,4,475000,,Good,No,,,23,,,,,,9800 Bachte-Maria-Leerne,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20302973,House,4,3,480000,,As new,No,Yes,,,,,,,,9520 Sint-Lievens-Houtem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20302924,House,4,3,480000,,As new,No,Yes,,,,,,,,9520 Sint-Lievens-Houtem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20302925,House,4,3,485000,,As new,No,Yes,,,,,,,,9520 Sint-Lievens-Houtem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/20302939,House,4,3,490000,,As new,No,Yes,,,,,,,,9520 Sint-Lievens-Houtem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/20308802,House,4,3,399000,,To renovate,No,Yes,,,,,220,,,1420 Braine-l'Alleud,House,
https://www.immoweb.be/en/classified/house/for-sale/rotselaar/3110/20306875,House,3,4,405000,,Good,,,,,,,,,,3110 ROTSELAAR,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20269647,House,2,4,475000,,Good,No,,,5,,,350,,,1070 Anderlecht,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/ukkel/1180/20308716,House,2,4,560000,,Good,,,,,,,90,,,1180 UKKEL,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/linkebeek/1630/20308715,House,2,4,560000,,Good,,,,,,,90,,,1630 LINKEBEEK,House,Not installed
