URL,Terrace Area,Living Area,State of the building,Price,Swimming pool,Type of property,Open fire,Furnished,Terrace,Garden,Number of facades,Number of rooms,Subtype of property,Fully equipped kitchen,Locality,Garden Area,Surface of the land,Surface area of the plot of land
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20214328,,,Good,1495000,,House,,No,Yes,,2,4,House,Hyper equipped,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/11354574,30,,To renovate,1675000,,Mansion,,No,,,2,6,Mansion,Not installed,1040 Etterbeek,100,,
https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/20132557,,,Good,1695000,,Villa,,,,,4,3,Villa,,2970 Schilde,12253,,
https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/20059437,,,Good,1795000,,Villa,,,,,4,5,Villa,,2970 Schilde,3455,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/kortemark/8610/20153925,,,As new,1895000,,Exceptional property,,,,,,4,Exceptional property,Hyper equipped,8610 Kortemark,11500,,
https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/11425316,60,,As new,2495000,,Villa,,No,,,4,6,Villa,Hyper equipped,1420 Braine-l'Alleud,,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/20007560,,,Good,3695000,,House,,No,,,3,4,House,Hyper equipped,8300 Knokke-Zoute,,,
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/9854478,,,To be done up,5500000,,Villa,,No,Yes,,,6,Villa,USA installed,1180 Uccle,,,
https://www.immoweb.be/en/classified/house/for-sale/muno/6820/20309046,,,,120000,,House,,No,,,2,2,House,,6820 Muno,,,
https://www.immoweb.be/en/classified/house/for-sale/la-bouverie/7080/20306319,62,,Good,165000,,House,,No,,,4,2,House,,7080 La bouverie,,,
https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/20307412,,,To be done up,199000,,House,,No,Yes,,2,3,House,,9470 Denderleeuw,,,
https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8531/20305966,,,Good,240000,,House,,,Yes,,4,2,House,,8531 Harelbeke,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/kortrijk/8500/20307823,,,Good,245000,,Exceptional property,,No,,,2,5,Exceptional property,Installed,8500 Kortrijk,,,
https://www.immoweb.be/en/classified/house/for-sale/hoegaarden/3320/20279896,,,Good,299000,,House,,,,,2,3,House,Semi equipped,3320 HOEGAARDEN,,,
https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/20243109,24,,As new,475000,,House,,,,,4,3,House,,9860 Oosterzele,1square meter,,
https://www.immoweb.be/en/classified/villa/for-sale/machelen/9870/20308491,,,Good,749000,,Villa,,,,,4,4,Villa,Installed,,,,
https://www.immoweb.be/en/classified/house/for-sale/gilly/6060/20290268,,,Good,134900,,House,,,Yes,,3,2,House,Semi equipped,6060 GILLY,,,
https://www.immoweb.be/en/classified/house/for-sale/kluisbergen/9690/20290500,,,,195000,,House,,,,,2,3,House,,9690 Kluisbergen,,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20287761,,,,239000,,House,,No,,,,3,House,,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-kruis/8310/20290868,,,Good,265000,,House,,,Yes,,,2,House,,8310 Sint-Kruis,,,
https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20288636,,,To renovate,270000,,House,,,Yes,,3,3,House,Semi equipped,9940 EVERGEM,,,
https://www.immoweb.be/en/classified/mansion/for-sale/laken/1020/20286616,,,To be done up,449000,,Mansion,,No,Yes,,2,4,Mansion,Hyper equipped,1020 Laken,44,,
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20290125,,,Just renovated,479000,,House,,,Yes,,3,3,House,Hyper equipped,9420 Erpe-Mere,380,,
https://www.immoweb.be/en/classified/house/for-sale/mourcourt/7543/20288339,,,To renovate,480000,,House,,,,,,3,House,Installed,7543 MOURCOURT,,,
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20267620,,,To renovate,115000,,House,,,,,,2,House,,8870 Izegem,,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20269299,,,To be done up,125000,,House,,,,,2,2,House,Semi equipped,9600 RONSE,,,
https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/20245962,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/20109929,2,,Good,775000,,Apartment block,,No,,,2,6,Apartment block,Semi equipped,1050 Ixelles,40,,
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20109914,2,,Good,775000,,House,,No,,,2,6,House,Semi equipped,1050 Ixelles,40,,
https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-leeuw/1600/20232821,,,Good,365000,,House,,No,Yes,,3,4,House,Installed,1600 Sint-Pieters-Leeuw,,,
https://www.immoweb.be/en/classified/house/for-sale/westerlo/2260/20233855,13,,As new,415000,,House,,,,,2,3,House,Hyper equipped,2260 Westerlo,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2000/20209640,14,,Good,429000,,House,,Yes,,,2,2,House,Installed,2000 Antwerpen,,,
https://www.immoweb.be/en/classified/house/for-sale/de-pinte/9840/20305334,16,,As new,525000,,House,,,,,3,3,House,Hyper equipped,9840 De Pinte,50,,
https://www.immoweb.be/en/classified/house/for-sale/bouillon/6830/20257829,,,To renovate,27500,,House,,,,,2,2,House,,6830 Bouillon,,,
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/20316737,,,Good,245000,,House,,,,,2,5,House,,,156,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20317066,,,,329000,,House,,No,,,,4,House,Installed,9000 Gent,,,
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20258518,,,Good,329000,,House,,,,,,4,House,Installed,9200 Dendermonde,87,,
https://www.immoweb.be/en/classified/house/for-sale/kortenaken/3470/20316961,,,,350000,,House,,No,Yes,,4,4,House,,3470 Kortenaken,,,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20316820,,,Good,399000,,House,,,Yes,,3,3,House,Hyper equipped,9300 Aalst,,,
https://www.immoweb.be/en/classified/house/for-sale/beyne-heusay/4610/20109854,,,Good,450000,,House,,No,,,2,10,House,Installed,4610 Beyne-Heusay,,,
https://www.immoweb.be/en/classified/house/for-sale/bredene/8450/20253512,,,To renovate,499000,,House,,No,,,,5,House,Installed,8450 Bredene,,,
https://www.immoweb.be/en/classified/house/for-sale/kruibeke/9150/20317052,,,,499000,,House,,No,Yes,,,3,House,Installed,9150 Kruibeke,,,
https://www.immoweb.be/en/classified/house/for-sale/waregem/8792/20315214,,,,595000,,House,,,Yes,,4,4,House,,8792 Waregem,,,
https://www.immoweb.be/en/classified/town-house/for-sale/kessel-lo/3010/20316671,19,,Good,645000,,Town-house,,,,,,3,Town-house,Installed,3010 Kessel-Lo,,,
https://www.immoweb.be/en/classified/villa/for-sale/tervuren/3080/20316622,20,,Good,1795000,,Villa,,No,,,4,4,Villa,Hyper equipped,,2141,,
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8501/20298875,,,To renovate,109000,,House,,No,Yes,,2,3,House,Not installed,8501 Kortrijk,135,,
https://www.immoweb.be/en/classified/house/for-sale/buissonville/5580/20298958,,,Good,275000,,House,,,,,,5,House,,5580 Buissonville,,,
https://www.immoweb.be/en/classified/house/for-sale/amay/4540/20298887,40,,As new,295000,,House,,No,,,4,4,House,Installed,4540 Amay,400,,
https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20299917,,,To renovate,325000,,House,,,,,4,3,House,Semi equipped,,,,
https://www.immoweb.be/en/classified/house/for-sale/nazareth/9810/20298838,,,Good,329000,,House,,,Yes,,3,3,House,,9810 Nazareth,,,
https://www.immoweb.be/en/classified/farmhouse/for-sale/lierde/9570/20298734,,,To renovate,349000,,Farmhouse,,No,Yes,,4,2,Farmhouse,Installed,9570 Lierde,,,
https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1700/20300091,,,Good,495000,,House,,,Yes,,4,5,House,Installed,1700 Dilbeek,,,
https://www.immoweb.be/en/classified/house/for-sale/lovendegem/9920/20300050,,,Good,695000,,House,,No,,,,6,House,,9920 Lovendegem,1465,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20298001,,,As new,2465000,,House,,,,,4,5,House,,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20073588,,,To renovate,349000,,House,,No,Yes,,,3,House,Semi equipped,9800 Deinze,,,
https://www.immoweb.be/en/classified/house/for-sale/bevere/9700/20275869,,,To renovate,300000,,House,,,,,,3,House,Semi equipped,9700 BEVERE,,,
https://www.immoweb.be/en/classified/house/for-sale/wibrin/6666/20273570,,,,375000,,House,,Yes,,,4,3,House,,6666 Wibrin,,,
https://www.immoweb.be/en/classified/house/for-sale/lint/2547/20272179,,,Good,399000,,House,,,,,4,3,House,,2547 Lint,210,,
https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20138488,,,As new,529500,,House,,,,,3,4,House,Installed,2930 Brasschaat,120,,
https://www.immoweb.be/en/classified/house/for-sale/zoersel/2980/20314646,30,,Just renovated,575000,,House,,,,,4,4,House,USA installed,2980 Zoersel,1220,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/kontich/2550/20292067,,,,318000,,Apartment block,,,,,,2,Apartment block,Hyper equipped,2550 Kontich,,,
https://www.immoweb.be/en/classified/house/for-sale/meise/1860/20293605,,,,535000,,House,,No,,,4,3,House,,1860 Meise,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/berchem-sainte-agathe/1082/20292318,12,,To renovate,540000,,Apartment block,,,,,2,4,Apartment block,Installed,1082 Berchem-Sainte-Agathe,25,,
https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-leeuw/1600/20254029,,,Just renovated,449000,,House,,,Yes,,3,2,House,Hyper equipped,1600 SINT-PIETERS-LEEUW,,,
https://www.immoweb.be/en/classified/manor-house/for-sale/oostkamp/8020/20262796,,,As new,1750000,,Manor house,,,Yes,,4,8,Manor house,,8020 Oostkamp,,,
https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/20250830,35,,Good,149000,,House,,,,,3,2,House,Semi equipped,4520 WANZE,635,,
https://www.immoweb.be/en/classified/house/for-sale/vise/4600/20214972,3,,To be done up,245000,,House,,,,,4,3,House,Installed,4600 Visé,,,
https://www.immoweb.be/en/classified/house/for-sale/zeebrugge/8380/20252390,,,Good,250000,,House,,,,,3,3,House,,8380 Zeebrugge,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/geer/4250/20186107,125,,To renovate,425000,,Country house,,No,,,4,3,Country house,Not installed,4250 Geer,1800,,
https://www.immoweb.be/en/classified/house/for-sale/vottem/4041/20215764,50,,Good,450000,,House,,No,,,3,4,House,Installed,4041 Vottem,547,,
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20248583,,,Good,262166,,House,,No,,,,3,House,Installed,3800 Sint-Truiden,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20248586,,,Good,273870,,House,,No,,,,3,House,Installed,3800 Sint-Truiden,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20248584,,,Good,273870,,House,,No,,,,3,House,Installed,3800 Sint-Truiden,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20248592,,,Good,275655,,House,,No,,,,3,House,Installed,3800 Sint-Truiden,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20248582,,,Good,281916,,House,,No,,,,3,House,Installed,3800 Sint-Truiden,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20248591,,,Good,319000,,House,,No,,,,3,House,Installed,3800 Sint-Truiden,,,
https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20158276,33,,As new,352500,,House,,No,,,3,3,House,Hyper equipped,8820 Torhout,400,,
https://www.immoweb.be/en/classified/villa/for-sale/creppe/4900/20197452,34,,As new,548000,,Villa,,No,,,2,4,Villa,Installed,4900 Creppe,,,
https://www.immoweb.be/en/classified/house/for-sale/blegny/4671/20303479,45,,To be done up,30000+900permonth,,House,,Yes,,,4,4,House,Installed,4671 Blégny,2500,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20303473,,,Good,249000,,House,,No,Yes,,2,3,House,Installed,4000 Liège,,,
https://www.immoweb.be/en/classified/house/for-sale/hamme/9220/20305386,25,,To renovate,299000,,House,,,,,4,4,House,Hyper equipped,9220 Hamme,250,,
https://www.immoweb.be/en/classified/house/for-sale/dessel/2480/20303154,,,Good,354837,,House,,,,,,3,House,,2480 Dessel,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9040/20304532,,,Good,379000,,House,,,,,2,4,House,Semi equipped,9040 GENT,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/20286986,43,,Good,1395000,,Apartment block,,,,,2,8,Apartment block,,1050 Ixelles,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/brugge/8000/20285923,,,Just renovated,1595000,,Exceptional property,,Yes,,,2,3,Exceptional property,Hyper equipped,8000 Brugge,25,,
https://www.immoweb.be/en/classified/house/for-sale/beerzel/2580/20270371,,,To renovate,318000,,House,,,Yes,,,3,House,Installed,2580 Beerzel,,,
https://www.immoweb.be/en/classified/house/for-sale/belsele/9111/20270339,,,To renovate,335000,,House,,No,,,,4,House,,9111 Belsele,,,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1020/20256684,,,Good,360000,,House,,No,,,2,5,House,Hyper equipped,1020 Bruxelles,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/kortemark/8610/20264096,,,,389574,,,,,,,,,,,8610 Kortemark,,,
https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/20272993,,,Good,498500,,House,,,Yes,,,3,House,Installed,2550 KONTICH,,,
https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20215955,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/20147950,,,To renovate,795000,,Mixed-use building,,No,,,2,1,Mixed-use building,Installed,1000 Bruxelles,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/zwevezele/8750/20262952,,,As new,1775000,,Country house,,,Yes,,4,7,Country house,,8750 Zwevezele,,,
https://www.immoweb.be/en/classified/chalet/for-sale/sprimont/4140/20314314,,,Good,84000,,Chalet,,No,Yes,,4,2,Chalet,,4140 Sprimont,,,
https://www.immoweb.be/en/classified/house/for-sale/kortrijk-kortrijk/8500/20313971,,,,259000,,House,,No,,,2,3,House,,8500 Kortrijk (Kortrijk),,,
https://www.immoweb.be/en/classified/house/for-sale/maldegem/9990/20313878,,,,309000,,House,,No,Yes,,3,4,House,Installed,9990 Maldegem,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20314399,,,To renovate,339000,,House,,,Yes,,4,2,House,,8000 Brugge,,,
https://www.immoweb.be/en/classified/house/for-sale/oudenburg/8460/20312145,,,,465000,,House,,No,Yes,,3,3,House,,8460 Oudenburg,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/20311759,,,Good,549000,,Apartment block,,,Yes,,2,6,Apartment block,,4000 Liège,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20219285,9,,As new,599000,,House,,No,,,2,3,House,Hyper equipped,9500 Geraardsbergen,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20219281,9,,As new,599000,,House,,No,,,2,3,House,Hyper equipped,9500 Geraardsbergen,,,
https://www.immoweb.be/en/classified/house/for-sale/kalmthout/2920/20313858,,,,735000,,House,,No,Yes,,4,3,House,Hyper equipped,2920 Kalmthout,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/dessel/2480/20312844,,,,1495000,,Mixed-use building,,No,Yes,,4,3,Mixed-use building,Hyper equipped,2480 Dessel,,,
https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/20261589,,,Good,175000,,House,,No,,,,2,House,,8650 Houthulst,,,
https://www.immoweb.be/en/classified/house/for-sale/lessines/7860/20242424,,,To be done up,240000,,House,,,,,4,4,House,Semi equipped,7860 Lessines,280,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20261668,,,Good,285000,,House,,,Yes,,2,3,House,,8800 Roeselare,,,
https://www.immoweb.be/en/classified/house/for-sale/de-panne/8660/20261633,,,Good,374000,,House,,No,,,,4,House,Installed,8660 De Panne,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen-2050/2050/20258636,,,Good,495000,,House,,No,Yes,,,3,House,,2050 Antwerpen (2050),,,
https://www.immoweb.be/en/classified/house/for-sale/villers-le-temple/4550/20259939,45,,Good,549000,,House,,,,,,5,House,Installed,4550 VILLERS-LE-TEMPLE,940,,
https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/20261655,,,Good,3395000,,Villa,,No,Yes,,,4,Villa,,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20294787,30,,Just renovated,259000,,House,,,,,,2,House,,9320 Erembodegem,718,,
https://www.immoweb.be/en/classified/house/for-sale/ledegem/8880/20294606,,,As new,275000,,House,,,,,4,3,House,,8880 Ledegem,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9031/20296561,,,As new,495000,,House,,,Yes,,4,3,House,,9031 Gent,,,
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20295271,,,As new,539000,,House,,,,,4,7,House,,8800 Roeselare,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20296306,,,Good,695000,,House,,,,,3,2,House,Installed,9000 GENT,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/stabroek/2940/20294674,,,As new,895000,,Mixed-use building,,No,,,2,4,Mixed-use building,,2940 Stabroek,,,
https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8301/20296982,,,To renovate,1295000,,Villa,,,,,,,Villa,,8301 Knokke-Heist,,,
https://www.immoweb.be/en/classified/house/for-sale/bachte-maria-leerne/9800/20296830,,,As new,1595000,,House,,,Yes,,4,3,House,,9800 Bachte-Maria-Leerne,,,
https://www.immoweb.be/en/classified/house/for-sale/ochamps/6890/20021965,20,,Good,329000,,House,,No,,,3,3,House,Installed,6890 Ochamps,643,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20110718,21,,As new,393000,,House,,No,,,3,3,House,Hyper equipped,9620 Zottegem,74,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20110721,19,,As new,407000,,House,,No,,,3,3,House,Hyper equipped,9620 Zottegem,75,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20110719,21,,As new,427000,,House,,No,,,3,3,House,Hyper equipped,9620 Zottegem,49,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20110706,19,,As new,432000,,House,,No,,,3,3,House,Hyper equipped,9620 Zottegem,49,,
https://www.immoweb.be/en/classified/villa/for-sale/chastre-villeroux-blanmont/1450/20146922,55,,,525000,,Villa,,No,,,4,3,Villa,USA uninstalled,1450 CHASTRE-VILLEROUX-BLANMONT,1155,,
https://www.immoweb.be/en/classified/villa/for-sale/zwalm/9630/20291409,,,As new,795000,,Villa,,,,,4,4,Villa,,9630 Zwalm,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20297136,16,,Good,439000,,House,,,,,2,4,House,Installed,9000 Gent,70,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/putte/2580/20208586,40,,As new,1055000,,Exceptional property,,,,,4,4,Exceptional property,Installed,2580 Putte,4000,,
https://www.immoweb.be/en/classified/house/for-sale/boom/2850/20309094,,,To be done up,225000,,House,,,,,2,4,House,,2850 Boom,,,
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20309289,,,To renovate,325000,,House,,No,Yes,,3,4,House,Installed,9090 Melle,,,
https://www.immoweb.be/en/classified/house/for-sale/lillois-witterzee/1428/20309388,120,,,620000,,House,,No,,,3,3,House,,1428 Lillois-Witterzee,200,,
https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20290951,,,,355000,,House,,,Yes,,,3,House,Hyper equipped,2500 Lier,,,
https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20290934,,,,569000,,House,,No,,,,5,House,,9940 Evergem,,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20288082,,,To restore,750000,,House,,No,,,2,4,House,Not installed,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/house/for-sale/gimnee/5680/20266513,,,To restore,99000,,House,,,,,3,2,House,Not installed,5680 GIMNÉE,1362,,
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20254532,,,Good,299000,,House,,No,Yes,,3,3,House,Installed,9420 Erpe-Mere,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20265178,,,Good,345000,,House,,No,,,,4,House,,9000 Gent,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/herne/1540/20201071,,,Good,695000,,Country house,,,Yes,,4,4,Country house,,1540 Herne,,,
https://www.immoweb.be/en/classified/house/for-sale/bierges/1301/20212054,110,,As new,1050000,,House,,No,,,4,4,House,Hyper equipped,1301 Bierges,620,,
https://www.immoweb.be/en/classified/mansion/for-sale/leuven/3000/20267356,40,,Good,1145000,,Mansion,,,,,,6,Mansion,,3000 Leuven,,,
https://www.immoweb.be/en/classified/house/for-sale/hamois/5360/20299190,,,As new,349950,,House,,,,,4,3,House,Installed,5360 Hamois,,,
https://www.immoweb.be/en/classified/house/for-sale/jabbeke/8490/20300400,,,Good,369224,,House,,No,,,3,3,House,,8490 Jabbeke,,,
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20298651,,,,487000,,House,,No,Yes,,3,3,House,Hyper equipped,9090 Melle,,,
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20298652,,,,492000,,House,,No,Yes,,3,4,House,Hyper equipped,9090 Melle,,,
https://www.immoweb.be/en/classified/house/for-sale/jabbeke/8490/20300401,,,Good,503243,,House,,No,,,4,3,House,,8490 Jabbeke,,,
https://www.immoweb.be/en/classified/house/for-sale/beersel-alsemberg/1652/20271984,10,,Good,379000,,House,,,,,3,3,House,Installed,,271,,
https://www.immoweb.be/en/classified/house/for-sale/wielsbeke/8710/20255674,,,Good,549000,,House,,,Yes,,,4,House,Installed,8710 Wielsbeke,,,
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20255516,,,Good,1149000,,Villa,,,Yes,,4,4,Villa,Installed,2930 BRASSCHAAT,,,
https://www.immoweb.be/en/classified/house/for-sale/manage/7170/20301278,,,Good,119000,,House,,No,Yes,,3,4,House,Semi equipped,7170 Manage,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/liege-jupillesur-meuse/4020/20301559,,,Good,155000,,Mixed-use building,,No,,,3,3,Mixed-use building,,4020 Liège Jupillesur-Meuse,,,
https://www.immoweb.be/en/classified/house/for-sale/liege-jupillesur-meuse/4020/20301548,,,Good,155000,,House,,No,,,3,3,House,,4020 Liège Jupillesur-Meuse,,,
https://www.immoweb.be/en/classified/house/for-sale/la-louviere-houdeng-goegnies/7110/20302461,,,Good,159000,,House,,No,Yes,,3,2,House,Semi equipped,7110 La Louvière Houdeng-Goegnies,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-ghislain-baudour/7331/20301282,,,To renovate,180000,,House,,No,,,4,3,House,,7331 Saint-Ghislain Baudour,1500,,
https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1850/20301871,,,To renovate,315000,,House,,No,Yes,,3,3,House,,1850 Grimbergen,,,
https://www.immoweb.be/en/classified/house/for-sale/waasmunster/9250/20302635,,,,409000,,House,,,Yes,,3,3,House,,9250 Waasmunster,,,
https://www.immoweb.be/en/classified/house/for-sale/watervliet/9988/20301939,,,As new,599000,,House,,,,,4,4,House,,9988 Watervliet,,,
https://www.immoweb.be/en/classified/house/for-sale/montegnee/4420/20231883,,,,95000,,House,,No,,,2,2,House,,4420 MONTEGNEE,,,
https://www.immoweb.be/en/classified/house/for-sale/montegnee/4420/20231881,,,,99000,,House,,No,,,3,2,House,,4420 MONTEGNEE,,,
https://www.immoweb.be/en/classified/house/for-sale/gedinne/5575/20279361,10,,Good,119000,,House,,No,,,4,1,House,Semi equipped,5575 Gedinne,30,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20266372,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/liege-chenee/4032/20281466,35,,Good,199000,,House,,No,,,2,3,House,Installed,4032 Liège Chênée,35,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20260300,25,,,225000,,House,,No,,,4,4,House,Hyper equipped,9500 Geraardsbergen,370,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20241770,,,As new,229000,,House,,No,,,2,2,House,Installed,4020 Liège,,,
https://www.immoweb.be/en/classified/house/for-sale/verviers-petit-rechain/4800/20278131,,,Good,235000,,House,,No,Yes,,2,3,House,Installed,4800 Verviers Petit-Rechain,188,,
https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20276629,11,,Good,235000,,House,,,,,3,3,House,,8820 Torhout,16,,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20148245,20,,Good,245000,,House,,No,,,2,3,House,Installed,9300 Aalst,180,,
https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20282576,,,Good,246000,,House,,,,,3,4,House,,8020 Oostkamp,98,,
https://www.immoweb.be/en/classified/house/for-sale/hooglede/8830/20274229,20,,Good,255000,,House,,,,,3,2,House,,8830 Hooglede,173,,
https://www.immoweb.be/en/classified/house/for-sale/reningelst/8970/20282468,,,Good,275000,,House,,No,Yes,,3,3,House,Installed,8970 Reningelst,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20260609,,,Good,285000,,House,,No,Yes,,2,2,House,Hyper equipped,9000 Gent,,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20221885,33,,To renovate,289000,,House,,No,,,3,3,House,Installed,9620 Zottegem,400,,
https://www.immoweb.be/en/classified/house/for-sale/marcinelle/6001/20285127,,,Good,299000,,House,,No,,,2,5,House,Installed,6001 Marcinelle,100,,
https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/20273053,,,,300000,,House,,No,Yes,,2,4,House,,6600 Bastogne,,,
https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/20253444,40,,Good,320000,,House,,No,,,2,5,House,Hyper equipped,9470 Denderleeuw,35,,
https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/20201684,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/herchies-jurbise/7050/20263933,,,To renovate,325000,,Country house,,,Yes,,4,4,Country house,Installed,7050 HERCHIES (Jurbise),,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4020/20238175,,,To be done up,360000,,Apartment block,,No,Yes,,2,6,Apartment block,Installed,4020 Liège,40,,
https://www.immoweb.be/en/classified/house/for-sale/grimminge/9506/20284784,,,Good,369000,,House,,No,Yes,,4,2,House,Installed,9506 Grimminge,1351,,
https://www.immoweb.be/en/classified/house/for-sale/sougne-remouchamps/4920/20268276,63,,To be done up,399000,,House,,No,,,4,3,House,Installed,4920 Sougné-remouchamps,1774,,
https://www.immoweb.be/en/classified/villa/for-sale/chastre/1450/20250304,,,,415000,,Villa,,No,Yes,,4,4,Villa,,1450 Chastre,,,
