URL,Locality,Type of property,Furnished,Number of rooms,Fully equipped kitchen,Living Area,Open fire,Terrace Area,Surface of the land,Surface area of the plot of land,Terrace,Swimming pool,Subtype of property,Price,Number of facades,Garden,State of the building,Garden Area
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20302714,8300 Knokke,Apartment,No,2,,,,,,,,,Apartment,525000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/harelbeke/8530/20293967,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent-sint-denijs-westrem/9051/20310300,9051 Gent Sint-Denijs-Westrem,Ground floor,No,2,Hyper equipped,,,3,,,,,Ground floor,490000,2,,As new,87
https://www.immoweb.be/en/classified/apartment/for-sale/blaasveld/2830/20287145,2830 BLAASVELD,Apartment,,2,Semi equipped,,,15,,,,,Apartment,288000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20301397,6900 Marche-en-Famenne,Apartment,No,3,Installed,,,,,,,,Apartment,155000,3,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/20302285,1050 Ixelles,Penthouse,,5,Hyper equipped,,,100,,,,,Penthouse,1350000,4,,As new,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/20302935,9000 Gent,Academie - Gent,,,,,,,,,,,Academie - Gent,From765000To835000,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/middelkerke/8430/20316962,8430 MIDDELKERKE,Flat studio,Yes,,Installed,,,,,,,,Flat studio,115000,,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/20244181,1160 Auderghem,"""Moonrise""",,,,,,,,,,,"""Moonrise""",From271700To936600,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20317207,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20316628,2018 Antwerpen,Apartment,,2,,,,6,,,,,Apartment,449000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20316517,1180 Uccle,Apartment,No,3,Installed,,,16,,,,,Apartment,450000,4,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20196782,,SAINT JOB 119,,,,,,,,,,,SAINT JOB 119,From650000To895000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20309673,2018 Antwerpen,Apartment,No,2,Installed,,,4,,,,,Apartment,269900,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/seraing-boncelles/4100/20309411,4100 Seraing Boncelles,Apartment,No,3,Installed,,,5,,,,,Apartment,360000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20307442,9000 Gent,Apartment,No,1,,,,,,,,,Apartment,385000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20307379,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20293996,1050 Ixelles,Apartment,,3,Installed,,,15,,,,,Apartment,570000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20293863,1150 Woluwe-Saint-Pierre,Apartment,,4,Hyper equipped,,,12,,,,,Apartment,645000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20240771,1030 Schaerbeek,Apartment,No,1,Installed,,,,,,,,Apartment,142500,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20257342,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20222176,1040 Etterbeek,Apartment,No,1,Semi equipped,,,,,,,,Apartment,195000,2,,To renovate,
https://www.immoweb.be/en/classified/ground-floor/for-sale/anderlecht/1070/20231857,1070 Anderlecht,Ground floor,No,3,Hyper equipped,,,4,,,,,Ground floor,265000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20266489,1030 Schaerbeek,Apartment,No,2,Hyper equipped,,,6,,,,,Apartment,295000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20230625,1200 Woluwe-Saint-Lambert,Apartment,No,1,Hyper equipped,,,4,,,,,Apartment,295000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20265748,1080 Molenbeek-Saint-Jean,Apartment,No,3,Hyper equipped,,,16,,,,,Apartment,310000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/20228295,1000 Brussels,Apartment,No,2,Hyper equipped,,,17,,,,,Apartment,460000,2,,As new,
https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/20209320,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20200669,1200 Woluwe-Saint-Lambert,Penthouse,Yes,4,Hyper equipped,,,45,,,,,Penthouse,1195000,3,,As new,
https://www.immoweb.be/en/classified/duplex/for-sale/heist-aan-zee/8301/20282649,8301 Heist-aan-Zee,Duplex,No,4,Hyper equipped,,,40,,,,,Duplex,1650000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20298375,2600 BERCHEM,Apartment,,2,Installed,,,12,,,,,Apartment,385000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20297894,1190 Forest,Apartment,No,2,Hyper equipped,,,,,,,,Apartment,399000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20299780,1000 BRUSSEL,Apartment,Yes,3,Installed,,,12,,,,,Apartment,628000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20311390,8301 HEIST-AAN-ZEE,Apartment,,2,,,,,,,,,Apartment,299000,,,To restore,
https://www.immoweb.be/en/classified/apartment/for-sale/vichte/8570/20290914,8570 Vichte,Apartment,,2,Hyper equipped,,,,,,Yes,,Apartment,249000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20288792,8300 Knokke-Zoute,Apartment,No,2,Installed,,,,,,Yes,,Apartment,685000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20290804,8301 Heist-aan-Zee,Apartment,No,3,,,,22,,,,,Apartment,745000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20288788,8300 Knokke-Zoute,Apartment,No,2,Hyper equipped,,,,,,Yes,,Apartment,2375000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20303192,8370 Blankenberge,Apartment,No,2,,,,,,,,,Apartment,140000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20304264,8370 Blankenberge,Apartment,No,2,,,,,,,,,Apartment,185000,,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20306316,4000 Liège,Apartment,No,1,Installed,,,,,,,,Apartment,199000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20307381,1000 Bruxelles,Apartment,No,1,Installed,,,,,,,,Apartment,325000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20307827,1000 Bruxelles,Apartment,No,1,Installed,,,,,,,,Apartment,345000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294254,8400 Oostende,Apartment,,1,,,,15,,,,,Apartment,135000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20295467,1000 BRUXELLES,Apartment,Yes,1,USA semi equipped,,,,,,,,Apartment,165000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20295823,4020 Liège,Apartment,No,3,Hyper equipped,,,,,,Yes,,Apartment,445000,3,,As new,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/westende/8434/20279593,8434 Westende,Botanic,,,,,,,,,,,Botanic,From260000To740000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussels/1000/20222398,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20135790,1140 Evere,"""C103""",,,,,,,,,,,"""C103""",From400000To410000,,,,
https://www.immoweb.be/en/classified/loft/for-sale/brakel/9660/20290573,9660 Brakel,Loft,,2,Installed,,,,,,Yes,,Loft,235000,2,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20306264,1040 Etterbeek,Penthouse,No,2,Hyper equipped,,,43,,,,,Penthouse,800000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9040/20305326,9040 GENT,Apartment,,4,,,,2,,,,,Apartment,390000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20245205,1180 Uccle,Apartment,No,2,Hyper equipped,,,10,,,,,Apartment,239000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/aalter/9880/20282323,9880 Aalter,Apartment,No,2,Installed,,,14,,,,,Apartment,379000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20252770,1030 Schaerbeek,Apartment,No,2,Hyper equipped,,,10,,,,,Apartment,430000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/20293495,3500 Hasselt,Apartment,,2,,,,15,,,,,Apartment,239000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20257426,1200 Woluwe-Saint-Lambert,Apartment,No,2,Installed,,,8,,,,,Apartment,495000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20288074,2018 ANTWERPEN,Apartment,,1,Installed,,,2,,,,,Apartment,295000,2,,Just renovated,
https://www.immoweb.be/en/classified/duplex/for-sale/antwerpen/2018/20288075,2018 ANTWERPEN,Duplex,,3,Installed,,,2,,,,,Duplex,375000,2,,Just renovated,
https://www.immoweb.be/en/classified/duplex/for-sale/schoonaarde/9200/20300760,9200 SCHOONAARDE,Duplex,,2,Installed,,,8,,,,,Duplex,275000,2,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2000/20302311,2000 ANTWERPEN,Penthouse,,1,Installed,,,,,,,,Penthouse,279000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20300880,1500 HALLE,Apartment,,2,Installed,,,,,,Yes,,Apartment,359000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20302587,1050 IXELLES,Apartment,,2,Not installed,,,,,,,,Apartment,425000,3,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20302588,1190 FOREST,Apartment,,2,Not installed,,,,,,,,Apartment,425000,3,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20300005,1050 Ixelles,Apartment,No,2,Hyper equipped,,,11,,,,,Apartment,453000,2,,As new,
https://www.immoweb.be/en/classified/triplex/for-sale/wemmel/1780/20315386,,Triplex,,4,USA installed,,,31,,,,,Triplex,395000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20315567,1000 Brussel,Apartment,No,3,Installed,,,15,,,,,Apartment,725000,4,,As new,
https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/20315471,,Penthouse,No,3,Hyper equipped,,,150,,,,,Penthouse,725000,4,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-gillis/1060/20314983,1060 Sint-Gillis,Apartment,,3,Hyper equipped,,,2,,,,,Apartment,388000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge/9050/20291996,9050 Gentbrugge,Apartment,No,2,,,,,,,,,Apartment,269000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/20309818,9230 Wetteren,Apartment,No,2,Hyper equipped,,,20,,,,,Apartment,338000,4,,As new,
https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/20309367,8370 BLANKENBERGE,Flat studio,Yes,,Installed,,,,,,,,Flat studio,135000,2,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/la-louviere/7100/20303288,7100 La Louvière,Ground floor,No,2,,,,,,,,,Ground floor,180000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20307437,9000 Gent,Apartment,No,2,,,,,,,,,Apartment,368500,,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/beveren-waas/9120/20308639,9120 Beveren-Waas,Apartment,No,3,,,,,,,Yes,,Apartment,490000,,,As new,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oudenaarde/9700/20278593,9700 Oudenaarde,Residentie Villam,,,,,,,,,,,Residentie Villam,From162360To259600,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/herentals/2200/20278979,2200 HERENTALS,De Gaanderij,,,,,,,,,,,De Gaanderij,From220000To515000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/westerlo/2260/20279046,2260 WESTERLO,Residentie Westerling,,,,,,,,,,,Residentie Westerling,From315000To415000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20284620,2100 DEURNE,Apartment,,2,,,,,,,,,Apartment,199000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20267532,4000 Liège,Apartment,No,3,Installed,,,,,,Yes,,Apartment,210000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20284240,2000 ANTWERPEN,Apartment,No,1,Installed,,,,,,,,Apartment,245000,3,,Good,
https://www.immoweb.be/en/classified/duplex/for-sale/bassenge/4690/20141631,4690 Bassenge,Duplex,No,4,Installed,,,84,,,,,Duplex,274000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-etienne/1932/20284128,1932 Woluwe-Saint-Etienne,Apartment,No,2,Semi equipped,,,16,,,,,Apartment,280000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20284185,1070 Anderlecht,Apartment,No,2,Hyper equipped,,,12,,,,,Apartment,295000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/genval/1332/20233289,1332 Genval,Apartment,No,1,Installed,,,5,,,,,Apartment,295000,,,As new,2000
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20260785,1090 Jette,Apartment,No,3,Installed,,,,,,,,Apartment,299000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20284303,8370 BLANKENBERGE,Apartment,Yes,2,Installed,,,,,,Yes,,Apartment,399000,2,,Good,
https://www.immoweb.be/en/classified/loft/for-sale/schaerbeek/1030/20225402,1030 Schaerbeek,Loft,No,3,Hyper equipped,,,25,,,,,Loft,1095000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20297323,1800 Vilvoorde,Apartment,,1,,,,,,,,,Apartment,160000,,,To renovate,
https://www.immoweb.be/en/classified/flat-studio/for-sale/etterbeek/1040/20299124,1040 Etterbeek,Flat studio,,,Installed,,,6,,,,,Flat studio,220000,4,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20299399,1190 Forest,Green Forest - Appartements,,,,,,,,,,,Green Forest - Appartements,From211150To652000,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/waterloo/1410/20313340,,Penthouse,No,1,Hyper equipped,,,10,,,,,Penthouse,485000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20221575,1070 Anderlecht,Apartment,Yes,2,Hyper equipped,,,8,,,,,Apartment,270000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/kortemark/8610/20306364,8610 KORTEMARK,Apartment,,2,Semi equipped,,,,,,Yes,,Apartment,159000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20307836,1082 Berchem-Sainte-Agathe,Apartment,No,1,Installed,,,10,,,,,Apartment,180000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20307223,1150 Woluwe-Saint-Pierre,Apartment,No,2,Installed,,,6,,,,,Apartment,335000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/mere/9420/20306061,9420 MERE,Apartment,,2,Installed,,,8,,,,,Apartment,360000,3,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/liege/4000/20296735,4000 Liège,Ground floor,No,2,Installed,,,29,,,,,Ground floor,149900,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/wanfercee-baulet/6224/20296622,6224 WANFERCÉE-BAULET,Apartment,,2,Installed,,,,,,,,Apartment,160000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/ruisbroek/2870/20295311,2870 RUISBROEK,Apartment,,1,Installed,,,6,,,,,Apartment,195000,2,,,
https://www.immoweb.be/en/classified/apartment/for-sale/jodoigne/1370/20295460,1370 Jodoigne,Apartment,,2,Installed,,,,,,Yes,,Apartment,200000,3,,,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20295057,1190 Forest,Apartment,No,1,Installed,,,8,,,,,Apartment,229000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20295042,1190 Forest,Apartment,No,1,Installed,,,4,,,,,Apartment,229000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20295041,1190 Forest,Apartment,No,1,Installed,,,8,,,,,Apartment,239000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/ath/7800/20239561,7800 ATH,Apartment,,2,Installed,,,,,,,,Apartment,290000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20295963,9000 GENT,Apartment,,2,Semi equipped,,,5,,,,,Apartment,290000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20294889,1000 Bruxelles,Apartment,No,2,Installed,,,,,,,,Apartment,299000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20295037,1190 Forest,Apartment,No,2,Installed,,,4,,,,,Apartment,309000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20295036,1190 Forest,Apartment,No,2,Installed,,,4,,,,,Apartment,329000,,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/beveren/9120/20310430,9120 Beveren,Apartment,No,2,Hyper equipped,,,10,,,,,Apartment,289000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2170/20226731,2170 Antwerpen,Apartment,,2,Installed,,,3,,,,,Apartment,192000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/20287638,3500 Hasselt,Apartment,,2,Installed,,,,,,,,Apartment,220000,,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1050/20288769,1050 Bruxelles,Penthouse,,3,Hyper equipped,,,20,,,,,Penthouse,790000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20306282,1180 Uccle,Apartment,No,2,Hyper equipped,,,8,,,,,Apartment,635000,,,As new,
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/20307305,1180 Uccle,Ground floor,No,3,Hyper equipped,,,21,,,,,Ground floor,645000,3,,As new,244
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20306267,1180 Uccle,Penthouse,No,2,Hyper equipped,,,30,,,,,Penthouse,980000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20302810,2800 Mechelen,Apartment,,1,Hyper equipped,,,,,,Yes,,Apartment,248000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nazareth/9810/20302612,9810 Nazareth,Apartment,,1,,,,,,,,,Apartment,265000,,,Good,
https://www.immoweb.be/en/classified/loft/for-sale/brussel/1000/20303176,1000 Brussel,Loft,No,2,Hyper equipped,,,,,,,,Loft,449000,2,,Good,
https://www.immoweb.be/en/classified/loft/for-sale/kortrijk/8500/20302546,8500 Kortrijk,Loft,No,2,Hyper equipped,,,,,,,,Loft,465000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20305014,9000 Gent,Apartment,No,2,Hyper equipped,,,12,,,,,Apartment,474000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20302564,8500 Kortrijk,Apartment,No,4,Hyper equipped,,,,,,Yes,,Apartment,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anzegem/8570/20302632,8570 Anzegem,Apartment,No,,,,,,,,,,Apartment,1670000,4,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bertrix/6880/20117837,6880 Bertrix,"Résidence ""Enzo""",,,,,,,,,,,"Résidence ""Enzo""",From259900To279900,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evergem/9940/20277834,9940 EVERGEM,Residentie Koriander | EVERGEM,,,,,,,,,,,Residentie Koriander | EVERGEM,From263668To387468,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/schaerbeek/1030/20275926,1030 Schaerbeek,IDYLLES,,,,,,,,,,,IDYLLES,From265000To500000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20275934,1140 Evere,HANRIOT,,,,,,,,,,,HANRIOT,From269000To469000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20309855,9000 Gent,Apartment,No,2,Installed,,,,,,,,Apartment,225000,3,,As new,
https://www.immoweb.be/en/classified/ground-floor/for-sale/mortsel/2640/20262780,2640 MORTSEL,Ground floor,,1,Installed,,,30,,,,,Ground floor,225000,2,,Good,106
https://www.immoweb.be/en/classified/apartment/for-sale/asse/1730/20291770,1730 Asse,Apartment,,2,USA installed,,,18,,,,,Apartment,309000,1,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20203522,9700 Oudenaarde,Apartment,No,2,,,,28,,,,,Apartment,195000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20285478,9700 Oudenaarde,Apartment,Yes,2,,,,10,,,,,Apartment,195000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20285225,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20277902,1180 UCCLE,Apartment,,6,Hyper equipped,,,50,,,,,Apartment,1680000,2,,As new,210
https://www.immoweb.be/en/classified/duplex/for-sale/rendeux/6987/20300851,6987 Rendeux,Duplex,No,1,Semi equipped,,,,,,,,Duplex,125000,2,,Good,
https://www.immoweb.be/en/classified/kot/for-sale/bruxelles/1000/20301337,1000 Bruxelles,Kot,Yes,1,Not installed,,,,,,,,Kot,146000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20299621,8400 Oostende,Apartment,No,2,,,,3,,,,,Apartment,355000,,,Good,
https://www.immoweb.be/en/classified/duplex/for-sale/oostende/8400/20299598,8400 Oostende,Duplex,,2,,,,6,,,,,Duplex,355000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20316118,1000 Bruxelles,Apartment,,1,Not installed,,,15,,,,,Apartment,189000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20316821,2640 Mortsel,Apartment,,2,Installed,,,1square meter,,,,,Apartment,199000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20316757,2018 Antwerpen,Apartment,,2,,,,12,,,,,Apartment,449000,,,As new,45
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20275567,2140 BORGERHOUT,Apartment,,2,Installed,,,6,,,,,Apartment,225000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20175838,1050 Ixelles,Apartment,No,1,Installed,,,6,,,,,Apartment,220000,2,,To renovate,
https://www.immoweb.be/en/classified/flat-studio/for-sale/ganshoren/1083/20236460,1083 Ganshoren,Flat studio,No,,Installed,,,80,,,,,Flat studio,220000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/kontich/2550/20284314,2550 KONTICH,Apartment,,2,Installed,,,,,,Yes,,Apartment,249000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20280742,1070 Anderlecht,Apartment,No,2,Semi equipped,,,,,,,,Apartment,300000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20220248,6700 Arlon,Apartment,No,2,Semi equipped,,,5,,,,,Apartment,310000,2,,Good,
https://www.immoweb.be/en/classified/duplex/for-sale/braine-lalleud/1420/20131199,1420 Braine-l'Alleud,Duplex,No,3,Semi equipped,,,6,,,,,Duplex,345000,2,,As new,
https://www.immoweb.be/en/classified/penthouse/for-sale/laeken/1020/20209482,1020 Laeken,Penthouse,No,3,Installed,,,52,,,,,Penthouse,365000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/tihange/4500/20300842,4500 Tihange,Apartment,No,2,,,,16,,,,,Apartment,269000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/tihange/4500/20300841,4500 Tihange,Apartment,No,2,,,,9,,,,,Apartment,279000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20297898,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/anderlecht/1070/20299630,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/bruxelles/1020/20297524,1020 Bruxelles,Duplex,No,3,Semi equipped,,,4,,,,,Duplex,275000,2,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/nazareth/9810/20297173,9810 Nazareth,Apartment,No,2,,,,,,,Yes,,Apartment,289000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20298873,1040 Etterbeek,Apartment,No,2,Installed,,,,,,,,Apartment,305000,2,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20296344,9000 Gent,Ground floor,Yes,3,Hyper equipped,,,,,,Yes,,Ground floor,419000,2,,As new,45
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20299783,1000 BRUSSEL,Apartment,,2,Installed,,,13,,,,,Apartment,545000,,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/balen/2490/20273603,2490 BALEN,Kleinschalig nieuwbouwproject,,,,,,,,,,,Kleinschalig nieuwbouwproject,From225000To295000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/scherpenheuvel/3270/20271603,3270 Scherpenheuvel,RESIDENTIE AUGUST,,,,,,,,,,,RESIDENTIE AUGUST,From235000To379000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ieper/8900/20266328,8900 Ieper,De Kerselaar,,,,,,,,,,,De Kerselaar,From240000To300000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/halen/3545/20275531,3545 Halen,,,,,,,,,,,,,From279600To373600,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/avelgem/8580/20274844,8580 AVELGEM,RESIDENTIE VERIKA,,,,,,,,,,,RESIDENTIE VERIKA,From389400To417400,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-pierre/1150/20232166,1150 Woluwe-Saint-Pierre,THE POST,,,,,,,,,,,THE POST,From425000To1100000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20313860,1140 Evere,Apartment,Yes,2,Hyper equipped,,,5,,,,,Apartment,405000,2,,As new,
