URL,Garden Area,Garden,Price,Type of property,Subtype of property,Open fire,State of the building,Surface of the land,Locality,Fully equipped kitchen,Number of facades,Terrace,Living Area,Swimming pool,Furnished,Number of rooms,Surface area of the plot of land,Terrace Area
https://www.immoweb.be/en/classified/apartment/for-sale/staden/8840/20192212,,,256850,Apartment,Apartment,,Good,,8840 Staden,Installed,,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/izegem/8870/11347064,,,259000,Apartment,Apartment,,Good,,8870 Izegem,Installed,,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/izegem/8870/11358430,,,259000,Apartment,Apartment,,Good,,8870 Izegem,Installed,,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/izegem/8870/11347062,,,259000,Apartment,Apartment,,Good,,8870 Izegem,Installed,,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20197765,,,266500,Apartment,Apartment,,,,9100 SINT-NIKLAAS,Installed,2,,,,,1,,11
https://www.immoweb.be/en/classified/apartment/for-sale/handzame/8610/20242791,,,284400,Apartment,Apartment,,Good,,8610 Handzame,Installed,,,,,No,2,,28
https://www.immoweb.be/en/classified/apartment/for-sale/bachte-maria-leerne/9800/11050112,,,298000,Apartment,Apartment,,Good,,9800 Bachte-Maria-Leerne,Installed,,,,,No,1,,10
https://www.immoweb.be/en/classified/apartment/for-sale/bachte-maria-leerne/9800/11005819,,,298000,Apartment,Apartment,,Good,,9800 Bachte-Maria-Leerne,Installed,,,,,No,1,,10
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20197762,,,316500,Apartment,Apartment,,,,9100 SINT-NIKLAAS,Installed,2,,,,,2,,11
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20197756,,,326500,Apartment,Apartment,,,,9100 SINT-NIKLAAS,Installed,2,,,,,2,,11
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20004508,26,,334000,Apartment,Apartment,,As new,,1082 BERCHEM-SAINTE-AGATHE,Hyper equipped,3,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/puurs/2870/20227660,,,359000,Apartment,Apartment,,,,2870 PUURS,USA hyper equipped,4,,,,,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/bachte-maria-leerne/9800/11050107,,,359000,Apartment,Apartment,,Good,,9800 Bachte-Maria-Leerne,Installed,,,,,No,2,,64
https://www.immoweb.be/en/classified/penthouse/for-sale/sint-truiden/3800/20201592,,,368615,Penthouse,Penthouse,,Good,,3800 Sint-Truiden,Hyper equipped,,,,,No,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/11112321,,,370000,Apartment,Apartment,,As new,,1080 MOLENBEEK-SAINT-JEAN,Hyper equipped,2,Yes,,,,2,,
https://www.immoweb.be/en/classified/penthouse/for-sale/puurs/2870/20227663,,,379000,Penthouse,Penthouse,,,,2870 PUURS,USA hyper equipped,4,,,,,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11201999,,,384500,Apartment,Apartment,,Good,,9000 Gent,Installed,,,,,No,2,,20
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20033872,,,391500,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,1,,25
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20197764,,,395000,Apartment,Apartment,,,,9100 SINT-NIKLAAS,Installed,2,,,,,3,,9
https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/11369188,,,395000,Apartment,Apartment,,Good,,9230 Wetteren,,,,,,No,2,,14
https://www.immoweb.be/en/classified/duplex/for-sale/jette/1090/20051046,,,403520,Duplex,Duplex,,As new,,1090 JETTE,Hyper equipped,3,,,,,2,,35
https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/11078236,11,,409000,Ground floor,Ground floor,,As new,,1200 Woluwe-Saint-Lambert,Hyper equipped,2,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20033867,,,432000,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,2,,25
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/11406563,,,441000,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,2,,28
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/11406561,,,442500,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,2,,29
https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/20058509,,,450000,Duplex,Duplex,,Good,,1180 Uccle,Hyper equipped,,,,,No,2,,25
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/11406564,,,457500,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,2,,26
https://www.immoweb.be/en/classified/apartment/for-sale/puurs/2870/20227661,,,482000,Apartment,Apartment,,,,2870 PUURS,USA hyper equipped,4,,,,,3,,34
https://www.immoweb.be/en/classified/duplex/for-sale/jette/1090/20050870,,,485000,Duplex,Duplex,,As new,,1090 JETTE,Hyper equipped,3,,,,,2,,35
https://www.immoweb.be/en/classified/penthouse/for-sale/puurs/2870/20227664,,,486000,Penthouse,Penthouse,,,,2870 PUURS,USA hyper equipped,4,,,,,2,,19
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11322609,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/rixensart/1330/20146537,,,560000,Penthouse,Penthouse,,As new,,1330 Rixensart,Semi equipped,3,,,,No,2,,15
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20033870,,,607000,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,3,,24
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20033871,,,637000,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,3,,26
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/20150404,9,,735000,Ground floor,Ground floor,,As new,,1180 Uccle,Hyper equipped,,,,,No,2,,11
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/11322648,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20198341,,,1295000,Apartment,Apartment,,Just renovated,,8300 Knokke-Heist,Hyper equipped,2,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/lambermont/4800/20257119,,,239000,Apartment,Apartment,,,,4800 LAMBERMONT,Installed,3,,,,,2,,10
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20240926,,,259000,Apartment,Apartment,,To be done up,,1200 Woluwe-Saint-Lambert,Semi equipped,2,,,,No,1,,3
https://www.immoweb.be/en/classified/duplex/for-sale/ranst/2520/20125885,,,314000,Duplex,Duplex,,Good,,2520 Ranst,Hyper equipped,,,,,No,2,,20
https://www.immoweb.be/en/classified/triplex/for-sale/schaerbeek/1030/20255401,,,369000,Triplex,Triplex,,To renovate,,1030 Schaerbeek,Not installed,3,,,,No,6,,20
https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/20233945,,,385000,Apartment,Apartment,,Good,,2930 Brasschaat,Hyper equipped,,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20255399,,,699000,Apartment,Apartment,,To renovate,,1030 Schaerbeek,Not installed,3,,,,No,6,,60
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20212729,,,950000,Apartment,Apartment,,As new,,2000 Antwerpen,,2,,,,,3,,86
https://www.immoweb.be/en/classified/apartment/for-sale/helecine/1357/20315406,,,234500,Apartment,Apartment,,,,,,3,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20274927,,,299000,Apartment,Apartment,,Good,,,Hyper equipped,2,,,,,1,,7
https://www.immoweb.be/en/classified/loft/for-sale/forest/1190/20236878,,,595000,Loft,Loft,,As new,,1190 Forest,Hyper equipped,,,,,No,3,,60
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20141779,,,685000,Apartment,Apartment,,As new,,2000 Antwerpen,Hyper equipped,2,,,,No,3,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/20303009,,,From454500To549000,FOX,FOX,,,,9000 Gent,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bissegem/8501/20293007,,,169000,Apartment,Apartment,,Good,,8501 Bissegem,,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/braine-le-comte/7090/20293077,30,,260000,Apartment,Apartment,,,,,Installed,2,,,,,2,,13
https://www.immoweb.be/en/classified/service-flat/for-sale/sint-martens-latem/9830/20292967,,,260000,Service flat,Service flat,,Good,,9830 Sint-Martens-Latem,,,,,,,1,,
https://www.immoweb.be/en/classified/triplex/for-sale/schaerbeek/1030/20293300,,,295000,Triplex,Triplex,,To renovate,,,Semi equipped,2,,,,No,5,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20249694,,,130000,Apartment,Apartment,,Good,,8430 MIDDELKERKE,Semi equipped,,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20269755,,,169900,Apartment,Apartment,,,,4000 LIÈGE,,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20220395,,,325000,Apartment,Apartment,,Good,,8400 Oostende,Installed,3,,,,No,2,,13
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20253152,,,495000,Apartment,Apartment,,Good,,,Hyper equipped,2,,,,No,1,,13
https://www.immoweb.be/en/classified/apartment/for-sale/la-louviere/7100/20259043,,,115000,Apartment,Apartment,,Good,,7100 La Louvière,Semi equipped,3,,,,No,1,,7
https://www.immoweb.be/en/classified/kot/for-sale/pentagone-bruxelles/1000/20277652,,,125000,Kot,Kot,,,,1000 Pentagone (Bruxelles),,2,,,,No,,,
https://www.immoweb.be/en/classified/kot/for-sale/pentagone-bruxelles/1000/20277584,,,125000,Kot,Kot,,,,1000 Pentagone (Bruxelles),,2,,,,No,,,
https://www.immoweb.be/en/classified/kot/for-sale/pentagone-bruxelles/1000/20277583,,,125000,Kot,Kot,,,,1000 Pentagone (Bruxelles),,2,,,,No,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/saint-gilles/1060/20256719,,,135000,Flat studio,Flat studio,,To renovate,,1060 Saint-Gilles,Semi equipped,2,,,,No,,,15
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20197812,,,220000,Apartment,Apartment,,Good,,1190 Forest,,2,,,,,2,,14
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20284119,,,250000,Apartment,Apartment,,,,1190 Forest,,2,,,,No,2,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/seraing/4102/20249871,,,255000,Ground floor,Ground floor,,,,4102 Seraing,,2,,,,No,3,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/brussel/1000/20280435,,,258000,Ground floor,Ground floor,,,,1000 Brussel,Semi equipped,2,,,,No,1,,28
https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/20280371,,,275000,Apartment,Apartment,,,,1780 Wemmel,,2,,,,No,2,,6
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20270941,,,289000,Apartment,Apartment,,Just renovated,,2000 Antwerpen,Hyper equipped,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20127674,,,299000,Apartment,Apartment,,As new,,,Hyper equipped,2,,,,No,2,,15
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20282763,,,385000,Apartment,Apartment,,Good,,,Installed,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20267875,,,395000,Apartment,Apartment,,As new,,,USA hyper equipped,2,,,,,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20280403,,,395000,Apartment,Apartment,,To renovate,,8400 Oostende,Semi equipped,,,,,No,5,,55
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20279498,,,405000,Apartment,Apartment,,As new,,8300 Knokke-Heist,Hyper equipped,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20285704,,,425000,Apartment,Apartment,,,,1030 Schaerbeek,,2,,,,No,2,,
https://www.immoweb.be/en/classified/penthouse/for-sale/molenbeek-saint-jean/1080/20243216,,,480000,Penthouse,Penthouse,,,,1080 Molenbeek-Saint-Jean,Hyper equipped,2,,,,No,3,,60
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3001/20274567,66,,495000,Apartment,Apartment,,Good,,3001 Leuven,,,,,,,2,,14
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3001/20274566,164,,495000,Apartment,Apartment,,Good,,3001 Leuven,,,,,,,2,,24
https://www.immoweb.be/en/classified/penthouse/for-sale/waterloo/1410/20272109,,,499000,Penthouse,Penthouse,,As new,,,Hyper equipped,4,,,,No,3,,8
https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar/2630/20259862,,,499000,Apartment,Apartment,,Good,,2630 Aartselaar,,2,,,,,2,,30
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20164768,,,545000,Apartment,Apartment,,Good,,2610 Wilrijk,,2,,,,,2,,
https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/20134363,,,590000,Duplex,Duplex,,Good,,8300 Knokke-Heist,Hyper equipped,2,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20280867,,,665000,Apartment,Apartment,,Good,,8300 Knokke,,,,,,,2,,9
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20142256,,,695000,Apartment,Apartment,,Good,,,Installed,2,,,,No,3,,16
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20259974,,,739000,Apartment,Apartment,,As new,,8300 Knokke-Heist,Hyper equipped,3,Yes,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20181386,,,795000,Apartment,Apartment,,As new,,,Installed,3,,,,No,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20268627,,,795000,Apartment,Apartment,,As new,,8300 Knokke-Heist,Hyper equipped,2,Yes,,,Yes,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20243693,,,835000,Apartment,Apartment,,As new,,8300 Knokke-Heist,Hyper equipped,2,Yes,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20135497,,,999999,Apartment,Apartment,,As new,,8300 Knokke-Heist,Hyper equipped,3,,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist-knokke/8300/20252009,,,1095000,Apartment,Apartment,,,,8300 Knokke-Heist Knokke,,2,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20283687,,,2595000,Apartment,Apartment,,Good,,8300 Knokke-Heist,Installed,3,Yes,,,No,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20221652,,,3650000,Apartment,Apartment,,As new,,8300 Knokke-Heist,Hyper equipped,3,Yes,,,No,4,,
https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/20212718,,,4250000,Duplex,Duplex,,As new,,8300 Knokke-Heist,Hyper equipped,2,Yes,,,No,3,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/yvoir/5530/20297682,,,From220000To360000,New real estate project - Apartments,New real estate project - Apartments,,,,5530 Yvoir,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/beernem/8730/20298985,,,From275000To325000,Urbisol West,Urbisol West,,,,8730 Beernem,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-joost-ten-node/1210/20300254,,,198000,Apartment,Apartment,,,,1210 SINT-JOOST-TEN-NODE,,2,,,,,1,,
https://www.immoweb.be/en/classified/duplex/for-sale/gent/9000/20299613,,,395000,Duplex,Duplex,,Good,,9000 Gent,,,,,,,3,,8
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20297648,,,397000,Apartment,Apartment,,,,2018 Antwerpen,Hyper equipped,,,,,,3,,7
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20249721,,,585000,Apartment,Apartment,,As new,,8370 Blankenberge,,,Yes,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20311772,,,699000,Apartment,Apartment,,,,8300 Knokke-Heist,Hyper equipped,,,,,No,3,,9
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20104019,,,750000,Apartment,Apartment,,As new,,,Hyper equipped,2,,,,No,3,,11
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20303090,,,295000,Apartment,Apartment,,Good,,2600 Berchem,,,,,,,2,,6
https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/20243656,,,550000,Apartment,Apartment,,Just renovated,,,Hyper equipped,4,,,,No,3,,16
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20291741,,,239000,Apartment,Apartment,,As new,,8450 Bredene,,4,,,,,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20290587,,,245000,Apartment,Apartment,,,,1020 LAEKEN,Semi equipped,3,,,,No,3,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9030/20291487,,,298000,Apartment,Apartment,,Good,,9030 Gent,Installed,3,Yes,,,No,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/gistel/8470/20248433,,,365000,Apartment,Apartment,,Good,,8470 Gistel,Hyper equipped,,,,,No,3,,13
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20308829,,,240000,Apartment,Apartment,,Just renovated,,,USA installed,2,,,,,1,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen/2060/20260210,,,132000,Flat studio,Flat studio,,,,2060 Antwerpen,Semi equipped,2,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/chaumont-gistoux/1325/20260372,,,465000,Apartment,Apartment,,,,1325 CHAUMONT-GISTOUX,,4,,,,,2,,22
https://www.immoweb.be/en/classified/apartment/for-sale/chaumont-gistoux/1325/20260371,,,560000,Apartment,Apartment,,,,1325 CHAUMONT-GISTOUX,USA hyper equipped,4,,,,,3,,49
https://www.immoweb.be/en/classified/apartment/for-sale/juprelle/4450/20237281,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/heusy/4802/20275995,91,,226000,Apartment,Apartment,,,,4802 Heusy,Installed,4,,,,No,1,,11
https://www.immoweb.be/en/classified/apartment/for-sale/libramont-chevigny/6800/20273371,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2020/2020/20274782,,,265000,Apartment,Apartment,,,,2020 Antwerpen (2020),,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20202111,,,275000,Apartment,Apartment,,To be done up,,1150 Woluwe-Saint-Pierre,Installed,2,,,,No,1,,10
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20294414,,,379000,Apartment,Apartment,,Good,,1070 Anderlecht,Hyper equipped,3,,,,,3,,6
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20284014,,,410000,Apartment,Apartment,,As new,,1020 Bruxelles,Hyper equipped,2,,,,,3,,18
https://www.immoweb.be/en/classified/apartment/for-sale/spa/4900/20231405,116,,425000,Apartment,Apartment,,As new,,4900 Spa,Installed,2,,,,No,3,,38
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20310200,,,218000,Apartment,Apartment,,Good,,1083 Ganshoren,Semi equipped,2,,,,,1,,3
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20296097,,,215000,Apartment,Apartment,,,,2600 Berchem,Not installed,,,,,No,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20295455,,,235000,Apartment,Apartment,,,,,Installed,3,,,,Yes,1,,10
https://www.immoweb.be/en/classified/duplex/for-sale/huizingen/1654/20296100,,,269000,Duplex,Duplex,,Good,,1654 Huizingen,Installed,2,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20295141,,,650000,Apartment,Apartment,,Good,,,Hyper equipped,2,,,,No,3,,14
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/20296732,,,875000,Penthouse,Penthouse,,Just renovated,,,Hyper equipped,3,,,,No,2,,25
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/20296844,,,1150000,Penthouse,Penthouse,,Just renovated,,,Hyper equipped,3,,,,No,3,,42
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20311584,,,599000,Penthouse,Penthouse,,As new,,,Hyper equipped,3,,,,No,3,,16
https://www.immoweb.be/en/classified/apartment/for-sale/charleroi-monceau-sur-sambre/6031/20242336,,,149000,Apartment,Apartment,,As new,,6031 Charleroi Monceau-sur-Sambre,Hyper equipped,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/vierset-barse/4577/20254069,,,225000,Apartment,Apartment,,,,4577 VIERSET-BARSE,Not installed,,,,,,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20140000,,,195000,Apartment,Apartment,,Good,,1080 Molenbeek-Saint-Jean,Installed,2,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/20252874,,,230000,Apartment,Apartment,,,,1780 Wemmel,,2,,,,No,2,,4
https://www.immoweb.be/en/classified/apartment/for-sale/ieper/8900/20250817,,,259000,Apartment,Apartment,,As new,,8900 Ieper,Installed,4,,,,No,2,,6
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20124053,,,545000,Apartment,Apartment,,To renovate,,,Not installed,3,,,,No,4,,12
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20305824,,,525000,Apartment,Apartment,,As new,,,Hyper equipped,2,,,,No,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/alleur/4432/20289696,,,199000,Apartment,Apartment,,Good,,4432 Alleur,Not installed,2,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/kapellen/2950/20290352,45,,340000,Apartment,Apartment,,Good,,2950 Kapellen,Hyper equipped,,,,,No,2,,
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/20289388,,,795000,Penthouse,Penthouse,,As new,,,Hyper equipped,2,,,,Yes,2,,60
https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/20303367,,,252000,Apartment,Apartment,,As new,,9040 SINT-AMANDSBERG,Installed,,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/10717994,,,105000,Apartment,Apartment,,Good,,4000 Liege,Installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/grandmenil/6960/20067238,,,118500,Apartment,Apartment,,,,6960 GRANDMENIL,,3,,,,,2,,15
https://www.immoweb.be/en/classified/apartment/for-sale/grandmenil/6960/20067239,,,118500,Apartment,Apartment,,,,6960 GRANDMENIL,,3,,,,,2,,15
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20154640,,,119000,Apartment,Apartment,,,,4500 HUY,,2,,,,No,1,,6
https://www.immoweb.be/en/classified/service-flat/for-sale/assebroek/8310/10395115,,,125000,Service flat,Service flat,,To be done up,,8310 Assebroek,,,Yes,,,Yes,1,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/20172552,,,130000,Flat studio,Flat studio,,,,8370 Blankenberge,,,Yes,,,Yes,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/11352960,,,135000,Flat studio,Flat studio,,As new,,8370 Blankenberge,Hyper equipped,2,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20152829,,,146775,Apartment,Apartment,,,,8400 Oostende,,,,,,,1,,12
https://www.immoweb.be/en/classified/flat-studio/for-sale/auderghem/1160/10831388,,,150000,Flat studio,Flat studio,,As new,,1160 Auderghem,Hyper equipped,,,,,No,1,,15
https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/20067028,,,159900,Apartment,Apartment,,Good,,2500 Lier,Installed,2,,,,No,1,,14
https://www.immoweb.be/en/classified/apartment/for-sale/le-roeulx/7070/11140941,,,160000,Apartment,Apartment,,Good,,7070 Le Rœulx,Installed,,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20239941,,,162000,Apartment,Apartment,,,,8400 Oostende,,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/celles-7760/7760/20201529,,,165000,Apartment,Apartment,,Just renovated,,7760 Celles (7760),Installed,,,,,,1,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/middelkerke/8430/20228915,,,165000,Flat studio,Flat studio,,Just renovated,,8430 Middelkerke,,,Yes,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ans/4430/20135224,,,169000,Apartment,Apartment,,,,4430 ans,,3,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/ans/4430/20079747,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/paliseul/6850/20079790,,,169000,Apartment,Apartment,,As new,,6850 Paliseul,Hyper equipped,2,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11439007,,,175000,Apartment,Apartment,,To renovate,,1190 Forest,Not installed,2,,,,,1,,
https://www.immoweb.be/en/classified/kot/for-sale/leuven/3000/20144814,,,175000,Kot,Kot,,Good,,3000 LEUVEN,Not installed,2,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/wenduine/8420/11257197,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/nieuwpoort/8620/20164958,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/20233971,,,185000,Apartment,Apartment,,Good,,9620 Zottegem,Installed,2,,,,,1,,12
https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/20075839,,,185000,Apartment,Apartment,,Just renovated,,9900 Eeklo,,,Yes,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20022950,,,195000,Apartment,Apartment,,Just renovated,,1070 ANDERLECHT,Installed,4,,,,,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/11248404,,,195000,Apartment,Apartment,,Good,,4020 Liège,Semi equipped,2,,,,No,2,,1square meter
https://www.immoweb.be/en/classified/apartment/for-sale/sclayn/5300/20237990,,,195000,Apartment,Apartment,,As new,,5300 SCLAYN,Semi equipped,,Yes,,,,2,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/11424594,,,198000,Flat studio,Flat studio,,Good,,3000 Leuven,Installed,4,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11344695,,,198000,Apartment,Apartment,,Good,,8400 Oostende,Installed,4,,,,Yes,2,,3
https://www.immoweb.be/en/classified/apartment/for-sale/sint-truiden/3800/20156269,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20224646,,,199000,Apartment,Apartment,,Good,,4000 Liège,Installed,2,,,,No,2,,8
