URL,Garden Area,Garden,Price,Type of property,Subtype of property,Open fire,State of the building,Surface of the land,Locality,Fully equipped kitchen,Number of facades,Terrace,Living Area,Swimming pool,Furnished,Number of rooms,Surface area of the plot of land,Terrace Area
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20129037,,,229000,Apartment,Apartment,,Good,,8400 Oostende,Installed,,,,,Yes,1,,10
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20207035,,,229900,Apartment,Apartment,,,,2100 Deurne,Semi equipped,,,,,,3,,11
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/10183359,300,,229990,Apartment,Apartment,,Just renovated,,1083 Ganshoren,Hyper equipped,2,,,,No,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/10163550,300,,229990,Apartment,Apartment,,Just renovated,,1083 Ganshoren,Hyper equipped,2,,,,No,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20013656,,,230000,Apartment,Apartment,,Good,,8434 WESTENDE,Not installed,2,Yes,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20007378,,,240000,Apartment,Apartment,,Good,,1080 Molenbeek-Saint-Jean,Installed,,,,,No,2,,7
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/10671260,,,240000,Apartment,Apartment,,Good,,8540 Deerlijk,,,,,,,1,,18
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/10671248,,,244750,Apartment,Apartment,,Good,,8540 Deerlijk,,,,,,,1,,18
https://www.immoweb.be/en/classified/apartment/for-sale/ruisbroek-1601/1601/20142987,,,245000,Apartment,Apartment,,Just renovated,,1601 Ruisbroek (1601),Hyper equipped,,,,,No,2,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/willebroek/2830/20208537,16,,245000,Ground floor,Ground floor,,As new,,2830 Willebroek,,,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20068814,,,245000,Apartment,Apartment,,Good,,8301 Heist-aan-Zee,Installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20246226,,,247000,Apartment,Apartment,,Good,,1083 GANSHOREN,Installed,2,,,,,2,,5
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/11383541,,,249000,Apartment,Apartment,,Good,,1500 HALLE,Installed,2,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20211180,,,249000,Apartment,Apartment,,Good,,8380 Zeebrugge,,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20220945,,,249000,Apartment,Apartment,,Good,,8540 Deerlijk,Installed,,,,,,1,,12
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20158963,79,,250000,Apartment,Apartment,,,,4500 HUY,Installed,3,,,,,2,,14
https://www.immoweb.be/en/classified/apartment/for-sale/yvoir/5530/11078280,,,256000,Apartment,Apartment,,Just renovated,,5530 YVOIR,Installed,2,,,,,2,,4
https://www.immoweb.be/en/classified/service-flat/for-sale/izegem/8870/10990503,,,257500,Service flat,Service flat,,As new,,8870 Izegem,,,Yes,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20053944,,,259000,Apartment,Apartment,,Good,,1020 Bruxelles,Installed,2,,,,,3,,2
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20224698,,,259000,Apartment,Apartment,,Good,,8500 Kortrijk,Hyper equipped,2,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20141823,,,259900,Apartment,Apartment,,Good,,2170 Merksem,Installed,2,,,,No,2,,10
https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/20263811,,,265000,Apartment,Apartment,,Good,,1210 Saint-Josse-ten-Noode,Installed,4,,,,,3,,13
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20187096,,,265000,Apartment,Apartment,,To be done up,,8370 Blankenberge,,,Yes,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/merchtem/1785/11322025,,,269000,Apartment,Apartment,,Good,,1785 MERCHTEM,Installed,2,,,,,1,,4
https://www.immoweb.be/en/classified/penthouse/for-sale/mol/2400/20215883,,,269000,Penthouse,Penthouse,,,,2400 MOL,Installed,2,,,,,2,,15
https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2610/20203002,,,269000,Ground floor,Ground floor,,Just renovated,,2610 Antwerpen,USA installed,2,,,,,2,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/oostende/8400/20196127,,,269000,Flat studio,Flat studio,,Just renovated,,8400 Oostende,,,Yes,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/20240230,,,269000,Apartment,Apartment,,,,9620 Zottegem,,,,,,No,1,,11
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/11480980,,,269000,Apartment,Apartment,,Good,,9700 Oudenaarde,,2,,,,Yes,2,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/evere/1140/11340402,,,275000,Flat studio,Flat studio,,As new,,1140 Evere,Installed,2,,,,Yes,1,,9
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20107055,,,275000,Apartment,Apartment,,Good,,2018 Antwerpen,Not installed,2,,,,No,2,,6
https://www.immoweb.be/en/classified/apartment/for-sale/yvoir/5530/11078305,,,276000,Apartment,Apartment,,Just renovated,,5530 YVOIR,Installed,2,,,,,2,,13
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/10671252,,,277696,Apartment,Apartment,,Good,,8540 Deerlijk,,,,,,,2,,23
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20165636,,,279000,Apartment,Apartment,,To be done up,,1070 ANDERLECHT,Semi equipped,2,,,,,3,,21
https://www.immoweb.be/en/classified/apartment/for-sale/deurne-2100/2100/20121865,,,279000,Apartment,Apartment,,,,2100 Deurne (2100),Installed,,,,,No,3,,10
https://www.immoweb.be/en/classified/apartment/for-sale/yvoir/5530/11078247,,,285000,Apartment,Apartment,,Just renovated,,5530 YVOIR,Installed,2,,,,,3,,9
https://www.immoweb.be/en/classified/flat-studio/for-sale/knokke/8300/20153991,,,289000,Flat studio,Flat studio,,Good,,8300 Knokke,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20213635,,,289000,Apartment,Apartment,,Just renovated,,8434 Westende,,,,,,Yes,2,,4
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/10671247,,,292211,Apartment,Apartment,,Good,,8540 Deerlijk,,,,,,,2,,18
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/10671258,,,293311,Apartment,Apartment,,Good,,8540 Deerlijk,,,,,,,2,,18
https://www.immoweb.be/en/classified/apartment/for-sale/wavre-limal/1300/20175053,,,295000,Apartment,Apartment,,As new,,1300 Wavre Limal,Installed,3,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20200499,,,295000,Apartment,Apartment,,,,8400 Oostende,,,,,,No,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11132793,,,295000,Apartment,Apartment,,Good,,8400 Oostende,Installed,,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20206680,12,,298000,Apartment,Apartment,,,,9800 DEINZE,Installed,2,,,,,2,,14
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20154329,,,299000,Apartment,Apartment,,Just renovated,,1500 Halle,Installed,,,,,,3,,30
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20249732,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20187285,,,299000,Apartment,Apartment,,Just renovated,,8400 Oostende,Hyper equipped,,,,,No,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/9974065,,,299000,Apartment,Apartment,,Good,,8800 Roeselare,Installed,,,,,,2,,26
https://www.immoweb.be/en/classified/apartment/for-sale/izegem/8870/20223058,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20043170,,,299000,Apartment,Apartment,,Good,,9000 GENT,Not installed,2,,,,,1,,16
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/9974066,,,310000,Apartment,Apartment,,Good,,8800 Roeselare,Installed,,,,,,2,,11
https://www.immoweb.be/en/classified/apartment/for-sale/bonheiden/2820/20229331,,,312000,Apartment,Apartment,,Good,,2820 BONHEIDEN,Installed,4,,,,,2,,14
https://www.immoweb.be/en/classified/apartment/for-sale/sint-michiels/8200/11114876,,,325000,Apartment,Apartment,,Good,,8200 Sint-Michiels,Installed,,,,,No,3,,6
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20246067,,,325000,Apartment,Apartment,,Good,,9700 OUDENAARDE,Semi equipped,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/mol/2400/20215885,,,331000,Apartment,Apartment,,,,2400 MOL,Installed,2,,,,,2,,34
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20152908,,,335000,Apartment,Apartment,,Good,,8370 Blankenberge,,,Yes,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/10671250,,,329343,Apartment,Apartment,,Good,,8540 Deerlijk,,,,,,,3,,22
https://www.immoweb.be/en/classified/duplex/for-sale/bredene/8450/11235810,,,336000,Duplex,Duplex,,,,8450 Bredene,,,,,,No,2,,7
https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-pierre/1150/20058156,206,,340000,Ground floor,Ground floor,,To be done up,,1150 Woluwe-Saint-Pierre,Not installed,2,,,,No,2,,37
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2020/2020/11451465,,,340000,Apartment,Apartment,,As new,,2020 Antwerpen (2020),,,Yes,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/11273668,,,345000,Apartment,Apartment,,As new,,1140 Evere,Hyper equipped,2,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20206427,,,345000,Apartment,Apartment,,Good,,6700 ARLON,Installed,,Yes,,,,2,,
https://www.immoweb.be/en/classified/duplex/for-sale/mortsel/2640/20157483,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20015002,,,395000,Apartment,Apartment,,As new,,1150 Woluwe-Saint-Pierre,Hyper equipped,2,,,,No,2,,5
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10467086,,,395000,Apartment,Apartment,,Good,,8300 Knokke,Installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20220294,45,,399000,Apartment,Apartment,,Good,,1040 Etterbeek,,2,,,,,2,,10
https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-pierre/1150/11398707,,,399000,Duplex,Duplex,,Good,,1150 Woluwe-Saint-Pierre,Hyper equipped,,,,,No,3,,43
https://www.immoweb.be/en/classified/penthouse/for-sale/sint-niklaas/9100/20016051,,,399000,Penthouse,Penthouse,,,,9100 Sint-Niklaas,Hyper equipped,,,,,No,3,,22
https://www.immoweb.be/en/classified/penthouse/for-sale/avelgem/8580/11410383,,,407992,Penthouse,Penthouse,,,,8580 Avelgem,Installed,,,,,,2,,60
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/11051880,,,415000,Apartment,Apartment,,As new,,2018 Antwerpen,Hyper equipped,2,,,,,2,,14
https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10806049,200,,449000,Apartment,Apartment,,As new,,1700 Dilbeek,Hyper equipped,4,,,,No,3,,30
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20198653,,,450000,Apartment,Apartment,,Good,,1050 Ixelles,Hyper equipped,2,,,,No,2,,7
https://www.immoweb.be/en/classified/duplex/for-sale/knokke/8300/10467087,,,475000,Duplex,Duplex,,Good,,8300 Knokke,Installed,2,,,,No,2,,7
https://www.immoweb.be/en/classified/duplex/for-sale/bredene/8450/20225795,,,475000,Duplex,Duplex,,As new,,8450 Bredene,,3,,,,,3,,18
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20194467,,,475000,Apartment,Apartment,,,,8620 NIEUWPOORT,Installed,4,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/ingelmunster/8770/20040109,,,478519,Apartment,Apartment,,As new,,8770 Ingelmunster,Hyper equipped,,,,,,3,,20
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20059427,,,490000,Apartment,Apartment,,As new,,1160 Auderghem,Installed,,,,,,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/waterloo/1410/20105817,,,495000,Apartment,Apartment,,Good,,1410 Waterloo,Hyper equipped,3,,,,No,2,,13
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20214517,,,495000,Apartment,Apartment,,Good,,8400 Oostende,,,,,,Yes,3,,30
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20239936,,,519000,Apartment,Apartment,,Good,,8300 Knokke-Heist,,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20149544,,,519000,Apartment,Apartment,,Just renovated,,8300 Knokke-Heist,,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/elsene/1050/11397541,,,545000,Apartment,Apartment,,Good,,1050 Elsene,USA hyper equipped,4,,,,Yes,2,,4
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20119879,,,575000,Apartment,Apartment,,,,8620 NIEUWPOORT,Installed,2,Yes,,,Yes,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11459595,,,595000,Apartment,Apartment,,Just renovated,,8300 Knokke-Heist,Semi equipped,2,,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11429371,,,595000,Apartment,Apartment,,As new,,8400 Oostende,Installed,,Yes,,,No,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11329218,,,595000,Apartment,Apartment,,Good,,8400 Oostende,,,Yes,,,No,3,,
https://www.immoweb.be/en/classified/triplex/for-sale/woluwe-saint-pierre/1150/11329951,30,,598000,Triplex,Triplex,,Good,,1150 Woluwe-Saint-Pierre,Not installed,2,,,,No,3,,7
https://www.immoweb.be/en/classified/loft/for-sale/brussel/1000/20157036,,,599000,Loft,Loft,,As new,,1000 Brussel,USA hyper equipped,3,,,,No,2,,53
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11443899,,,620000,Apartment,Apartment,,Just renovated,,8300 Knokke-Heist,Hyper equipped,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20104494,,,649000,Apartment,Apartment,,Just renovated,,8300 Knokke-Heist,Installed,2,Yes,,,No,3,,
https://www.immoweb.be/en/classified/loft/for-sale/brussel/1000/11474317,,,695000,Loft,Loft,,As new,,1000 Brussel,USA hyper equipped,3,,,,No,2,,53
https://www.immoweb.be/en/classified/duplex/for-sale/vilvoorde/1800/20196915,,,699000,Duplex,Duplex,,As new,,1800 Vilvoorde,Hyper equipped,2,,,,No,4,,12
https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2050/20053098,,,729000,Penthouse,Penthouse,,Just renovated,,2050 ANTWERPEN,Installed,2,,,,,4,,50
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/11416117,,,765000,Ground floor,Ground floor,,As new,,1180 Uccle,Hyper equipped,2,,,,No,3,,20
https://www.immoweb.be/en/classified/duplex/for-sale/vilvoorde/1800/11207435,,,765000,Duplex,Duplex,,As new,,1800 Vilvoorde,Hyper equipped,2,,,,No,4,,12
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11374420,,,795000,Apartment,Apartment,,As new,,8300 Knokke-Heist,Installed,2,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20075973,,,795000,Apartment,Apartment,,To renovate,,8301 Duinbergen,,,Yes,,,,4,,
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20008059,,,839000,Apartment,Apartment,,Good,,8301 Duinbergen,,,,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20135796,,,895000,Apartment,Apartment,,As new,,8300 Knokke-Heist,Hyper equipped,2,Yes,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11442645,,,895000,Apartment,Apartment,,Good,,8300 Knokke,,2,,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20063506,,,899000,Apartment,Apartment,,As new,,8300 Knokke-Heist,,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20213021,,,950000,Apartment,Apartment,,To renovate,,8300 Knokke,,,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11422441,,,1090000,Apartment,Apartment,,,,1000 Bruxelles,USA hyper equipped,2,,,,No,3,,18
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11418498,,,1090000,Apartment,Apartment,,,,1050 Ixelles,USA hyper equipped,2,,,,No,3,,18
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20043992,,,1190000,Apartment,Apartment,,Good,,8300 Knokke,,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20152730,,,1195000,Apartment,Apartment,,Good,,8300 Knokke,Hyper equipped,4,Yes,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20180428,80,,1200000,Apartment,Apartment,,As new,,1000 Bruxelles,Hyper equipped,2,,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20149289,,,1295000,Apartment,Apartment,,Good,,8300 Knokke,Hyper equipped,4,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11410341,,,1295000,Apartment,Apartment,,Good,,8300 Knokke,,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11030725,,,1295000,Apartment,Apartment,,Good,,8300 Knokke,,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20239934,,,1345000,Apartment,Apartment,,As new,,8300 Knokke-Heist,,,,,,Yes,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20243815,,,1495000,Apartment,Apartment,,Good,,8300 Knokke-Heist,,,Yes,,,,3,,
https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/11484743,1500,,1500000,Duplex,Duplex,,As new,,1180 Uccle,Not installed,2,,,,No,3,,60
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20000227,,,1595000,Penthouse,Penthouse,,As new,,1180 Uccle,Hyper equipped,2,,,,No,2,,225
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10855180,,,1595000,Apartment,Apartment,,Good,,8300 Knokke,,,,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20149543,,,1595000,Apartment,Apartment,,Good,,8301 Duinbergen,,,,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10837801,,,1650000,Apartment,Apartment,,Just renovated,,8300 Knokke-Heist,,,,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11441611,,,1650000,Apartment,Apartment,,Just renovated,,8300 Knokke-Heist,Installed,2,,,,Yes,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20078460,,,1950000,Apartment,Apartment,,Good,,8300 Knokke-Heist,Installed,,Yes,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20153619,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11276203,,,2395000,Apartment,Apartment,,As new,,8300 Knokke-Heist,,2,,,,No,3,,6
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20182469,,,420000,Apartment,Apartment,,,,3000 Leuven,,2,,,,No,2,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/brussel/1000/20296196,,,260000,Flat studio,Flat studio,,Good,,1000 Brussel,,2,,,,No,,,3
https://www.immoweb.be/en/classified/duplex/for-sale/molenbeek-saint-jean/1080/20220802,,,300000,Duplex,Duplex,,Good,,1080 Molenbeek-Saint-Jean,Hyper equipped,2,,,,No,4,,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20289964,,,255000,Apartment,Apartment,,As new,,1190 Forest,Hyper equipped,2,,,,,1,,7
https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/20264512,,,259000,Apartment,Apartment,,Good,,9230 Wetteren,Installed,2,,,,No,3,,100
https://www.immoweb.be/en/classified/apartment/for-sale/quievrain/7380/20309497,,,275000,Apartment,Apartment,,As new,,7380 Quiévrain,USA semi equipped,2,,,,,4,,100
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20267815,,,445000,Apartment,Apartment,,As new,,2018 Antwerpen,,2,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20286875,,,395000,Apartment,Apartment,,,,1060 Saint-Gilles,,2,,,,No,2,,68
https://www.immoweb.be/en/classified/apartment/for-sale/zwevezele/8750/20073615,,,235000,Apartment,Apartment,,Good,,8750 Zwevezele,,,,,,,2,,10
https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/20301240,,,255000,Apartment,Apartment,,,,1400 Nivelles,,2,,,,No,2,,4
https://www.immoweb.be/en/classified/apartment/for-sale/zwevezele/8750/20073614,,,265000,Apartment,Apartment,,Good,,8750 Zwevezele,,,,,,,2,,18
https://www.immoweb.be/en/classified/apartment/for-sale/zwevezele/8750/20073612,,,265000,Apartment,Apartment,,Good,,8750 Zwevezele,,,,,,,2,,22
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20301814,,,279000,Apartment,Apartment,,Good,,9000 Gent,Installed,,,,,No,2,,13
https://www.immoweb.be/en/classified/duplex/for-sale/vorselaar/2290/20301619,,,325000,Duplex,Duplex,,Good,,2290 Vorselaar,Installed,4,Yes,,,No,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10000585,,,355000,Apartment,Apartment,,Good,,8300 Knokke,Installed,2,,,,No,1,,17
https://www.immoweb.be/en/classified/apartment/for-sale/ninove/9400/20297931,,,355000,Apartment,Apartment,,Good,,9400 Ninove,,,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/ninove/9400/20297924,,,355000,Apartment,Apartment,,Good,,9400 Ninove,,,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/ninove/9400/20297922,,,355000,Apartment,Apartment,,Good,,9400 Ninove,,,,,,No,2,,
https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/20139527,19,,385500,Penthouse,Penthouse,,As new,,1070 Anderlecht,Hyper equipped,2,,,,No,2,,26
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/11264752,48,,399000,Apartment,Apartment,,As new,,1082 BERCHEM-SAINTE-AGATHE,Hyper equipped,3,,,,,3,,13
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/11198420,48,,399000,Apartment,Apartment,,As new,,1083 Ganshoren,Hyper equipped,3,,,,,3,,13
https://www.immoweb.be/en/classified/apartment/for-sale/heusy/4802/20300486,,,415000,Apartment,Apartment,,Good,,4802 Heusy,Installed,3,,,,No,3,,11
https://www.immoweb.be/en/classified/triplex/for-sale/jette/1090/20127768,50,,509000,Triplex,Triplex,,,,1090 Jette,Hyper equipped,2,,,,No,4,,13
https://www.immoweb.be/en/classified/apartment/for-sale/ingelmunster/8770/8498727,,,562500,Apartment,Apartment,,Good,,8770 Ingelmunster,,,Yes,,,No,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20201084,,,1190000,Apartment,Apartment,,Just renovated,,8300 Knokke-Zoute,Hyper equipped,2,Yes,,,Yes,2,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kortrijk/8500/20198416,,,110000,Scientia,Scientia,,,,8500 Kortrijk,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/20038711,,,From127000To311000,Emaillerie - appartement,Emaillerie - appartement,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ingelmunster/8770/11492101,,,From155000To297000,,,,,,8770 Ingelmunster,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mouscron/7700/11315844,,,From159000To770000,CENTRAL PARK - SOHO,CENTRAL PARK - SOHO,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/11119493,,,From175000To970000,"""Ilot des Carmes""","""Ilot des Carmes""",,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blegny-barchon/4671/11168669,,,From179000To299500,Domaine du Fort-Appartement,Domaine du Fort-Appartement,,,,4671 Blegny Barchon,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/neufchateau/6840/20156571,,,From180000To275000,RESIDENCE LOZET,RESIDENCE LOZET,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/flenu/7012/20122885,,,From200000To295000,RESIDENCE DU SERGENT,RESIDENCE DU SERGENT,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/givry/7041/20196656,,,From209000To214000,Givry appartements Résidence 28,Givry appartements Résidence 28,,,,7041 GIVRY,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/desselgem/8792/9664192,,,From220385To274505,,,,,,8792 Desselgem,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/givry/7041/20196655,,,From214500To232500,Givry appartements Résidence 9,Givry appartements Résidence 9,,,,7041 GIVRY,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/10832210,,,From215000To540000,Victor,Victor,,,,8370 Blankenberge,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/neufchateau-longlier/6840/10169313,,,From219000To229000,"Résidence ""Chantenieule""","Résidence ""Chantenieule""",,,,6840 Neufchateau-Longlier,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/20236843,,,From225000To525000,Residentie Cavallo,Residentie Cavallo,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/haren/1130/10616071,,,From227749To245905,,,,,,1130 Haren,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/soignies/7060/11302249,,,From228000To530000,"Arborescence - Résidence ""Delta""","Arborescence - Résidence ""Delta""",,,,7060 SOIGNIES,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/vichte/8570/20197955,,,From228540To434384,Res. GOSWIN,Res. GOSWIN,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mol/2400/20204823,,,From229500To479500,Zillelande,Zillelande,,,,2400 Mol,,,,,,,,,
