URL,Open fire,Subtype of property,Fully equipped kitchen,Surface of the land,Surface area of the plot of land,Furnished,Terrace Area,Price,Number of facades,Number of rooms,Garden,State of the building,Swimming pool,Type of property,Terrace,Locality,Garden Area,Living Area
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20293961,,House,Semi equipped,,,,,379000,2.0,2.0,,To be done up,,House,,1050 Ixelles,,
https://www.immoweb.be/en/classified/house/for-sale/anseroeul/7750/20242611,,House,Semi equipped,,,,50,148500,2.0,2.0,,To renovate,,House,,7750 ANSEROEUL,452,
https://www.immoweb.be/en/classified/house/for-sale/liege-angleur/4031/20118256,,House,Not installed,,,No,42,159000,4.0,2.0,,As new,,House,,4031 Liège Angleur,225,
https://www.immoweb.be/en/classified/house/for-sale/libin/6890/11487733,,House,Not installed,,,,,169000,2.0,3.0,,To renovate,,House,,6890 LIBIN,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20122600,,House,Installed,,,No,20,175000,2.0,3.0,,Just renovated,,House,,4100 Seraing,93,
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/11371237,,House,Not installed,,,,,179000,2.0,4.0,,To restore,,House,,4400 FLÉMALLE,140,
https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/20077704,,House,Installed,,,No,60,179000,2.0,4.0,,Good,,House,,5580 Rochefort,161,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20148086,,House,Semi equipped,,,,10,185000,3.0,4.0,,Good,,House,,4100 Seraing,126,
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20017054,,House,Not installed,,,No,,185000,4.0,3.0,,Good,,House,Yes,6900 Marche-en-Famenne,2131,
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/11440824,,House,Semi equipped,,,No,13,188000,3.0,2.0,,To be done up,,House,,4040 HERSTAL,,
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20192027,,House,Installed,,,,20,199000,3.0,2.0,,Just renovated,,House,,6900 MARCHE-EN-FAMENNE,170,
https://www.immoweb.be/en/classified/house/for-sale/sinsin/5377/20004344,,House,Not installed,,,No,30,229000,4.0,4.0,,To be done up,,House,,5377 Sinsin,740,
https://www.immoweb.be/en/classified/house/for-sale/ans/4430/11487082,,House,,,,,,230000,3.0,5.0,,To be done up,,House,,4430 ANS,108,
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20148819,,House,Semi equipped,,,No,38,240000,3.0,3.0,,As new,,House,,4400 Flémalle,287,
https://www.immoweb.be/en/classified/house/for-sale/niel/2845/20072941,,House,Semi equipped,,,,6,245000,2.0,3.0,,To renovate,,House,,2845 NIEL,12,
https://www.immoweb.be/en/classified/town-house/for-sale/jupille-sur-meuse/4020/20234550,,Town-house,Installed,,,,15,245000,3.0,5.0,,To renovate,,Town-house,,4020 JUPILLE-SUR-MEUSE,115,
https://www.immoweb.be/en/classified/house/for-sale/wiekevorst/2222/20138027,,House,Semi equipped,,,,,246000,4.0,3.0,,To renovate,,House,,2222 WIEKEVORST,640,
https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20092170,,House,,,,,,248000,4.0,3.0,,To renovate,,House,Yes,2580 PUTTE,,
https://www.immoweb.be/en/classified/house/for-sale/nandrin/4550/20027183,,House,Installed,,,No,40,249000,4.0,4.0,,To renovate,,House,,4550 Nandrin,1038,
https://www.immoweb.be/en/classified/bungalow/for-sale/nivelles/1400/11439110,,Bungalow,Installed,,,No,18,250000,4.0,2.0,,Good,,Bungalow,,1400 Nivelles,622,
https://www.immoweb.be/en/classified/house/for-sale/grivegnee/4030/20218966,,House,Installed,,,,,259000,2.0,2.0,,Good,,House,,4030 GRIVEGNÉE,88,
https://www.immoweb.be/en/classified/house/for-sale/hoboken/2660/20220541,,House,,,,,,265000,2.0,2.0,,To be done up,,House,,2660 HOBOKEN,82,
https://www.immoweb.be/en/classified/house/for-sale/langdorp/3201/11180195,,House,,,,,30,269000,,3.0,,To renovate,,House,,3201 Langdorp,315,
https://www.immoweb.be/en/classified/bungalow/for-sale/flemalle/4400/20108434,,Bungalow,Semi equipped,,,No,40,270000,4.0,2.0,,Good,,Bungalow,,4400 Flémalle,1153,
https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/20169744,,House,Installed,,,,,275000,3.0,7.0,,To renovate,,House,Yes,7700 Mouscron,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2660/20082023,,House,Semi equipped,,,,,279900,2.0,3.0,,To be done up,,House,,2660 ANTWERPEN,40,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20227569,,House,Installed,,,,15,289000,2.0,4.0,,Good,,House,,4020 LIÈGE,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20206492,,House,Installed,,,No,20,289000,3.0,3.0,,As new,,House,,4100 Seraing,140,
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/10867683,,House,Semi equipped,,,,33,290000,3.0,4.0,,Good,,House,,6700 Arlon,583,
https://www.immoweb.be/en/classified/house/for-sale/vottem/4041/20116394,,House,Installed,,,No,30,299000,3.0,4.0,,Good,,House,,4041 VOTTEM,,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20240908,,House,Installed,,,No,35,309000,2.0,4.0,,To be done up,,House,,9300 Aalst,35,
https://www.immoweb.be/en/classified/house/for-sale/sint-katelijne-waver/2860/20062707,,House,Semi equipped,,,,,310000,2.0,3.0,,Good,,House,Yes,2860 SINT-KATELIJNE-WAVER,,
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20240193,,House,,,,No,,325000,2.0,3.0,,Good,,House,Yes,9700 Oudenaarde,,
https://www.immoweb.be/en/classified/house/for-sale/de-klinge/9170/20156524,,House,Hyper equipped,,,,,343000,2.0,3.0,,Good,,House,Yes,9170 DE KLINGE,,
https://www.immoweb.be/en/classified/house/for-sale/haaltert/9450/20230284,,House,Installed,,,,,349000,2.0,3.0,,Good,,House,Yes,9450 HAALTERT,,
https://www.immoweb.be/en/classified/farmhouse/for-sale/maarkedal/9680/20201495,,Farmhouse,,,,No,,349000,4.0,3.0,,To renovate,,Farmhouse,Yes,9680 Maarkedal,,
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/11456459,,House,Installed,,,,8,350000,2.0,4.0,,To be done up,,House,,1400 NIVELLES,60,
https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20158016,,House,Not installed,,,No,10,350000,4.0,4.0,,To renovate,,House,,6800 Libramont-Chevigny,800,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20236570,,House,Hyper equipped,,,,20,379000,2.0,5.0,,Good,,House,,9300 Aalst,285,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/20227034,,Mixed-use building,,,,No,,395000,3.0,2.0,,Good,,Mixed-use building,Yes,9700 Oudenaarde,,
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20163167,,House,,,,No,,398000,4.0,3.0,,Good,,House,Yes,9700 Oudenaarde,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20092099,,House,,,,,,399000,4.0,3.0,,Good,,House,Yes,9620 ZOTTEGEM,,
https://www.immoweb.be/en/classified/house/for-sale/schoten/2900/20231150,,House,Installed,,,,17,419000,2.0,4.0,,As new,,House,,2900 SCHOTEN,91,
https://www.immoweb.be/en/classified/house/for-sale/gent/9041/20209626,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20158477,,House,,,,No,,425000,2.0,5.0,,As new,,House,Yes,9660 Brakel,,
https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20124391,,House,Not installed,,,No,20,430000,4.0,3.0,,To renovate,,House,,3090 Overijse,50,
https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/20225205,,House,,,,No,,439000,3.0,4.0,,As new,,House,Yes,9630 Zwalm,,
https://www.immoweb.be/en/classified/town-house/for-sale/anderlecht/1070/11396484,,Town-house,Installed,,,No,5,440000,2.0,3.0,,To be done up,,Town-house,,1070 Anderlecht,120,
https://www.immoweb.be/en/classified/bungalow/for-sale/chaudfontaine/4052/20076620,,Bungalow,Not installed,,,No,60,440000,4.0,5.0,,Good,,Bungalow,,4052 Chaudfontaine,1097,
https://www.immoweb.be/en/classified/house/for-sale/beveren/9120/20213360,,House,Installed,,,,40,449000,2.0,4.0,,Good,,House,,9120 BEVEREN,220,
https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/20096247,,House,,,,No,,449000,4.0,3.0,,To renovate,,House,Yes,9860 Oosterzele,,
https://www.immoweb.be/en/classified/mansion/for-sale/oudenaarde/9700/20235926,,Mansion,,,,No,,459000,2.0,5.0,,Good,,Mansion,Yes,9700 Oudenaarde,,
https://www.immoweb.be/en/classified/villa/for-sale/brecht/2960/20236559,,Villa,Installed,,,,,479000,4.0,4.0,,To be done up,,Villa,,2960 BRECHT,780,
https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/20129142,,House,Installed,,,,5,485000,3.0,3.0,,To be done up,,House,,2140 BORGERHOUT,75,
https://www.immoweb.be/en/classified/mansion/for-sale/laeken/1020/11366288,,Mansion,Semi equipped,,,No,9,499000,2.0,4.0,,To be done up,,Mansion,,1020 Laeken,155,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20017318,,House,Hyper equipped,,,,14,535000,4.0,3.0,,Good,,House,,4000 LIÈGE,900,
https://www.immoweb.be/en/classified/house/for-sale/embourg/4053/20015648,,House,Hyper equipped,,,,14,535000,4.0,3.0,,Good,,House,,4053 EMBOURG,900,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/11464482,,House,Hyper equipped,,,,28,545000,2.0,7.0,,Good,,House,,4000 LIÈGE,120,
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/20236656,,Apartment block,,,,No,,549000,3.0,8.0,,To be done up,,Apartment block,,1030 Schaerbeek,30,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20236657,,House,,,,No,,549000,3.0,8.0,,To be done up,,House,,1030 Schaerbeek,30,
https://www.immoweb.be/en/classified/villa/for-sale/verviers/4800/11475698,,Villa,Installed,,,No,50,565000,4.0,5.0,,Good,,Villa,,4800 Verviers,2000,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/uccle/1180/11123509,,Mixed-use building,Installed,,,No,,570000,2.0,2.0,,Good,,Mixed-use building,,1180 Uccle,90,
https://www.immoweb.be/en/classified/house/for-sale/hove/2540/20237239,,House,,,,No,21,579000,3.0,3.0,,Good,,House,,2540 Hove,,
https://www.immoweb.be/en/classified/villa/for-sale/liege/4000/20148041,,Villa,Installed,,,,28,595000,4.0,7.0,,To renovate,,Villa,,4000 LIÈGE,3100,
https://www.immoweb.be/en/classified/villa/for-sale/angleur/4031/20148040,,Villa,Installed,,,,28,595000,4.0,7.0,,To renovate,,Villa,,4031 ANGLEUR,3100,
https://www.immoweb.be/en/classified/mansion/for-sale/antwerpen/2018/20262917,,Mansion,Hyper equipped,,,,,630000,2.0,3.0,,Just renovated,,Mansion,,2018 Antwerpen,16,
https://www.immoweb.be/en/classified/villa/for-sale/herentals/2200/20222945,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/grez-doiceau/1390/20221048,,House,Installed,,,,,650000,4.0,6.0,,Good,,House,Yes,1390 Grez-Doiceau,,
https://www.immoweb.be/en/classified/house/for-sale/keerbergen/3140/20071571,,House,,,,,,749000,4.0,4.0,,Just renovated,,House,Yes,3140 KEERBERGEN,,
https://www.immoweb.be/en/classified/villa/for-sale/hamoir/4180/11404357,,Villa,Installed,,,,,790000,4.0,4.0,,As new,,Villa,Yes,4180 Hamoir,10765,
https://www.immoweb.be/en/classified/house/for-sale/welkenraedt-henri-chapelle/4841/11334861,,House,Installed,,,,,790000,4.0,5.0,,To be done up,,House,Yes,4841 Welkenraedt Henri-Chapelle,1000,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/20226658,,Mixed-use building,,,,No,,790000,3.0,2.0,,Good,,Mixed-use building,Yes,9700 Oudenaarde,,
https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/11442671,,House,Installed,,,No,10,795000,2.0,5.0,,Good,,House,,1170 Watermael-Boitsfort,60,
https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/20238170,,House,Hyper equipped,,,,,849000,2.0,4.0,,Just renovated,,House,,2600 Berchem,70,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/court-saint-etienne/1490/20230648,,Exceptional property,Installed,,,,,875000,4.0,4.0,,Good,,Exceptional property,Yes,1490 COURT-SAINT-ETIENNE,,
https://www.immoweb.be/en/classified/house/for-sale/bonheiden/2820/11471713,,House,,,,,,888000,4.0,6.0,,Good,,House,Yes,2820 BONHEIDEN,,
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20193110,,House,,,,No,,955000,2.0,5.0,,To renovate,,House,,1050 Ixelles,100,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/11480982,,Mixed-use building,,,,Yes,,1100000,4.0,6.0,,As new,,Mixed-use building,Yes,9700 Oudenaarde,,
https://www.immoweb.be/en/classified/house/for-sale/hamont-achel/3930/20182685,,House,USA hyper equipped,,,,,1197000,4.0,4.0,,As new,,House,,3930 Hamont-Achel,1000,
https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/20157198,,Villa,USA hyper equipped,,,,70,1250000,6.0,6.0,,As new,,Villa,,1640 Rhode-Saint-Genèse,570,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/11335174,,House,Hyper equipped,,,No,30,1550000,4.0,5.0,,To be done up,,House,,1150 Woluwe-Saint-Pierre,650,
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20264615,,House,Hyper equipped,,,No,,1995000,2.0,4.0,,As new,,House,Yes,1050 Ixelles,230,
https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20033624,,House,Hyper equipped,,,,60,1995000,4.0,5.0,,Good,,House,,3090 OVERIJSE,12800,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/waimes-faymonville/4950/11456912,,Exceptional property,Installed,,,No,,2200000,4.0,5.0,,As new,,Exceptional property,Yes,4950 Waimes Faymonville,18000,
https://www.immoweb.be/en/classified/house/for-sale/gent-mariakerke/9030/20303021,,House,Hyper equipped,,,No,13,439750,3.0,5.0,,,,House,,9030 Gent Mariakerke,39,
https://www.immoweb.be/en/classified/house/for-sale/begijnendijk/3130/20302798,,House,Hyper equipped,,,,,499500,,3.0,,Good,,House,,3130 Begijnendijk,,
https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20306622,,House,Installed,,,No,,349000,,2.0,,Good,,House,,9940 Evergem,305,
https://www.immoweb.be/en/classified/house/for-sale/hasselt/3500/20305265,,House,,,,,,399000,4.0,3.0,,Good,,House,,3500 Hasselt,,
https://www.immoweb.be/en/classified/villa/for-sale/aalst-meldert/9310/20307435,,Villa,,,,No,,439000,4.0,4.0,,Good,,Villa,Yes,9310 Aalst Meldert,,
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20306266,,House,Installed,,,No,,465000,3.0,3.0,,As new,,House,Yes,9200 Dendermonde,300,
https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20305981,,House,,,,,,479000,4.0,8.0,,Good,,House,,8820 Torhout,,
https://www.immoweb.be/en/classified/villa/for-sale/hechtel-eksel/3940/20308646,,Villa,,,,,,795000,4.0,4.0,,As new,,Villa,,3940 Hechtel-Eksel,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20307880,,House,Installed,,,,,850000,,4.0,,Just renovated,,House,Yes,2018 ANTWERPEN,,
https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/20308062,,House,Installed,,,No,17,925000,2.0,3.0,,As new,,House,,,150,
https://www.immoweb.be/en/classified/house/for-sale/fumal/4260/20291162,,House,,,,No,,169000,3.0,5.0,,,,House,,4260 Fumal,,
https://www.immoweb.be/en/classified/house/for-sale/fumal/4260/20291163,,House,,,,No,,199000,3.0,5.0,,,,House,,4260 Fumal,,
https://www.immoweb.be/en/classified/house/for-sale/anhee/5537/20290631,,House,Installed,,,No,22,249000,4.0,3.0,,As new,,House,,5537 Anhée,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20288168,,House,Semi equipped,,,,,255000,2.0,4.0,,To be done up,,House,,9000 GENT,,
https://www.immoweb.be/en/classified/house/for-sale/ninove/9404/20290624,,House,Installed,,,No,,449000,4.0,4.0,,To renovate,,House,Yes,9404 Ninove,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20286394,,House,,,,No,14,449000,2.0,5.0,,Good,,House,,9500 Geraardsbergen,,
https://www.immoweb.be/en/classified/villa/for-sale/edingen/7850/20290165,,Villa,Installed,,,,,540000,,3.0,,Good,,Villa,,7850 EDINGEN,757,
https://www.immoweb.be/en/classified/villa/for-sale/kruishoutem/9770/20290262,,Villa,Installed,,,,,999000,4.0,5.0,,Good,,Villa,Yes,9770 KRUISHOUTEM,,
https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/20290802,,Villa,,,,No,,2265000,,5.0,,As new,,Villa,,8300 Knokke-Heist,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20112057,,House,Hyper equipped,,,No,25,239000,2.0,4.0,,Good,,House,,9600 Ronse,100,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20267689,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/breendonk/2870/20298804,,Parkresidentie Breendonk Woningen,,,,,,From449000To514000,,,,,,Parkresidentie Breendonk Woningen,,,,
https://www.immoweb.be/en/classified/house/for-sale/melsbroek/1820/20265090,,House,Hyper equipped,,,No,,499000,,4.0,,Good,,House,,1820 Melsbroek,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/manhay/6960/20316062,,Mixed-use building,Semi equipped,,,No,,199000,4.0,3.0,,To be done up,,Mixed-use building,,6960 Manhay,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/20115972,,House,Installed,,,No,50,225000,2.0,3.0,,As new,,House,,4102 Seraing,100,
https://www.immoweb.be/en/classified/house/for-sale/tintigny-saint-vincent/6730/20257834,,House,Semi equipped,,,,,239000,3.0,3.0,,Good,,House,,6730 Tintigny (Saint-Vincent),6160,
https://www.immoweb.be/en/classified/house/for-sale/habay-anlier/6720/20257828,,House,Installed,,,,20,295000,3.0,2.0,,Good,,House,,6720 Habay (Anlier),,
https://www.immoweb.be/en/classified/house/for-sale/quievrain/7380/20316034,,House,Installed,,,,,335000,4.0,4.0,,As new,,House,Yes,7380 QuiÉvrain,,
https://www.immoweb.be/en/classified/house/for-sale/quievrain/7380/20315934,,House,Installed,,,,,335000,4.0,4.0,,As new,,House,Yes,7380 QuiÉvrain,,
https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel-zichem/3270/20316641,,House,Hyper equipped,,,,,345000,2.0,2.0,,As new,,House,Yes,3270 Scherpenheuvel-Zichem,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20317011,,House,Hyper equipped,,,,,365000,,4.0,,Good,,House,Yes,8770 Ingelmunster,,
https://www.immoweb.be/en/classified/bungalow/for-sale/linter/3350/20316726,,Bungalow,,,,,,385000,4.0,3.0,,As new,,Bungalow,,3350 Linter,805,
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/20317055,,Apartment block,,,,,,479000,,5.0,,To renovate,,Apartment block,,1210 Saint-Josse-ten-Noode,,
https://www.immoweb.be/en/classified/villa/for-sale/overijse/3090/20236824,,Villa,Installed,,,No,21,535000,4.0,4.0,,To be done up,,Villa,,3090 Overijse,1521,
https://www.immoweb.be/en/classified/house/for-sale/hastiere-lavaux/5540/20316281,,House,Installed,,,Yes,,640000,4.0,5.0,,Good,,House,Yes,,,
https://www.immoweb.be/en/classified/house/for-sale/hastiere-par-dela/5541/20316002,,House,Installed,,,Yes,,640000,4.0,5.0,,Good,,House,Yes,,,
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20315721,,House,,,,,,650000,4.0,4.0,,As new,,House,Yes,8400 Oostende,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/hastiere/5542/20297706,,Country house,,,,Yes,20,65000,,2.0,,Good,,Country house,,5542 Hastière,295,
https://www.immoweb.be/en/classified/country-cottage/for-sale/hastiere/5540/20297702,,Country house,,,,Yes,26,74000,,2.0,,Good,,Country house,,5540 Hastière,543,
https://www.immoweb.be/en/classified/country-cottage/for-sale/yvoir/5530/20297677,,Country house,,,,Yes,23,115000,,2.0,,Good,,Country house,,5530 Yvoir,200,
https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/20299665,,House,Not installed,,,,,220000,4.0,4.0,,To be done up,,House,,,898,
https://www.immoweb.be/en/classified/town-house/for-sale/hastiere/5543/20297827,,Town-house,,,,,67,249000,,3.0,,To restore,,Town-house,,5543 Hastière,1300,
https://www.immoweb.be/en/classified/house/for-sale/hamois/5360/20299054,,House,,,,,35,320000,4.0,4.0,,Good,,House,,5360 Hamois,1181,
https://www.immoweb.be/en/classified/villa/for-sale/marche-en-famenne/6900/20298899,,Villa,,,,,18,455000,4.0,4.0,,Good,,Villa,,6900 Marche-en-Famenne,,
https://www.immoweb.be/en/classified/villa/for-sale/sint-martens-latem/9830/20296617,,Villa,Hyper equipped,,,No,,1995000,,5.0,,As new,,Villa,,9830 Sint-Martens-Latem,,
https://www.immoweb.be/en/classified/house/for-sale/destelbergen/9070/20265681,,House,,,,,,240000,,3.0,,To renovate,,House,,9070 DESTELBERGEN,,
https://www.immoweb.be/en/classified/house/for-sale/wespelaar/3150/20291331,,House,Installed,,,,28,629000,3.0,4.0,,,,House,,3150 WESPELAAR,150,
https://www.immoweb.be/en/classified/house/for-sale/westerlo/2260/20311131,,House,Installed,,,,66,350000,4.0,4.0,,Good,,House,,2260 Westerlo,350,
https://www.immoweb.be/en/classified/house/for-sale/hoboken/2660/20310153,,House,,,,,,315000,4.0,4.0,,As new,,House,Yes,2660 Hoboken,80,
https://www.immoweb.be/en/classified/house/for-sale/saint-ghislain/7334/20291368,,House,Hyper equipped,,,Yes,20,325000,3.0,4.0,,As new,,House,,7334 Saint-Ghislain,300,
https://www.immoweb.be/en/classified/villa/for-sale/sint-katelijne-waver/2860/20310097,,Villa,Hyper equipped,,,,95,1085000,4.0,5.0,,As new,,Villa,,2860 Sint-Katelijne-Waver,808,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20292113,,House,Not installed,,,,,239000,2.0,3.0,,To be done up,,House,Yes,4000 Liège,,
https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20292063,,House,Installed,,,,,375000,,3.0,,To renovate,,House,Yes,2500 Lier,,
https://www.immoweb.be/en/classified/house/for-sale/lubbeek/3210/20293370,,House,,,,,,569000,4.0,3.0,,To renovate,,House,,3210 Lubbeek,,
https://www.immoweb.be/en/classified/villa/for-sale/aalst/9308/20150063,,Villa,Hyper equipped,,,No,215,830000,4.0,6.0,,Good,,Villa,,9308 Aalst,4162,
https://www.immoweb.be/en/classified/house/for-sale/diksmuide/8600/20230995,,House,Not installed,,,No,,115000,,2.0,,To renovate,,House,Yes,8600 Diksmuide,,
https://www.immoweb.be/en/classified/house/for-sale/wortegem-petegem/9790/20184539,,House,Installed,,,No,,329000,4.0,4.0,,To be done up,,House,Yes,9790 Wortegem-Petegem,260,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/genappe/1473/20304356,,Exceptional property,,,,,,950000,4.0,7.0,,To be done up,,Exceptional property,,1473 Genappe,,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20252002,,House,Semi equipped,,,,10,275000,2.0,3.0,,To renovate,,House,,2800 MECHELEN,20,
https://www.immoweb.be/en/classified/house/for-sale/oordegem/9340/20249586,,House,Installed,,,,,319000,3.0,3.0,,Good,,House,Yes,9340 Oordegem,,
https://www.immoweb.be/en/classified/house/for-sale/kortemark/8610/20302605,,House,Installed,,,No,,389574,,4.0,,Good,,House,,8610 Kortemark,,
https://www.immoweb.be/en/classified/villa/for-sale/lede/9340/20252468,,Villa,,,,,,399850,4.0,5.0,,Good,,Villa,Yes,9340 LEDE,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-nicolas/4420/20189584,,Apartment block,Not installed,,,No,,199000,3.0,3.0,,Just renovated,,Apartment block,,4420 Saint-Nicolas,,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20107380,,House,Hyper equipped,,,,,439000,4.0,3.0,,Good,,House,Yes,9550 Herzele,,
https://www.immoweb.be/en/classified/house/for-sale/marneffe/4219/20303277,,House,Semi equipped,,,Yes,247,25000+730permonth,4.0,3.0,,To be done up,,House,,4219 Marneffe,2130,
https://www.immoweb.be/en/classified/house/for-sale/marchin/4570/20280725,,House,Not installed,,,,30,79000,,2.0,,To renovate,,House,,4570 MARCHIN,3100,
https://www.immoweb.be/en/classified/house/for-sale/heusden-9070/9070/20282642,,House,Semi equipped,,,No,,199000,,2.0,,To be done up,,House,,9070 Heusden (9070),130,
https://www.immoweb.be/en/classified/house/for-sale/oostakker/9041/20282643,,House,Semi equipped,,,No,,295000,,4.0,,To renovate,,House,Yes,9041 Oostakker,,
https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20304206,,House,Hyper equipped,,,No,,334000,,2.0,,Good,,House,Yes,8020 Oostkamp,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20305682,,House,,,,,,389000,3.0,3.0,,As new,,House,Yes,9620 Zottegem,,
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20228008,,House,Semi equipped,,,,47,435000,4.0,4.0,,Just renovated,,House,,4400 FLÉMALLE,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/andenne/5300/20303931,,Apartment block,Installed,,,,,439000,2.0,7.0,,,,Apartment block,,5300 ANDENNE,,
https://www.immoweb.be/en/classified/house/for-sale/andenne/5300/20303932,,House,Installed,,,,,439000,2.0,7.0,,,,House,,5300 ANDENNE,,
https://www.immoweb.be/en/classified/house/for-sale/wilsele/3012/20304586,,House,,,,No,,445000,3.0,4.0,,,,House,,3012 Wilsele,,
https://www.immoweb.be/en/classified/house/for-sale/bilzen/3740/20304710,,House,,,,,,449000,,3.0,,Good,,House,,3740 Bilzen,,
https://www.immoweb.be/en/classified/house/for-sale/heusy/4802/20302881,,House,Installed,,,No,30,449000,4.0,4.0,,Good,,House,,4802 Heusy,985,
https://www.immoweb.be/en/classified/house/for-sale/sint-gillis-waas/9170/20282797,,House,Installed,,,,,449000,,4.0,,Good,,House,Yes,9170 Sint-Gillis-Waas,,
https://www.immoweb.be/en/classified/villa/for-sale/duinbergen/8301/20282692,,Villa,,,,No,,1250000,,3.0,,To renovate,,Villa,,8301 Duinbergen,,
https://www.immoweb.be/en/classified/manor-house/for-sale/lede/9320/20295323,,Manor house,Hyper equipped,,,Yes,,1295000,3.0,3.0,,Good,,Manor house,,,,
https://www.immoweb.be/en/classified/villa/for-sale/lede/9340/20295324,,Villa,Hyper equipped,,,Yes,,1295000,3.0,3.0,,Good,,Villa,,,,
https://www.immoweb.be/en/classified/house/for-sale/glabais/1473/20291876,,House,USA uninstalled,,,No,,1750000,4.0,4.0,,As new,,House,,,,
https://www.immoweb.be/en/classified/house/for-sale/aartrijke/8211/20285825,,House,Installed,,,,,333500,,4.0,,Good,,House,Yes,8211 Aartrijke,,
